ts,close,hydra_score
2026-01-21 12:00:00+00:00,88774.56,-0.017957735711911203
2026-01-21 12:01:00+00:00,88825.74,-0.027275060194921454
2026-01-21 12:02:00+00:00,88835.4,-0.028300309646020958
2026-01-21 12:03:00+00:00,88800.0,-0.024401883280843847
2026-01-21 12:04:00+00:00,88757.22,-0.017727800968698346
2026-01-21 12:05:00+00:00,88730.28,-0.01287540773492828
2026-01-21 12:06:00+00:00,88594.46,0.009974499341169576
2026-01-21 12:07:00+00:00,88808.88,-0.020416000646565628
2026-01-21 12:08:00+00:00,88732.18,-0.011680191602030031
2026-01-21 12:09:00+00:00,88597.66,0.008575645671128522
2026-01-21 12:10:00+00:00,88513.27,0.01998971952615933
2026-01-21 12:11:00+00:00,88459.74,0.0281533557712029
2026-01-21 12:12:00+00:00,88400.0,0.03738093517063692
2026-01-21 12:13:00+00:00,88337.63,0.04966817389168569
2026-01-21 12:14:00+00:00,88384.03,0.04190537983844175
2026-01-21 12:15:00+00:00,88371.67,0.0420674746194406
2026-01-21 12:16:00+00:00,88393.35,0.03883639052342651
2026-01-21 12:17:00+00:00,88295.51,0.05226214561604934
2026-01-21 12:18:00+00:00,88421.18,0.03594492613279998
2026-01-21 12:19:00+00:00,88352.37,0.043424763543855605
2026-01-21 12:20:00+00:00,88388.49,0.0382616609167297
2026-01-21 12:21:00+00:00,88302.01,0.051840751672089576
2026-01-21 12:22:00+00:00,88212.33,0.06341570928246762
2026-01-21 12:23:00+00:00,88432.06,0.03593466505396896
2026-01-21 12:24:00+00:00,88438.96,0.029526824844298374
2026-01-21 12:25:00+00:00,88321.45,0.0486278090623708
2026-01-21 12:26:00+00:00,88290.77,0.052175898165090905
2026-01-21 12:27:00+00:00,88393.83,0.037843471650487806
2026-01-21 12:28:00+00:00,88341.98,0.0436654027211045
2026-01-21 12:29:00+00:00,88356.73,0.041686976160224834
2026-01-21 12:30:00+00:00,88300.01,0.0497135974166138
2026-01-21 12:31:00+00:00,88306.51,0.04796726237193521
2026-01-21 12:32:00+00:00,88434.2,0.03318374287726501
2026-01-21 12:33:00+00:00,88438.63,0.029350716497466615
2026-01-21 12:34:00+00:00,88499.99,0.02092290809598312
2026-01-21 12:35:00+00:00,88615.86,0.005999308633474608
2026-01-21 12:36:00+00:00,88578.14,0.008477721122060194
2026-01-21 12:37:00+00:00,88620.8,0.002632554147173955
2026-01-21 12:38:00+00:00,88649.04,-0.0017688014925536242
2026-01-21 12:39:00+00:00,88654.73,-0.003920800969714659
2026-01-21 12:40:00+00:00,88631.89,0.0013258503714115532
2026-01-21 12:41:00+00:00,88628.11,0.0005761214030434931
2026-01-21 12:42:00+00:00,88625.65,0.0005503787587808277
2026-01-21 12:43:00+00:00,88607.43,0.003979045055244469
2026-01-21 12:44:00+00:00,88626.57,0.000686521931756734
2026-01-21 12:45:00+00:00,88624.96,0.002401448386544783
2026-01-21 12:46:00+00:00,88552.09,0.014218175378990585
2026-01-21 12:47:00+00:00,88573.84,0.008824899634240605
2026-01-21 12:48:00+00:00,88578.02,0.008276879683820218
2026-01-21 12:49:00+00:00,88637.69,0.00020580819139770154
2026-01-21 12:50:00+00:00,88698.27,-0.007948817623361238
2026-01-21 12:51:00+00:00,88698.6,-0.009385301060646199
2026-01-21 12:52:00+00:00,88676.96,-0.005864732518577203
2026-01-21 12:53:00+00:00,88658.31,-0.004178861164078377
2026-01-21 12:54:00+00:00,88719.99,-0.012066650378003738
2026-01-21 12:55:00+00:00,88711.92,-0.012124160379630516
2026-01-21 12:56:00+00:00,88755.43,-0.017640015099619568
2026-01-21 12:57:00+00:00,88747.76,-0.0175277766497389
2026-01-21 12:58:00+00:00,88736.31,-0.016067856388451884
2026-01-21 12:59:00+00:00,88736.31,-0.09894146825138726
2026-01-21 13:00:00+00:00,88684.0,-0.0698642426383846
2026-01-21 13:01:00+00:00,88773.17,-0.1171889272564933
