,open,high,low,close,volume,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,target_returns,macd_8_24,macd_16_48,macd_32_96,volatility_20d,volatility_60d,cp_rl_21,cp_score_21,label_ret,label_bin,label_t1
2012-04-12 00:00:00+05:30,75.4,76.0,74.02,74.29,15780860,-0.01157530601383705,0.018787712561711523,0.4917670682730926,0.47929111907606536,0.1903541099182824,-0.016152914254946915,1.3822281668463035,3.433643658277191,5.969665647839491,0.021688698486494882,0.02906471281262014,0.0,0.5089216,-0.01628479467141461,-1,2012-04-13 00:00:00+05:30
2012-04-13 00:00:00+05:30,74.73,75.99,72.7,73.09,16195390,-0.016152914254946915,-0.00841134174467495,0.3827090427544457,0.4852672221093275,0.1631126670910248,0.009029963059242085,1.0842459471565462,3.2423704010048198,5.883598942688295,0.018772541492106953,0.02918911754225926,0.0,0.5134428,0.01561152998564457,1,2012-04-17 00:00:00+05:30
2012-04-17 00:00:00+05:30,74.4,75.5,72.62,74.24,21066960,0.006644067796610198,-0.0106609808102347,0.3228795438346401,0.4044646235338629,0.16418378547906531,-0.0035021551724137012,0.8992936185628366,3.0310455169108934,5.7804378527470845,0.017308581597500785,0.029133322395578132,0.0,0.5051634,-0.018488835526242198,-1,2012-04-20 00:00:00+05:30
2012-04-19 00:00:00+05:30,74.0,74.4,73.23,73.55,6445235,-0.005812381724790594,0.01883917440088645,0.3119871566179093,0.35152517456817334,0.15499371859296485,-0.009109449354180899,0.6759545705489671,2.788037834372929,5.646271993590702,0.01657382925219086,0.028983179932655315,0.0,0.5050955,-0.009151194095743713,-1,2012-04-20 00:00:00+05:30
2012-04-20 00:00:00+05:30,73.5,73.96,72.3,72.88,8824110,-0.009109449354180899,-0.004235551304823115,0.27725201542236233,0.2821956368754397,0.13910597061581753,-0.015367727771679385,0.4704538749026739,2.6073162000153474,5.54161133545459,0.015807976678647907,0.028719812958152926,0.0,0.50689274,-0.015487035201162113,-1,2012-04-23 00:00:00+05:30
2012-04-23 00:00:00+05:30,72.0,74.8,71.12,71.76,11175030,-0.015367727771679385,-0.04153866702283959,0.27664116705212605,0.26650194140487127,0.07586206896551717,0.0016722408026754731,0.1557541971308325,2.3557939706970217,5.393610059743025,0.01553069107382825,0.02857438893390379,0.0,0.51246005,0.020004805908010407,1,2012-04-25 00:00:00+05:30
2012-04-25 00:00:00+05:30,72.0,74.28,71.85,73.21,21993950,0.01850306065664986,-0.01612686466872737,0.22876804296743858,0.3077884958913897,0.13927793339558026,-0.0229476847425214,-0.015899151470790684,2.0507994792791635,5.17505860636291,0.01320890048978281,0.0279633192230046,0.0,0.5152807,-0.023215081538258738,-1,2012-04-26 00:00:00+05:30
2012-04-26 00:00:00+05:30,72.6,72.77,70.91,71.53,22606205,-0.0229476847425214,-0.001396063102052092,0.1629003414079011,0.23348853250560442,0.10590599876314144,-0.026142877114497476,-0.22647569006424817,1.8356811551046093,5.027401225952119,0.014055337592184265,0.028083392578956312,0.0,0.522978,-0.02649067718243739,-1,2012-04-27 00:00:00+05:30
2012-04-27 00:00:00+05:30,71.99,72.18,69.1,69.66,14464395,-0.026142877114497476,-0.017212189616252815,0.09048215403882276,0.2229634831460674,0.051948051948051965,0.0040195233993682855,-0.6390842231899967,1.501129962831527,4.810493825073138,0.015041500543033381,0.02784859363912721,0.0,0.5285783,-0.030610172998255684,-1,2012-05-03 00:00:00+05:30
2012-05-03 00:00:00+05:30,69.1,69.56,67.07,67.56,12518765,-0.03112003441847122,-0.0840563991323211,0.0766533864541834,0.10266035580218702,0.06410458339896041,-0.01213735938425109,-1.4966160397150503,0.6000383723397533,4.153262518392808,0.012933968551304312,0.02725029598182977,0.0,0.5388945,-0.025940430459814073,-1,2012-05-08 00:00:00+05:30
2012-05-07 00:00:00+05:30,66.5,68.3,64.43,67.91,12162340,0.01753071621216673,-0.09271877087508351,0.010114532202885496,0.08033725739739106,0.09391108247422686,-0.030628773376527696,-1.972343500574084,-0.03069386582861,3.645592408601388,0.013875125059509566,0.02730034922810295,0.0,0.5141922,-0.03110763764591463,-1,2012-05-08 00:00:00+05:30
2012-05-08 00:00:00+05:30,68.02,68.38,65.34,65.83,10386010,-0.030628773376527696,-0.11885959041627625,-0.0290560471976401,0.07110315652456878,0.0786498443388497,-0.026279811636032213,-2.2916626562422806,-0.3943051328229643,3.3541585088217403,0.015022540680471114,0.02741258750696854,0.0,0.53777504,-0.026631297553160987,-1,2012-05-09 00:00:00+05:30
2012-05-09 00:00:00+05:30,65.32,66.54,63.03,64.1,11543315,-0.026279811636032213,-0.13982823403113265,-0.0703408266860045,0.04295476732834347,0.07136887848905227,0.01716068642745716,-2.7254570270760894,-0.8330671048514375,3.0126622673702315,0.014944126761580521,0.027577377414599574,0.0,0.52871513,-0.05433593478428163,-1,2012-05-16 00:00:00+05:30
2012-05-10 00:00:00+05:30,64.2,65.72,63.8,65.2,14769885,0.01716068642745716,-0.1365382068600186,-0.05753107834634297,0.051782545571866345,0.13826815642458112,0.010736196319018454,-2.830963985280249,-1.1158941418990622,2.7386987934107765,0.015966095686744876,0.027224507811940867,0.0,0.5138141,-0.022960983890759585,-1,2012-05-14 00:00:00+05:30
2012-05-14 00:00:00+05:30,66.01,66.69,63.1,63.72,8432075,-0.03308042488619134,-0.1422802530623234,-0.04453441295546556,0.029901406174236422,0.11789473684210527,-0.005806654111738863,-2.964386373175813,-1.6099221925244507,2.2116124670659474,0.017368437806161832,0.027567339804589877,0.0,0.5433805,-0.04839005589950508,-1,2012-05-16 00:00:00+05:30
2012-05-16 00:00:00+05:30,63.0,63.0,59.71,60.71,21600315,-0.041673243883188604,-0.1768135593220339,-0.12722829212190911,0.017770326906957346,0.020336134453781574,-0.00395322022731015,-3.539479445338685,-2.332216346143184,1.5406961227292442,0.01825498108192789,0.027657807842055012,0.0,0.5662367,0.060246669056030204,1,2012-05-21 00:00:00+05:30
2012-05-18 00:00:00+05:30,60.0,63.0,58.8,62.49,17588195,0.033404994212006045,-0.15531224655312248,-0.1271127252409554,0.0974710221285564,0.03323412698412698,0.03184509521523449,-3.6584867869180044,-2.8587108967715125,0.9306469353935825,0.020654585765445273,0.02802638065011116,0.0,0.5433048,0.048569152009052916,1,2012-05-24 00:00:00+05:30
2012-05-21 00:00:00+05:30,62.61,64.79,62.61,64.48,13322330,0.03184509521523449,-0.12331747110808966,-0.11876452097854306,0.1909863317325453,0.10109289617486339,-0.0026364764267989838,-3.197820771791662,-2.819241940402435,0.7781155571742175,0.022479093604454114,0.02830545638898876,0.0,0.53952837,0.04754869908136716,1,2012-05-28 00:00:00+05:30
2012-05-24 00:00:00+05:30,64.61,65.8,64.0,65.6,10688050,0.02276270657935764,-0.08736783528102399,-0.11050847457627122,0.2466742683390346,0.1373092926490984,0.006250000000000089,-2.0927803825999405,-2.606430210038269,0.41160375795912785,0.022585792822158467,0.0266935805669588,0.0,0.5218146,-0.021416734144086402,-1,2012-06-04 00:00:00+05:30
2012-05-28 00:00:00+05:30,66.19,67.8,66.11,67.62,6017515,0.024390243902439046,-0.05466237942122176,-0.04383484162895923,0.27705382436260617,0.20922746781115875,0.0010351966873705098,-1.1089336975293662,-2.155463680363198,0.37430859617118983,0.02251574723352791,0.02278776716777631,0.0,0.52451265,-0.03032810132969676,-1,2012-05-30 00:00:00+05:30
2012-05-30 00:00:00+05:30,67.62,67.62,65.32,65.6,5598590,-0.030876052592702097,-0.062053188447240504,0.025801407349491656,0.19664356074425382,0.19883040935672502,0.005640243902439002,-0.6543888236029716,-1.8402527213826545,0.3219728065915177,0.023437622023388224,0.023002098421083122,0.0,0.5385547,-0.021416734144086402,-1,2012-06-04 00:00:00+05:30
2012-06-04 00:00:00+05:30,64.0,64.69,62.1,64.21,8922395,-0.007113035410545976,-0.037908300869044065,-0.055735294117647105,0.17946362968405571,0.12491240364400835,0.006385298240149773,-0.8268877435813664,-1.8050375145633524,0.06744837415870109,0.022371340227932936,0.02243902675833008,0.0,0.5051901,0.051892709780891555,1,2012-06-07 00:00:00+05:30
2012-06-06 00:00:00+05:30,64.81,66.68,64.81,66.31,6369340,0.026152893840916125,0.007291508430806726,-0.02399175743302906,0.14248793935217097,0.11146496815286633,0.019906499773789665,-0.6139469715765387,-1.6544669615681187,-0.024760834630313866,0.02135259644762502,0.019775863902837826,0.0,0.52791816,0.04106928711992735,1,2012-06-08 00:00:00+05:30
2012-06-08 00:00:00+05:30,67.5,69.4,66.6,69.09,9168085,0.021588052639361255,0.05966257668711661,0.022646536412078255,0.16568247005230297,0.15864497736038907,-0.007671153567810118,0.23069980072608587,-1.1084890614627625,0.11914353447316728,0.021829484879861607,0.0201187533136621,0.0,0.5198953,-0.03956235494808136,-1,2012-06-14 00:00:00+05:30
2012-06-14 00:00:00+05:30,69.06,69.06,66.12,66.41,9960825,-0.04059520369835312,0.09388898039861626,-0.14087968952134544,0.19378033435196818,0.10905143620574465,0.007077247402499598,0.6844007708614583,-0.42258405727540094,0.33987701025021977,0.02027248768548213,0.01924638947213703,0.0,0.56461996,-0.021768117311667994,-1,2012-06-18 00:00:00+05:30
2012-06-18 00:00:00+05:30,69.19,69.19,64.2,64.98,15032820,-0.02840909090909083,0.039846375420067304,-0.11627906976744184,0.21299234646257248,0.09504550050556126,-0.005540166204986097,0.13046214945532597,-0.5528031612260236,0.2322510526827699,0.01920514936371563,0.01922070751892201,0.0,0.5334544,0.05494160197302583,1,2012-06-21 00:00:00+05:30
2012-06-20 00:00:00+05:30,65.0,66.96,64.73,66.5,14036715,0.029093160012380048,0.03405380189706109,-0.09140592977182671,0.3036659478533621,0.1299915038232795,0.03233082706766921,-0.17398945999842397,-0.6663286745227026,0.11769210224026949,0.02025764350562705,0.019383005979290418,0.0,0.5339921,0.053148714887010506,1,2012-07-03 00:00:00+05:30
2012-06-21 00:00:00+05:30,66.13,68.8,65.72,68.65,11307305,0.03233082706766921,0.07031493607733097,-0.08307733404567919,0.4148804616652928,0.15630789961259905,-0.008739985433357744,0.1570585323048448,-0.4742466620336785,0.18895731386598413,0.020877183854351947,0.01929690538352738,0.0,0.5411633,-0.024776374292021317,-1,2012-06-27 00:00:00+05:30
2012-06-27 00:00:00+05:30,68.72,68.96,66.72,66.97,10714670,-0.019185705916813123,-0.01063672625203127,-0.05516365688487579,0.31597563371978765,0.15207293996215365,-0.009705838435120295,0.36390191213048695,-0.17108109567926988,0.2912009068697472,0.01958586057436988,0.01868744367956111,0.0,0.5171228,0.04610590462686017,1,2012-07-03 00:00:00+05:30
2012-06-29 00:00:00+05:30,67.2,68.1,66.88,67.88,13399530,0.023522316043425917,0.02895255419129894,-0.06268986467826576,0.4048013245033111,0.18257839721254343,0.014731879787860835,0.26819218888880414,-0.15379735362400027,0.28150880439939385,0.019747305444778106,0.01891358598322026,0.0,0.523259,0.05223569049923317,1,2012-07-05 00:00:00+05:30
2012-07-03 00:00:00+05:30,68.88,70.78,68.71,70.13,18270885,0.018147502903600454,0.09219747702850034,-0.060045570298887574,0.4683835845896147,0.1741168591997322,-0.002851846570654293,0.7809100527818629,0.20027010352890784,0.45605760765414516,0.020042335350846693,0.019190023288046257,0.0,0.51490647,-0.00042786850827464696,-1,2012-07-17 00:00:00+05:30
2012-07-05 00:00:00+05:30,69.73,71.74,68.92,71.52,15680455,0.022737022737022494,0.07857035137988233,-0.04269843394458572,0.45424969499796664,0.15634599838318497,0.009927293064877052,1.301095812146329,0.625482693524205,0.6958376348868285,0.0195575373017039,0.019341197304553352,0.0,0.52183366,-0.023627045162287957,-1,2012-07-13 00:00:00+05:30
2012-07-11 00:00:00+05:30,71.78,72.4,70.5,70.67,9174905,-0.016970371400751083,0.015081873024992865,-0.04872795800242302,0.4190763052208837,0.10820134859651875,0.0008490165558228124,1.7034813499628427,1.302213147710276,1.183879423781633,0.019223386844500184,0.019289453036420687,0.0,0.5141472,-0.03939619197032512,-1,2012-07-23 00:00:00+05:30
2012-07-23 00:00:00+05:30,70.21,70.28,67.8,67.94,9730280,-0.040259923718039436,-0.001616458486407013,-0.0548135781858653,0.18238774799860757,0.04122605363984677,0.003238151309979287,0.4681640932969202,1.0276433753096654,1.3298330377874805,0.015284075404596574,0.019291498730229117,0.0,0.5657329,0.04236334356438762,1,2012-07-27 00:00:00+05:30
2012-07-25 00:00:00+05:30,68.43,69.98,67.86,69.21,25745135,0.015404929577464754,0.013620386643233617,-0.032433943799804354,0.12518289708990404,0.05294386125057038,-0.0011559023262533996,0.11217143983768096,0.787080958156011,1.2388257667686275,0.014888245491560073,0.019390372245345542,0.0,0.51142913,0.03979849736695729,1,2012-07-30 00:00:00+05:30
2012-07-27 00:00:00+05:30,70.54,71.83,70.06,70.88,13970600,0.025314624620280668,0.06875753920386019,0.013440091507005869,0.07296397214653338,0.1118431372549018,0.01608352144469527,0.25951768707722067,0.7922413423102057,1.2583193254516658,0.014805056356005417,0.019145129335998174,0.0,0.5268137,0.03711309343929488,1,2012-08-03 00:00:00+05:30
2012-07-31 00:00:00+05:30,71.97,73.45,71.54,73.04,17070505,0.01416273257428502,0.060394889663182516,0.08111308466548262,0.16398406374502006,0.10969310240048635,0.0008214676889373163,0.9176408226820598,1.1353634530800036,1.4614211180042247,0.014670256599013453,0.018733379782013067,0.0,0.50992227,-0.023970666246500877,-1,2012-08-10 00:00:00+05:30
2012-08-07 00:00:00+05:30,73.13,74.48,73.0,74.06,13446345,0.012578616352201255,0.029325920778318304,0.13588957055214723,0.07054061867591788,0.19201673909544503,-0.008236564947340042,1.5964836670790703,1.770472731708793,1.9484707376339117,0.014257004874879485,0.01775944501149349,0.0,0.5082352,-0.020875306110145573,-1,2012-08-09 00:00:00+05:30
2012-08-09 00:00:00+05:30,73.5,73.98,72.35,72.53,6608160,-0.01252552756977543,0.026319513230508074,0.13826114249843058,0.08756935072724548,0.1709719082983534,-0.016820625947883583,1.401271404698747,1.7992673474016811,2.049193251044244,0.014163770568220475,0.01694119573989727,0.0,0.5088362,-0.016963699335108717,-1,2012-08-10 00:00:00+05:30
2012-08-10 00:00:00+05:30,72.18,72.9,71.04,71.31,8033865,-0.016820625947883583,0.00820019793581217,0.12565114443567493,0.030491329479768847,0.16158983547809092,0.015004908147524754,1.0783304094205022,1.6716379009697135,2.023413029958874,0.014419774173861897,0.01666080065416522,0.0,0.51389945,-0.034380392020599275,-1,2012-08-24 00:00:00+05:30
2012-08-14 00:00:00+05:30,72.57,73.58,72.14,73.14,6790940,0.010500138159712735,0.04485714285714293,0.20952538448817593,0.04710093056549769,0.21313650688339703,-0.015586546349466768,1.0007398252096067,1.6596921213433689,2.0830110362256846,0.01487777621293738,0.016317192546470224,0.0,0.50633436,-0.015709293705179837,-1,2012-08-16 00:00:00+05:30
2012-08-16 00:00:00+05:30,73.88,73.88,71.66,72.0,7627015,-0.015586546349466768,0.02710413694721825,0.1521843494959194,0.005727056851515533,0.19146119477080914,-0.0018055555555555047,0.8354731302278111,1.582661835624748,2.0744370443773192,0.015402882401734251,0.01646821535585576,0.0,0.51228315,-0.04400994099644238,-1,2012-08-24 00:00:00+05:30
2012-08-23 00:00:00+05:30,72.0,72.0,70.16,70.9,8833670,-0.007697690692792136,0.0435678539888138,0.0807926829268295,-0.038644067796610115,0.18581702625857188,-0.028208744710860323,0.19535649459263027,1.169215043541982,1.9426736121652652,0.012122450931812058,0.016015948094203817,1.0,0.49774858,-0.028614255518468884,-1,2012-08-24 00:00:00+05:30
2012-08-24 00:00:00+05:30,70.74,70.74,68.48,68.9,15464575,-0.028208744710860323,0.010856807511737232,0.043781245265868796,-0.0034712178189180154,0.1593471310785799,-0.025108853410740206,-0.22850322623433783,0.8959489544069612,1.8087313849289757,0.013442992129317391,0.01592972543544686,1.0,0.56001055,-0.02542945874083974,-1,2012-08-27 00:00:00+05:30
