timestamp,symbol,mid,bid,ask,microprice,spread_bps,imbalance,bid_depth,ask_depth
2026-01-22T06:21:58.963474707+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:58.963474707+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:58.963474707+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:58.963474707+00:00,BANKNIFTY26JAN58900PE,312.1500,311.8379,312.4621,312.1500,20.00,0.0000,150,150
2026-01-22T06:21:58.963474707+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963474707+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN58900PE,312.1500,311.8379,312.4621,312.1500,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963485058+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN58900PE,312.1500,311.8379,312.4621,312.1500,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN58800PE,271.6500,271.3783,271.9216,271.6500,20.00,0.0000,150,150
2026-01-22T06:21:58.963495177+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN59100PE,403.5500,403.1465,403.9536,403.5500,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN58900PE,312.1500,311.8379,312.4621,312.1500,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN58800PE,271.6500,271.3783,271.9216,271.6500,20.00,0.0000,150,150
2026-01-22T06:21:58.963505512+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN59100PE,403.5500,403.1465,403.9536,403.5500,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN59200CE,299.1500,298.8508,299.4491,299.1500,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN58900PE,312.1500,311.8379,312.4621,312.1500,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN58800PE,271.6500,271.3783,271.9216,271.6500,20.00,0.0000,150,150
2026-01-22T06:21:58.963516087+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN59100PE,403.5500,403.1465,403.9536,403.5500,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN59200CE,299.1500,298.8508,299.4491,299.1500,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN58800PE,271.6500,271.3783,271.9216,271.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.212620252+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN59100PE,403.5500,403.1465,403.9536,403.5500,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN59200CE,299.1500,298.8508,299.4491,299.1500,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN58800PE,271.6500,271.3783,271.9216,271.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.212664942+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN59100PE,403.5500,403.1465,403.9536,403.5500,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN59200CE,299.1500,298.8508,299.4491,299.1500,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463648718+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN59200CE,299.1500,298.8508,299.4491,299.1500,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463829799+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN58900CE,452.2500,451.7978,452.7022,452.2500,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463872805+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463908185+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN59000CE,395.3500,394.9547,395.7453,395.3500,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463942953+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.463977789+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464012093+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464046800+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN59000PE,354.8000,354.4452,355.1548,354.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464081551+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN59000PE,353.7000,353.3463,354.0537,353.7000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN58800PE,271.4500,271.1785,271.7215,271.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.464116580+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN59000PE,353.7000,353.3463,354.0537,353.7000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN59200CE,300.4000,300.0996,300.7004,300.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN58800PE,271.9000,271.6281,272.1719,271.9000,20.00,0.0000,150,150
2026-01-22T06:21:59.963526962+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN59000PE,353.7000,353.3463,354.0537,353.7000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN58900CE,453.2000,452.7468,453.6532,453.2000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN59000CE,396.6500,396.2533,397.0466,396.6500,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN59200PE,458.3000,457.8417,458.7583,458.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN59100PE,401.4500,401.0485,401.8514,401.4500,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN59200CE,299.4000,299.1006,299.6994,299.4000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN58900PE,310.3000,309.9897,310.6103,310.3000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN58800CE,510.8000,510.2892,511.3108,510.8000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN58800PE,271.9000,271.6281,272.1719,271.9000,20.00,0.0000,150,150
2026-01-22T06:21:59.963604672+00:00,BANKNIFTY26JAN59100CE,344.1000,343.7559,344.4441,344.1000,20.00,0.0000,150,150
