timestamp,symbol,side,quantity,price,commission,position_after,unrealized_pnl
2026-01-22T16:54:51.200225+00:00,BNBUSDT,BUY,5.641048783789882,886.21,0,5.641048783789882,0
2026-01-22T16:54:55.795123+00:00,ETHUSDT,BUY,1.695950071229903,2948.32,0,1.695950071229903,0
2026-01-22T16:54:56.215518+00:00,BTCUSDT,SELL,0.056178601211255584,89001.86,0,-0.056178601211255584,-0
2026-01-22T16:54:59.293826+00:00,BNBUSDT,SELL,5.6456347951763695,885.63,0,-0.0045860113864870655,-0
2026-01-22T16:54:59.684949+00:00,BTCUSDT,SELL,0.05617836766561917,89002.22,0,-0.11235696887687475,-0
2026-01-22T16:55:01.458977+00:00,ETHUSDT,BUY,1.008361773930166,2948.32,0,2.7043118451600687,0
2026-01-22T16:55:01.526704+00:00,BTCUSDT,BUY,0.05616914101094343,89016.85,0,-0.05618782786593132,-0
2026-01-22T16:55:01.552482+00:00,SOLUSDT,BUY,17.705939729965163,127.85000000000001,0,17.705939729965163,0
2026-01-22T16:55:01.559438+00:00,XRPUSDT,BUY,11.33497965788264,1.92,0,11.33497965788264,0
2026-01-22T16:55:02.173160+00:00,ETHUSDT,SELL,1.6958292774749781,2948.39,0,1.0084825676850906,0
2026-01-22T16:55:03.214433+00:00,BTCUSDT,SELL,0.05617482684671373,89007.84,0,-0.11236265471264506,-0
2026-01-22T16:55:03.748176+00:00,BNBBTC,BUY,5.67691077018126,0.01,0,5.67691077018126,0
2026-01-22T16:55:04.602520+00:00,BNBUSDT,BUY,5.6456347951763695,885.64,0,5.641048783789882,0
2026-01-22T16:55:05.548459+00:00,ETHUSDT,SELL,1.696093895758069,2947.94,0,-0.6876113280729783,-0
2026-01-22T16:55:16.466459+00:00,BTCUSDT,BUY,0.05618234451845157,88991.96,0,-0.05618031019419349,-0
2026-01-22T16:55:17.106945+00:00,SOLUSDT,BUY,9.90403755788078,127.81,0,27.609977287845943,0
2026-01-22T16:55:17.741282+00:00,ETHUSDT,BUY,1.696427662628038,2947.34,0,1.0088163345550596,0
2026-01-22T16:55:18.385443+00:00,XRPUSDT,SELL,3.48659292964893,1.92,0,7.848386728233709,0
