timestamp,instrument,side,qty,price,fees,strategy_id,order_id
2026-01-22T07:15:25.134047729+00:00,BANKNIFTY26JAN59000CE,BUY,30,388.3318,75.9286,HYDRA_BANKNIFTY_STRADDLE,SIM-1
2026-01-22T07:15:25.134049755+00:00,BANKNIFTY26JAN59000PE,BUY,30,365.6979,71.5031,HYDRA_BANKNIFTY_STRADDLE,SIM-2
2026-01-22T07:15:25.134051110+00:00,BANKNIFTY26JAN59000CE,SELL,30,378.1821,175.2023,HYDRA_BANKNIFTY_STRADDLE,SIM-3
2026-01-22T07:15:25.134052221+00:00,BANKNIFTY26JAN59000PE,SELL,30,375.4861,173.9533,HYDRA_BANKNIFTY_STRADDLE,SIM-4
