open_time,open,high,low,close,volume
2026-01-21 16:00:00+00:00,90288.04,90360.0,90277.69,90277.7,6.59364
2026-01-21 16:01:00+00:00,90277.7,90301.74,90263.94,90283.45,11.09582
2026-01-21 16:02:00+00:00,90283.45,90299.63,90146.19,90174.0,14.97803
2026-01-21 16:03:00+00:00,90174.0,90194.29,90067.51,90087.58,19.98035
2026-01-21 16:04:00+00:00,90087.58,90110.0,90020.0,90052.31,13.28555
2026-01-21 16:05:00+00:00,90052.3,90069.85,89902.18,89908.34,25.37027
2026-01-21 16:06:00+00:00,89908.33,89991.1,89908.33,89975.01,14.16893
2026-01-21 16:07:00+00:00,89975.01,90010.62,89903.06,89903.07,15.85507
2026-01-21 16:08:00+00:00,89903.06,89903.07,89821.61,89854.0,13.74049
2026-01-21 16:09:00+00:00,89854.0,89854.72,89789.47,89819.45,11.54194
2026-01-21 16:10:00+00:00,89819.45,89878.29,89795.24,89869.55,10.9471
2026-01-21 16:11:00+00:00,89869.55,89869.55,89811.71,89846.82,5.65154
2026-01-21 16:12:00+00:00,89846.82,89892.52,89805.43,89891.75,13.47973
2026-01-21 16:13:00+00:00,89891.75,89931.63,89854.05,89908.34,10.37999
2026-01-21 16:14:00+00:00,89908.35,89908.35,89742.57,89742.57,16.00574
2026-01-21 16:15:00+00:00,89742.58,89747.27,89616.03,89698.66,18.6811
2026-01-21 16:16:00+00:00,89698.66,89769.82,89646.83,89745.04,15.42303
2026-01-21 16:17:00+00:00,89745.03,89786.0,89650.98,89786.0,13.59289
2026-01-21 16:18:00+00:00,89787.29,89820.3,89762.31,89805.44,7.85644
2026-01-21 16:19:00+00:00,89805.43,89807.5,89680.48,89683.77,10.56674
2026-01-21 16:20:00+00:00,89683.76,89699.49,89463.92,89491.47,37.43622
2026-01-21 16:21:00+00:00,89491.48,89502.12,89454.54,89480.46,14.67717
2026-01-21 16:22:00+00:00,89480.46,89480.47,89414.28,89475.12,18.02611
2026-01-21 16:23:00+00:00,89475.13,89484.29,89270.12,89270.12,62.58926
2026-01-21 16:24:00+00:00,89270.13,89480.72,89270.12,89457.8,22.84057
2026-01-21 16:25:00+00:00,89457.81,89457.81,89316.58,89359.07,9.86887
2026-01-21 16:26:00+00:00,89359.07,89520.0,89334.36,89468.03,28.36777
2026-01-21 16:27:00+00:00,89468.02,89550.0,89468.02,89542.38,17.64114
2026-01-21 16:28:00+00:00,89542.38,89615.38,89542.38,89615.37,13.13851
2026-01-21 16:29:00+00:00,89615.37,89627.98,89575.15,89584.1,22.60566
2026-01-21 16:30:00+00:00,89584.1,89584.11,89460.0,89536.94,31.4592
2026-01-21 16:31:00+00:00,89536.94,89536.94,89411.75,89411.75,18.63034
2026-01-21 16:32:00+00:00,89411.76,89418.47,89318.65,89339.94,51.24363
2026-01-21 16:33:00+00:00,89339.94,89400.0,89308.5,89320.75,27.81275
2026-01-21 16:34:00+00:00,89320.74,89336.41,89120.38,89171.99,36.19418
2026-01-21 16:35:00+00:00,89172.0,89230.0,89120.38,89165.99,10.42622
