open_time,open,high,low,close,volume
2026-01-20 00:00:00+00:00,92630.99,92653.11,92600.0,92600.01,4.90319
2026-01-20 00:01:00+00:00,92600.0,92657.38,92582.01,92619.25,17.61515
2026-01-20 00:02:00+00:00,92619.25,92648.0,92619.24,92642.68,2.46574
2026-01-20 00:03:00+00:00,92642.67,92777.13,92632.07,92770.05,11.65131
2026-01-20 00:04:00+00:00,92770.06,92777.13,92700.49,92767.13,11.89701
2026-01-20 00:05:00+00:00,92767.13,92870.0,92763.13,92853.1,18.18842
2026-01-20 00:06:00+00:00,92853.1,92853.1,92770.36,92781.3,5.34084
2026-01-20 00:07:00+00:00,92781.29,92781.3,92729.45,92729.45,5.06908
2026-01-20 00:08:00+00:00,92729.46,92747.65,92720.27,92739.88,4.11531
2026-01-20 00:09:00+00:00,92739.87,92747.64,92728.43,92740.4,1.54307
2026-01-20 00:10:00+00:00,92740.4,92798.0,92721.45,92792.9,1.76563
2026-01-20 00:11:00+00:00,92792.89,92792.89,92740.0,92740.01,2.08317
2026-01-20 00:12:00+00:00,92740.0,92740.0,92686.5,92703.02,2.0679
2026-01-20 00:13:00+00:00,92703.02,92703.02,92678.44,92681.2,7.68108
2026-01-20 00:14:00+00:00,92681.2,92708.76,92660.0,92702.46,2.99771
2026-01-20 00:15:00+00:00,92702.46,92702.46,92636.39,92636.4,5.27348
2026-01-20 00:16:00+00:00,92636.4,92642.0,92615.38,92638.42,19.64371
2026-01-20 00:17:00+00:00,92638.43,92638.43,92600.0,92600.01,5.167
2026-01-20 00:18:00+00:00,92600.01,92600.01,92562.73,92575.95,5.06117
2026-01-20 00:19:00+00:00,92575.96,92595.53,92575.96,92595.53,1.80216
2026-01-20 00:20:00+00:00,92595.52,92595.53,92549.96,92549.96,2.63715
2026-01-20 00:21:00+00:00,92549.96,92549.96,92504.08,92504.59,17.54157
2026-01-20 00:22:00+00:00,92504.59,92504.59,92504.58,92504.59,1.40333
2026-01-20 00:23:00+00:00,92504.59,92534.96,92480.0,92480.0,10.15039
2026-01-20 00:24:00+00:00,92480.0,92480.0,92413.0,92429.51,21.09497
2026-01-20 00:25:00+00:00,92429.52,92459.53,92403.01,92403.01,4.29903
2026-01-20 00:26:00+00:00,92403.01,92403.01,92370.25,92370.25,10.08894
2026-01-20 00:27:00+00:00,92370.25,92419.22,92370.25,92418.97,7.49467
2026-01-20 00:28:00+00:00,92418.98,92473.3,92418.97,92446.97,4.90923
2026-01-20 00:29:00+00:00,92446.97,92469.7,92446.97,92465.63,1.38513
2026-01-20 00:30:00+00:00,92465.63,92529.38,92454.24,92512.0,3.64759
2026-01-20 00:31:00+00:00,92512.0,92548.41,92512.0,92548.41,3.36106
2026-01-20 00:32:00+00:00,92548.4,92568.34,92537.24,92551.99,1.906
2026-01-20 00:33:00+00:00,92552.0,92565.31,92551.99,92552.04,6.16128
2026-01-20 00:34:00+00:00,92552.05,92552.05,92505.37,92513.98,2.46008
2026-01-20 00:35:00+00:00,92513.98,92615.38,92513.98,92615.38,5.52873
2026-01-20 00:36:00+00:00,92615.38,92668.1,92615.38,92668.09,8.59792
2026-01-20 00:37:00+00:00,92668.09,92668.1,92636.53,92665.9,3.50875
2026-01-20 00:38:00+00:00,92665.89,92668.1,92644.09,92668.09,1.58533
2026-01-20 00:39:00+00:00,92668.1,92715.95,92668.09,92703.52,4.47799
2026-01-20 00:40:00+00:00,92703.53,92703.53,92691.18,92691.19,2.19636
2026-01-20 00:41:00+00:00,92691.18,92700.64,92678.62,92678.62,2.16316
2026-01-20 00:42:00+00:00,92678.63,92746.2,92678.63,92746.2,3.73385
2026-01-20 00:43:00+00:00,92746.2,92748.12,92726.79,92733.89,2.61757
2026-01-20 00:44:00+00:00,92733.88,92739.58,92723.43,92723.45,0.99886
2026-01-20 00:45:00+00:00,92723.45,92739.55,92723.44,92723.44,2.921
2026-01-20 00:46:00+00:00,92723.45,92723.45,92694.0,92721.91,2.64611
2026-01-20 00:47:00+00:00,92721.91,92728.81,92649.0,92662.01,4.29052
2026-01-20 00:48:00+00:00,92662.01,92678.98,92654.19,92654.19,1.30343
2026-01-20 00:49:00+00:00,92654.2,92658.43,92654.19,92658.43,0.61141
2026-01-20 00:50:00+00:00,92658.43,92658.43,92640.64,92657.06,1.91219
2026-01-20 00:51:00+00:00,92657.06,92657.06,92622.12,92622.12,3.21988
2026-01-20 00:52:00+00:00,92622.13,92722.75,92622.12,92722.74,2.34337
2026-01-20 00:53:00+00:00,92722.74,92749.99,92717.92,92739.67,5.52002
2026-01-20 00:54:00+00:00,92739.67,92739.68,92720.68,92720.68,1.11952
2026-01-20 00:55:00+00:00,92720.69,92720.69,92692.18,92692.18,1.34383
2026-01-20 00:56:00+00:00,92692.18,92695.31,92678.62,92678.63,1.77259
2026-01-20 00:57:00+00:00,92678.62,92678.62,92652.67,92675.17,1.72048
2026-01-20 00:58:00+00:00,92675.17,92689.24,92655.46,92655.47,2.50918
2026-01-20 00:59:00+00:00,92655.47,92721.72,92631.02,92717.9,21.48599
2026-01-20 01:00:00+00:00,92717.9,92717.91,92694.33,92705.73,3.21315
2026-01-20 01:01:00+00:00,92705.73,92705.73,92636.07,92642.14,6.51128
2026-01-20 01:02:00+00:00,92642.13,92642.14,92601.64,92625.88,5.83292
2026-01-20 01:03:00+00:00,92625.87,92644.07,92608.59,92636.79,1.72142
2026-01-20 01:04:00+00:00,92636.79,92709.55,92636.78,92709.54,6.01369
2026-01-20 01:05:00+00:00,92709.54,92800.01,92709.54,92767.12,11.50209
2026-01-20 01:06:00+00:00,92767.12,92787.94,92760.25,92772.07,4.75749
2026-01-20 01:07:00+00:00,92772.06,92772.1,92750.65,92755.15,2.0502
2026-01-20 01:08:00+00:00,92755.14,92755.14,92659.68,92659.69,3.49216
2026-01-20 01:09:00+00:00,92659.68,92659.69,92610.77,92621.9,8.15616
2026-01-20 01:10:00+00:00,92621.9,92621.9,92600.0,92600.0,2.70712
2026-01-20 01:11:00+00:00,92600.0,92600.0,92525.8,92550.32,7.48785
2026-01-20 01:12:00+00:00,92550.32,92572.0,92550.31,92571.99,0.43597
2026-01-20 01:13:00+00:00,92572.0,92716.48,92571.99,92716.47,8.11709
2026-01-20 01:14:00+00:00,92716.47,92726.48,92697.34,92726.47,2.07985
2026-01-20 01:15:00+00:00,92726.47,92732.0,92694.05,92694.05,4.94663
2026-01-20 01:16:00+00:00,92694.06,92694.06,92661.61,92661.65,1.30849
2026-01-20 01:17:00+00:00,92661.65,92715.76,92661.65,92706.02,0.89505
2026-01-20 01:18:00+00:00,92706.01,92800.0,92703.27,92772.01,8.10339
2026-01-20 01:19:00+00:00,92772.0,92799.4,92768.0,92780.69,5.56438
2026-01-20 01:20:00+00:00,92780.69,92794.47,92759.1,92776.15,1.86491
2026-01-20 01:21:00+00:00,92776.14,92817.38,92767.13,92817.37,4.31123
2026-01-20 01:22:00+00:00,92817.37,92845.88,92807.43,92807.86,6.04177
2026-01-20 01:23:00+00:00,92807.85,92813.08,92789.05,92801.85,3.41696
2026-01-20 01:24:00+00:00,92801.84,92808.02,92783.33,92808.02,3.47034
2026-01-20 01:25:00+00:00,92808.01,92861.41,92808.01,92813.37,6.72136
2026-01-20 01:26:00+00:00,92813.36,92861.41,92813.36,92861.4,3.17347
2026-01-20 01:27:00+00:00,92861.41,92867.28,92827.96,92827.96,8.76894
2026-01-20 01:28:00+00:00,92827.97,92841.92,92808.91,92841.92,1.67636
2026-01-20 01:29:00+00:00,92841.91,92857.18,92839.94,92857.18,2.14079
2026-01-20 01:30:00+00:00,92857.17,92857.17,92821.36,92842.67,2.56785
2026-01-20 01:31:00+00:00,92842.67,92842.68,92814.16,92838.34,3.58322
2026-01-20 01:32:00+00:00,92838.34,92838.35,92786.46,92786.46,1.76557
2026-01-20 01:33:00+00:00,92786.47,92799.47,92786.46,92786.47,3.37038
2026-01-20 01:34:00+00:00,92786.47,92807.54,92752.29,92752.29,4.61933
2026-01-20 01:35:00+00:00,92752.3,92752.3,92741.44,92751.41,4.15674
2026-01-20 01:36:00+00:00,92751.4,92776.19,92740.0,92740.01,4.61805
2026-01-20 01:37:00+00:00,92740.01,92766.13,92730.01,92730.01,7.2585
2026-01-20 01:38:00+00:00,92730.02,92730.02,92690.0,92711.99,5.64465
2026-01-20 01:39:00+00:00,92712.0,92721.9,92707.2,92707.21,1.7104
2026-01-20 01:40:00+00:00,92707.21,92738.45,92707.2,92738.44,3.11857
2026-01-20 01:41:00+00:00,92738.44,92738.45,92725.76,92725.77,1.05442
