open_time,open,high,low,close,volume
2026-01-20 00:00:00+00:00,3189.56,3189.97,3186.59,3187.42,416.6525
2026-01-20 00:01:00+00:00,3187.43,3189.07,3186.67,3188.76,341.0903
2026-01-20 00:02:00+00:00,3188.75,3191.04,3188.75,3189.85,236.9336
2026-01-20 00:03:00+00:00,3189.85,3195.8,3189.43,3195.0,443.2594
2026-01-20 00:04:00+00:00,3195.0,3195.87,3191.96,3195.57,97.164
2026-01-20 00:05:00+00:00,3195.56,3200.5,3195.54,3199.2,753.1136
2026-01-20 00:06:00+00:00,3199.19,3199.19,3194.66,3196.52,178.3456
2026-01-20 00:07:00+00:00,3196.52,3196.52,3194.0,3194.42,90.2327
2026-01-20 00:08:00+00:00,3194.43,3195.68,3193.56,3194.71,199.2975
2026-01-20 00:09:00+00:00,3194.71,3195.29,3193.76,3194.5,54.1255
2026-01-20 00:10:00+00:00,3194.49,3196.69,3193.98,3196.3,107.1469
2026-01-20 00:11:00+00:00,3196.29,3196.3,3194.0,3194.01,68.5908
2026-01-20 00:12:00+00:00,3194.0,3194.0,3191.61,3192.3,141.9291
2026-01-20 00:13:00+00:00,3192.31,3192.96,3191.18,3191.19,168.2741
2026-01-20 00:14:00+00:00,3191.19,3193.12,3191.01,3192.45,48.677
2026-01-20 00:15:00+00:00,3192.44,3192.44,3188.73,3189.26,94.0546
2026-01-20 00:16:00+00:00,3189.26,3190.0,3188.26,3190.0,184.5652
2026-01-20 00:17:00+00:00,3189.99,3189.99,3188.26,3188.33,228.3338
2026-01-20 00:18:00+00:00,3188.33,3188.43,3186.0,3187.03,325.8662
2026-01-20 00:19:00+00:00,3187.04,3187.57,3186.69,3186.69,106.2583
2026-01-20 00:20:00+00:00,3186.69,3186.82,3183.77,3184.21,81.2437
2026-01-20 00:21:00+00:00,3184.21,3184.79,3183.28,3183.72,81.5924
2026-01-20 00:22:00+00:00,3183.72,3183.72,3182.97,3183.71,124.7937
2026-01-20 00:23:00+00:00,3183.71,3185.1,3183.02,3183.02,96.0689
2026-01-20 00:24:00+00:00,3183.01,3183.01,3179.99,3181.0,324.6031
2026-01-20 00:25:00+00:00,3181.0,3182.55,3178.33,3179.59,266.4333
2026-01-20 00:26:00+00:00,3179.58,3179.58,3176.83,3176.85,382.4794
2026-01-20 00:27:00+00:00,3176.85,3179.0,3176.85,3178.99,203.1045
2026-01-20 00:28:00+00:00,3178.99,3182.68,3178.99,3180.51,199.2288
2026-01-20 00:29:00+00:00,3180.51,3182.29,3180.5,3182.29,48.6449
