open_time,open,high,low,close,volume
2026-01-21 12:00:00+00:00,88789.99,88832.0,88699.99,88774.56,129.93428
2026-01-21 12:01:00+00:00,88774.56,88848.0,88774.56,88825.74,27.88658
2026-01-21 12:02:00+00:00,88825.73,88835.4,88750.0,88835.4,18.97909
2026-01-21 12:03:00+00:00,88835.4,88835.4,88790.0,88800.0,18.62719
2026-01-21 12:04:00+00:00,88799.99,88799.99,88742.48,88757.22,17.17979
2026-01-21 12:05:00+00:00,88757.22,88815.08,88730.27,88730.28,9.57554
2026-01-21 12:06:00+00:00,88730.28,88751.81,88588.0,88594.46,41.13649
2026-01-21 12:07:00+00:00,88594.46,88808.88,88594.46,88808.88,19.79296
2026-01-21 12:08:00+00:00,88808.87,88849.39,88717.35,88732.18,21.46124
2026-01-21 12:09:00+00:00,88732.18,88732.18,88597.65,88597.66,23.30275
2026-01-21 12:10:00+00:00,88597.66,88599.49,88504.74,88513.27,149.11232
2026-01-21 12:11:00+00:00,88513.28,88545.53,88444.0,88459.74,36.20743
2026-01-21 12:12:00+00:00,88459.74,88508.0,88391.19,88400.0,31.13393
2026-01-21 12:13:00+00:00,88400.0,88435.4,88212.11,88337.63,110.46787
2026-01-21 12:14:00+00:00,88337.63,88384.04,88196.72,88384.03,115.16947
2026-01-21 12:15:00+00:00,88384.03,88417.7,88281.87,88371.67,20.02609
2026-01-21 12:16:00+00:00,88371.68,88444.0,88311.53,88393.35,22.16497
2026-01-21 12:17:00+00:00,88393.35,88403.03,88285.13,88295.51,17.11105
2026-01-21 12:18:00+00:00,88295.51,88438.95,88269.66,88421.18,15.61234
2026-01-21 12:19:00+00:00,88421.18,88421.18,88330.0,88352.37,12.88403
2026-01-21 12:20:00+00:00,88352.36,88444.16,88352.36,88388.49,11.75995
2026-01-21 12:21:00+00:00,88388.49,88411.99,88278.76,88302.01,23.1297
2026-01-21 12:22:00+00:00,88302.01,88324.46,88210.64,88212.33,23.55299
2026-01-21 12:23:00+00:00,88212.34,88432.06,88212.34,88432.06,14.46772
2026-01-21 12:24:00+00:00,88432.06,88479.88,88432.06,88438.96,10.75809
2026-01-21 12:25:00+00:00,88438.96,88438.97,88321.45,88321.45,7.30259
2026-01-21 12:26:00+00:00,88321.44,88347.99,88253.72,88290.77,11.54326
2026-01-21 12:27:00+00:00,88290.77,88393.83,88290.76,88393.83,10.2376
2026-01-21 12:28:00+00:00,88393.83,88393.83,88341.97,88341.98,3.92845
2026-01-21 12:29:00+00:00,88341.98,88380.0,88324.33,88356.73,8.18113
2026-01-21 12:30:00+00:00,88356.74,88356.74,88300.0,88300.01,50.66065
2026-01-21 12:31:00+00:00,88300.01,88330.0,88300.0,88306.51,5.91906
2026-01-21 12:32:00+00:00,88306.5,88434.26,88292.22,88434.2,12.90746
2026-01-21 12:33:00+00:00,88434.21,88444.16,88403.49,88438.63,9.56414
2026-01-21 12:34:00+00:00,88438.64,88500.0,88438.62,88499.99,19.02599
2026-01-21 12:35:00+00:00,88500.0,88615.86,88476.13,88615.86,15.15464
2026-01-21 12:36:00+00:00,88615.85,88615.86,88578.12,88578.14,11.39091
2026-01-21 12:37:00+00:00,88578.13,88634.14,88578.13,88620.8,12.05664
2026-01-21 12:38:00+00:00,88620.79,88671.9,88620.79,88649.04,9.3955
2026-01-21 12:39:00+00:00,88649.04,88658.76,88649.04,88654.73,2.17141
2026-01-21 12:40:00+00:00,88654.74,88667.56,88600.0,88631.89,8.30832
2026-01-21 12:41:00+00:00,88631.89,88631.89,88606.4,88628.11,4.34464
2026-01-21 12:42:00+00:00,88628.11,88628.12,88615.26,88625.65,8.81639
2026-01-21 12:43:00+00:00,88625.65,88640.0,88605.22,88607.43,4.98525
2026-01-21 12:44:00+00:00,88607.42,88626.84,88605.22,88626.57,6.83233
2026-01-21 12:45:00+00:00,88626.58,88681.15,88612.54,88624.96,7.62606
2026-01-21 12:46:00+00:00,88624.97,88624.97,88528.95,88552.09,10.0881
2026-01-21 12:47:00+00:00,88552.09,88580.0,88551.8,88573.84,7.37697
2026-01-21 12:48:00+00:00,88573.85,88593.71,88562.95,88578.02,3.54339
2026-01-21 12:49:00+00:00,88578.03,88637.69,88578.03,88637.69,3.65044
2026-01-21 12:50:00+00:00,88637.68,88727.27,88637.68,88698.27,18.1667
2026-01-21 12:51:00+00:00,88698.27,88706.29,88661.0,88698.6,8.44678
2026-01-21 12:52:00+00:00,88698.6,88722.83,88668.63,88676.96,11.51454
2026-01-21 12:53:00+00:00,88676.95,88676.96,88658.31,88658.31,4.09156
2026-01-21 12:54:00+00:00,88658.32,88719.99,88658.31,88719.99,7.93905
2026-01-21 12:55:00+00:00,88719.98,88732.0,88710.61,88711.92,8.08526
2026-01-21 12:56:00+00:00,88711.93,88763.77,88711.92,88755.43,4.77703
2026-01-21 12:57:00+00:00,88755.43,88755.43,88736.3,88747.76,6.24352
2026-01-21 12:58:00+00:00,88747.77,88747.77,88736.3,88736.31,2.40375
2026-01-21 12:59:00+00:00,88736.3,88751.7,88736.3,88736.31,3.23759
2026-01-21 13:00:00+00:00,88736.31,88736.31,88675.25,88684.0,14.88029
2026-01-21 13:01:00+00:00,88684.01,88773.17,88684.0,88773.17,5.88927
2026-01-21 13:02:00+00:00,88773.17,88773.17,88729.99,88764.4,7.68239
2026-01-21 13:03:00+00:00,88764.4,88772.67,88754.22,88754.99,4.51706
2026-01-21 13:04:00+00:00,88754.99,88920.48,88754.99,88920.47,27.46696
2026-01-21 13:05:00+00:00,88920.48,88972.1,88882.13,88896.8,13.91809
2026-01-21 13:06:00+00:00,88896.8,88956.0,88896.8,88917.41,6.51344
2026-01-21 13:07:00+00:00,88917.4,88959.99,88906.0,88959.98,6.95949
2026-01-21 13:08:00+00:00,88959.98,88990.0,88920.65,88920.66,5.02868
2026-01-21 13:09:00+00:00,88920.66,88938.12,88900.0,88907.18,7.58218
2026-01-21 13:10:00+00:00,88907.17,88930.0,88900.5,88919.57,12.05721
2026-01-21 13:11:00+00:00,88919.56,88949.92,88907.31,88949.92,8.67253
