timestamp,instrument,side,qty,price,fees,strategy_id,order_id
2026-01-22T08:48:10.020083353+00:00,BANKNIFTY26JAN58900CE,SELL,30,486.6000,225.4296,HYDRA_BANKNIFTY26JAN58900CE,SIM-13
2026-01-22T08:48:10.020088232+00:00,BANKNIFTY26JAN58900PE,BUY,15,255.1000,24.9392,HYDRA_BANKNIFTY26JAN58900PE,SIM-14
2026-01-22T08:48:10.020094670+00:00,BANKNIFTY26JAN59000CE,SELL,15,428.8000,99.3262,HYDRA_BANKNIFTY26JAN59000CE,SIM-15
2026-01-22T08:48:10.020099028+00:00,BANKNIFTY26JAN58900PE,BUY,30,251.6500,49.2039,HYDRA_BANKNIFTY26JAN58900PE,SIM-16
2026-01-22T08:48:10.020104190+00:00,BANKNIFTY26JAN58900PE,SELL,15,246.8500,57.1797,HYDRA_BANKNIFTY26JAN58900PE,SIM-17
2026-01-22T08:48:10.020114743+00:00,BANKNIFTY26JAN58900CE,SELL,15,499.2500,115.6450,HYDRA_BANKNIFTY26JAN58900CE,SIM-18
2026-01-22T08:48:10.020120100+00:00,BANKNIFTY26JAN58900PE,BUY,15,248.0500,24.2500,HYDRA_BANKNIFTY26JAN58900PE,SIM-19
2026-01-22T08:48:10.020125655+00:00,BANKNIFTY26JAN59000PE,BUY,15,285.7000,27.9307,HYDRA_BANKNIFTY26JAN59000PE,SIM-20
2026-01-22T08:48:10.020130648+00:00,BANKNIFTY26JAN58900CE,SELL,30,509.2500,235.9228,HYDRA_BANKNIFTY26JAN58900CE,SIM-21
2026-01-22T08:48:10.020134696+00:00,BANKNIFTY26JAN58900PE,BUY,30,235.7000,46.0852,HYDRA_BANKNIFTY26JAN58900PE,SIM-22
2026-01-22T08:48:10.020138654+00:00,BANKNIFTY26JAN58900CE,SELL,30,516.9000,239.4668,HYDRA_BANKNIFTY26JAN58900CE,SIM-23
2026-01-22T08:48:10.020143319+00:00,BANKNIFTY26JAN58900PE,BUY,15,242.6500,23.7221,HYDRA_BANKNIFTY26JAN58900PE,SIM-24
2026-01-22T08:48:10.020146895+00:00,BANKNIFTY26JAN58900CE,SELL,15,515.0500,119.3049,HYDRA_BANKNIFTY26JAN58900CE,SIM-25
2026-01-22T08:48:10.020151470+00:00,BANKNIFTY26JAN58900PE,BUY,30,246.2000,48.1383,HYDRA_BANKNIFTY26JAN58900PE,SIM-26
2026-01-22T08:48:10.020154734+00:00,BANKNIFTY26JAN58900PE,BUY,15,247.1000,24.1571,HYDRA_BANKNIFTY26JAN58900PE,SIM-27
2026-01-22T08:48:10.020160671+00:00,BANKNIFTY26JAN58900PE,SELL,15,245.5000,56.8670,HYDRA_BANKNIFTY26JAN58900PE,SIM-28
2026-01-22T08:48:10.020164647+00:00,BANKNIFTY26JAN58900CE,SELL,15,500.0000,115.8187,HYDRA_BANKNIFTY26JAN58900CE,SIM-29
2026-01-22T08:48:10.020168861+00:00,BANKNIFTY26JAN59000PE,BUY,30,284.9500,55.7148,HYDRA_BANKNIFTY26JAN59000PE,SIM-30
2026-01-22T08:48:10.020174748+00:00,BANKNIFTY26JAN58900CE,SELL,30,500.9500,232.0776,HYDRA_BANKNIFTY26JAN58900CE,SIM-31
2026-01-22T08:48:10.020179939+00:00,BANKNIFTY26JAN58900PE,BUY,15,250.1000,24.4504,HYDRA_BANKNIFTY26JAN58900PE,SIM-32
2026-01-22T08:48:10.020182688+00:00,BANKNIFTY26JAN59000CE,SELL,15,437.1500,101.2603,HYDRA_BANKNIFTY26JAN59000CE,SIM-33
2026-01-22T08:48:10.020196853+00:00,BANKNIFTY26JAN58900PE,BUY,30,246.2000,48.1383,HYDRA_BANKNIFTY26JAN58900PE,SIM-34
2026-01-22T08:48:10.020199954+00:00,BANKNIFTY26JAN59000CE,SELL,15,439.8000,101.8742,HYDRA_BANKNIFTY26JAN59000CE,SIM-35
2026-01-22T08:48:10.020204725+00:00,BANKNIFTY26JAN58900PE,BUY,30,240.6000,47.0433,HYDRA_BANKNIFTY26JAN58900PE,SIM-36
2026-01-22T08:48:10.020208238+00:00,BANKNIFTY26JAN58900CE,SELL,30,508.6500,235.6448,HYDRA_BANKNIFTY26JAN58900CE,SIM-37
2026-01-22T08:48:10.020212540+00:00,BANKNIFTY26JAN58900PE,BUY,15,240.2000,23.4826,HYDRA_BANKNIFTY26JAN58900PE,SIM-38
2026-01-22T08:48:10.020217445+00:00,BANKNIFTY26JAN58900CE,SELL,15,513.6500,118.9806,HYDRA_BANKNIFTY26JAN58900CE,SIM-39
2026-01-22T08:48:10.020222086+00:00,BANKNIFTY26JAN58900PE,BUY,15,237.6500,23.2333,HYDRA_BANKNIFTY26JAN58900PE,SIM-40
2026-01-22T08:48:10.020226846+00:00,BANKNIFTY26JAN58900CE,SELL,15,513.5000,118.9459,HYDRA_BANKNIFTY26JAN58900CE,SIM-41
2026-01-22T08:48:10.020229742+00:00,BANKNIFTY26JAN59000PE,BUY,15,274.1500,26.8016,HYDRA_BANKNIFTY26JAN59000PE,SIM-42
2026-01-22T08:48:10.020232374+00:00,BANKNIFTY26JAN58900CE,SELL,15,511.8000,118.5521,HYDRA_BANKNIFTY26JAN58900CE,SIM-43
2026-01-22T08:48:10.020235219+00:00,BANKNIFTY26JAN58900PE,BUY,15,239.2000,23.3848,HYDRA_BANKNIFTY26JAN58900PE,SIM-44
2026-01-22T08:48:10.020239002+00:00,BANKNIFTY26JAN59000PE,BUY,15,274.5000,26.8358,HYDRA_BANKNIFTY26JAN59000PE,SIM-45
2026-01-22T08:48:10.020242402+00:00,BANKNIFTY26JAN58900CE,SELL,30,517.1000,239.5595,HYDRA_BANKNIFTY26JAN58900CE,SIM-46
2026-01-22T08:48:10.020247833+00:00,BANKNIFTY26JAN58900PE,BUY,15,236.7000,23.1404,HYDRA_BANKNIFTY26JAN58900PE,SIM-47
2026-01-22T08:48:10.020254839+00:00,BANKNIFTY26JAN58900CE,SELL,15,523.0000,121.1464,HYDRA_BANKNIFTY26JAN58900CE,SIM-48
2026-01-22T08:48:10.020260203+00:00,BANKNIFTY26JAN59000PE,BUY,30,266.4500,52.0976,HYDRA_BANKNIFTY26JAN59000PE,SIM-49
2026-01-22T08:48:10.020266047+00:00,BANKNIFTY26JAN58900CE,SELL,30,520.9000,241.3199,HYDRA_BANKNIFTY26JAN58900CE,SIM-50
2026-01-22T08:48:10.020271673+00:00,BANKNIFTY26JAN58900PE,BUY,15,230.6500,22.5489,HYDRA_BANKNIFTY26JAN58900PE,SIM-51
2026-01-22T08:48:10.020277673+00:00,BANKNIFTY26JAN58900CE,SELL,15,524.2000,121.4244,HYDRA_BANKNIFTY26JAN58900CE,SIM-52
2026-01-22T08:48:10.020283844+00:00,BANKNIFTY26JAN59000PE,BUY,30,264.7000,51.7555,HYDRA_BANKNIFTY26JAN59000PE,SIM-53
2026-01-22T08:48:10.020286170+00:00,BANKNIFTY26JAN58900CE,SELL,30,524.7000,243.0804,HYDRA_BANKNIFTY26JAN58900CE,SIM-54
2026-01-22T08:48:10.020293265+00:00,BANKNIFTY26JAN59000PE,BUY,15,263.9500,25.8044,HYDRA_BANKNIFTY26JAN59000PE,SIM-55
2026-01-22T08:48:10.020298340+00:00,BANKNIFTY26JAN58900CE,SELL,15,526.6000,121.9803,HYDRA_BANKNIFTY26JAN58900CE,SIM-56
2026-01-22T08:48:10.020303228+00:00,BANKNIFTY26JAN58900PE,BUY,30,227.3500,44.4526,HYDRA_BANKNIFTY26JAN58900PE,SIM-57
2026-01-22T08:48:10.020310515+00:00,BANKNIFTY26JAN58900CE,SELL,30,534.2000,247.4815,HYDRA_BANKNIFTY26JAN58900CE,SIM-58
2026-01-22T08:48:10.020315101+00:00,BANKNIFTY26JAN58900PE,BUY,15,225.9000,22.0845,HYDRA_BANKNIFTY26JAN58900PE,SIM-59
2026-01-22T08:48:10.020317432+00:00,BANKNIFTY26JAN58900PE,BUY,15,225.4500,22.0406,HYDRA_BANKNIFTY26JAN58900PE,SIM-60
2026-01-22T08:48:10.020320864+00:00,BANKNIFTY26JAN58900PE,SELL,15,221.0000,51.1919,HYDRA_BANKNIFTY26JAN58900PE,SIM-61
2026-01-22T08:48:10.020323429+00:00,BANKNIFTY26JAN58900CE,SELL,15,535.8000,124.1114,HYDRA_BANKNIFTY26JAN58900CE,SIM-62
2026-01-22T08:48:10.020326496+00:00,BANKNIFTY26JAN59000PE,BUY,30,260.6500,50.9636,HYDRA_BANKNIFTY26JAN59000PE,SIM-63
2026-01-22T08:48:10.020334452+00:00,BANKNIFTY26JAN59000PE,SELL,15,261.7000,60.6195,HYDRA_BANKNIFTY26JAN59000PE,SIM-64
2026-01-22T08:48:10.020339334+00:00,BANKNIFTY26JAN58900CE,SELL,15,527.2500,122.1309,HYDRA_BANKNIFTY26JAN58900CE,SIM-65
2026-01-22T08:48:10.020378211+00:00,BANKNIFTY26JAN59000PE,BUY,15,263.2500,25.7360,HYDRA_BANKNIFTY26JAN59000PE,SIM-66
2026-01-22T08:48:10.020383992+00:00,BANKNIFTY26JAN58900CE,SELL,15,545.5500,126.3698,HYDRA_BANKNIFTY26JAN58900CE,SIM-67
