date,daily_pnl,n_trades,n_roundtrips,skipped,skip_reason,fut_open,fut_close,intraday_range_pct,n_signals
2025-01-15,-5.800006866455078,1,1,False,,23294.599609375,23275.5,0.005832231706349013,1
2025-01-16,-25.150001287460327,1,1,False,,23387.94921875,23406.650390625,0.0027728409569061363,1
2025-01-17,0.0,0,0,False,,23287.94921875,23259.900390625,0.007462837705255138,0
2025-01-20,6.150001525878906,1,1,False,,23305.0,23387.400390625,0.009283030757858931,1
2025-01-21,0.0,0,0,False,,23423.75,23109.0,0.016341977379262893,0
2025-01-22,-22.44999885559082,1,1,False,,23125.0,23198.0,0.008392092399532812,1
2025-01-23,0.0,0,0,False,,23141.19921875,23267.0,0.00784526512607837,0
2025-01-24,0.0,0,0,False,,23281.900390625,23114.0,0.012692335834873142,0
2025-01-27,0.0,0,0,False,,22975.19921875,22831.650390625,0.008908357778227871,0
2025-01-28,-16.400009155273438,1,1,False,,22944.94921875,22990.0,0.011861056198813894,1
2025-01-29,7.749992370605469,1,1,False,,23026.5,23176.900390625,0.008374670062792678,1
2025-01-30,-62.699995040893555,1,1,False,,23135.150390625,23249.0,0.0075266096338449774,1
2025-01-31,0.0,0,0,False,,23425.0,23639.0,0.00953070080816219,0
2025-02-01,23.300018310546875,1,1,False,,23615.0,23560.400390625,0.011634327138470959,1
2025-02-03,0.0,0,0,False,,23372.30078125,23440.0,0.00608779034025606,0
2025-02-04,-68.30000305175781,1,1,False,,23550.0,23792.0,0.012328888296426536,1
2025-02-05,0.0,0,0,False,,23830.849609375,23757.0,0.003978231722521168,0
2025-02-06,1.1999939680099487,1,1,False,,23796.19921875,23702.5,0.006188975901076446,1
2025-02-07,-24.04998016357422,1,1,False,,23696.849609375,23614.0,0.010812794927384184,1
2025-02-10,-2.0999984741210938,1,1,False,,23565.0,23457.75,0.007332124109475008,1
2025-02-11,-27.449989318847656,1,1,False,,23420.099609375,23140.05078125,0.015347347714780513,1
2025-02-12,-27.0,1,1,False,,23140.19921875,23131.0,0.013944795080857058,1
2025-02-13,-24.800004482269287,1,1,False,,23173.0,23091.19921875,0.00941982906351379,1
2025-02-14,19.800018310546875,1,1,False,,23195.0,22976.900390625,0.015571748005012397,1
2025-02-17,1.9499969482421875,1,1,False,,22852.099609375,23044.599609375,0.009084427296294164,1
2025-02-18,0.0,0,0,False,,23003.44921875,22948.099609375,0.0071500254992895515,0
2025-02-19,7.79998779296875,1,1,False,,22894.0,22950.05078125,0.009302807588978267,1
2025-02-20,0.0,0,0,False,,22909.55078125,22934.900390625,0.004052802632927839,0
2025-02-21,-22.75,1,1,False,,22914.80078125,22799.599609375,0.0075767417309827645,1
2025-02-24,-23.400001525878906,1,1,False,,22720.150390625,22604.0,0.006338237566712843,1
2025-02-25,0.0,0,0,False,,22592.80078125,22565.75,0.0036875015472600955,0
2025-02-27,0.0,0,0,False,,22583.94921875,22543.900390625,0.003212463527677857,0
2025-02-28,-26.10000228881836,1,1,False,,22513.30078125,22272.05078125,0.012258622527176282,1
2025-03-03,-26.599998474121094,1,1,False,,22348.900390625,22267.0,0.010108952038638661,1
2025-03-04,-0.7000007629394531,1,1,False,,22118.0,22184.80078125,0.0057171400556596565,1
2025-03-05,0.0,0,0,False,,22223.0,22447.0,0.012521339718268765,0
2025-03-06,0.0,0,0,False,,22536.55078125,22620.19921875,0.011801352378979979,0
2025-03-07,-3.899993896484375,1,1,False,,22585.0,22642.0,0.006525437495633308,1
2025-03-10,-18.199996948242188,1,1,False,,22622.0,22498.55078125,0.009860635487939057,1
2025-03-11,0.0,0,0,False,,22403.5,22580.44921875,0.009830658679158727,0
2025-03-12,-22.84999656677246,1,1,False,,22603.0,22527.0,0.01015602985625544,1
2025-03-13,-6.400006294250488,1,1,False,,22544.30078125,22440.0,0.007757634586668709,1
2025-03-17,-4.3000030517578125,1,1,False,,22567.0,22589.5,0.006866627619933272,1
2025-03-18,-4.200004577636719,1,1,False,,22680.05078125,22903.05078125,0.010085476529940776,1
2025-03-19,-4.699993133544922,1,1,False,,22910.94921875,22969.0,0.0047920184860912535,1
2025-03-20,-34.349998474121094,1,1,False,,23036.0,23191.0,0.00912412704590171,1
2025-03-21,-8.949996948242188,1,1,False,,23193.849609375,23382.099609375,0.010533881123757013,1
2025-03-24,-4.850006103515625,1,1,False,,23485.69921875,23722.599609375,0.011785154097248717,1
2025-03-25,0.0,0,0,False,,23771.55078125,23665.0,0.00920737972178888,0
2025-03-26,-13.849998474121094,1,1,False,,23692.849609375,23512.55078125,0.0101221393012715,1
2025-03-27,0.0,0,0,False,,23460.400390625,23595.0,0.007431786813886824,0
2025-03-28,7.1500091552734375,1,1,False,,23765.05078125,23643.0,0.00972059466905354,1
2025-04-01,0.0,0,0,False,,23541.94921875,23309.44921875,0.01590548313510194,0
2025-04-02,0.0,0,0,False,,23335.150390625,23435.0,0.0059858584574288875,0
2025-04-03,0.0,0,0,False,,23285.0,23325.900390625,0.005091134622907278,0
2025-04-04,-20.300006866455078,1,1,False,,23186.650390625,22967.5,0.012003629364623654,1
2025-04-07,0.0,0,0,True,trending_day_0.021,22152.94921875,22320.0,0.02069892266455153,0
2025-04-08,-39.44999694824219,1,1,False,,22612.75,22650.0,0.01687030465999501,1
2025-04-09,0.0,0,0,False,,22479.94921875,22504.5,0.005282681801998265,0
2025-04-11,-34.0,1,1,False,,22816.599609375,22948.0,0.008540513527792766,1
2025-04-15,-28.099998474121094,1,1,False,,23339.900390625,23364.400390625,0.0032405005465141502,1
2025-04-16,-2.4499969482421875,1,1,False,,23299.69921875,23440.599609375,0.0071040356057688195,1
2025-04-17,0.0,0,0,True,trending_day_0.022,23404.0,23848.900390625,0.022389088293526864,0
2025-04-21,1.6500015258789062,1,1,False,,23959.0,24133.400390625,0.012979449205424744,1
2025-04-22,-14.75,1,1,False,,24135.0,24161.099609375,0.006075336205865971,1
2025-04-23,0.0,0,0,False,,24284.400390625,24306.900390625,0.009114763243297434,0
2025-04-24,0.0,0,0,False,,24262.30078125,24248.0,0.0050219194434725336,0
2025-04-25,0.0,0,0,True,trending_day_0.021,24479.69921875,24111.0,0.02079406925729559,0
2025-04-28,0.0,0,0,False,,24227.5,24453.099609375,0.010867093818253981,0
2025-04-29,14.499988555908203,1,1,False,,24537.400390625,24430.0,0.006816810182273669,1
2025-04-30,0.0,0,0,False,,24364.0,24380.5,0.004835579926317524,0
2025-05-02,-83.25000762939453,1,1,False,,24516.900390625,24395.099609375,0.016327698281936226,1
2025-05-05,0.0,0,0,False,,24524.0,24567.0,0.005938230470957757,0
2025-05-06,-2.000001907348633,1,1,False,,24554.19921875,24410.0,0.00637046716759229,1
2025-05-07,0.0,0,0,False,,24423.0,24472.0,0.006304112461214138,0
2025-05-08,-16.799993991851807,1,1,False,,24509.5,24204.30078125,0.012712109239373352,1
2025-05-09,-1.9499969482421875,1,1,False,,24152.80078125,24092.0,0.007557239084871722,1
2025-05-12,-5.54998779296875,1,1,False,,24580.900390625,25051.0,0.019661655130617905,1
2025-05-13,24.75000762939453,1,1,False,,25032.0,24649.0,0.01685953409674593,1
2025-05-14,19.14999771118164,1,1,False,,24671.0,24728.0,0.008982035928143712,1
2025-05-15,0.0,0,0,True,trending_day_0.021,24715.0,25075.0,0.02110241383067164,0
2025-05-16,-22.300003051757812,1,1,False,,25080.30078125,25081.900390625,0.004841742131370609,1
2025-05-19,-5.1999969482421875,1,1,False,,25028.0,24964.5,0.006255801737453959,1
2025-05-20,8.750007629394531,1,1,False,,25040.0,24782.0,0.011766115838161673,1
2025-05-21,0.0,0,0,False,,24788.69921875,24817.30078125,0.011135902229190536,0
2025-05-22,23.149993419647217,1,1,False,,24743.0,24665.099609375,0.009053447820879768,1
2025-05-23,0.0,0,0,False,,24680.0,24885.19921875,0.012799331730735719,0
2025-05-26,0.0,0,0,False,,25021.5,25035.0,0.006990939633002197,0
2025-05-27,-18.849990844726562,1,1,False,,24950.0,24860.0,0.013194781997593164,1
2025-05-28,-33.50000762939453,1,1,False,,24821.19921875,24746.69921875,0.00553690022604018,1
2025-05-29,-28.899999618530273,1,1,False,,24897.80078125,24831.80078125,0.009248247605987187,1
2025-05-30,0.0,0,0,False,,24931.69921875,24852.0,0.005812397801076255,0
2025-06-02,-1.0500030517578125,1,1,False,,24692.099609375,24800.0,0.010165415357254732,1
2025-06-03,8.500015258789062,1,1,False,,24908.80078125,24647.0,0.01064704531604026,1
2025-06-04,0.0,0,0,False,,24698.0,24721.0,0.004599584184557179,0
2025-06-05,26.350006580352783,1,1,False,,24755.099609375,24873.5,0.010904811498733777,1
2025-06-06,0.0,0,0,False,,24827.400390625,25090.599609375,0.014894786910696844,0
2025-06-09,-4.4000091552734375,1,1,False,,25187.599609375,25180.0,0.0025017274219992086,1
2025-06-10,-3.549999237060547,1,1,False,,25218.099609375,25155.80078125,0.0036632261342739777,1
2025-06-11,-0.850006103515625,1,1,False,,25163.30078125,25204.0,0.005615375059452928,1
2025-06-12,-15.950000286102295,1,1,False,,25196.099609375,24911.0,0.01414138724138605,1
2025-06-13,-1.399993896484375,1,1,False,,24610.0,24736.19921875,0.006964690638160026,1
2025-06-16,8.699989318847656,1,1,False,,24803.400390625,24998.0,0.009814094612855928,1
2025-06-17,-3.850006103515625,1,1,False,,24962.5,24865.0,0.0053382568383872845,1
2025-06-18,-37.29999923706055,1,1,False,,24838.099609375,24813.0,0.007355453284832895,1
2025-06-19,-18.950000286102295,1,1,False,,24798.599609375,24775.0,0.004636897106890467,1
2025-06-20,5.650001525878906,1,1,False,,24887.0,25099.900390625,0.01189185669122446,1
2025-06-23,-0.3499908447265625,1,1,False,,24992.400390625,24993.0,0.009900199825715918,1
2025-06-24,9.049995422363281,1,1,False,,25243.900390625,25090.0,0.01195491190254608,1
2025-06-25,-20.54999542236328,1,1,False,,25146.5,25255.0,0.00573518933929511,1
2025-06-26,14.749998092651367,1,1,False,,25290.0,25554.69921875,0.010502259917258134,1
2025-06-27,-16.849990844726562,1,1,False,,25722.80078125,25757.0,0.0049481536433389145,1
2025-06-30,-40.54999542236328,1,1,False,,25753.5,25615.0,0.00767259419397977,1
2025-07-01,-15.10000228881836,1,1,False,,25606.30078125,25638.0,0.003232670928379755,1
2025-07-02,-27.75,1,1,False,,25671.099609375,25539.900390625,0.007967817332773224,1
2025-07-03,14.99999713897705,1,1,False,,25564.5,25501.0,0.006646076859924157,1
2025-07-04,4.150001525878906,1,1,False,,25512.900390625,25552.0,0.0053753948168638295,1
2025-07-07,-0.9000091552734375,1,1,False,,25489.900390625,25541.099609375,0.0030201445361989474,1
2025-07-08,-21.900001525878906,1,1,False,,25526.099609375,25625.0,0.004516261473943518,1
2025-07-09,-1.5499992370605469,1,1,False,,25592.0,25550.0,0.0043466313072962216,1
2025-07-10,1.549997329711914,1,1,False,,25550.900390625,25414.0,0.005630597490754638,1
2025-07-11,0.0,0,0,False,,25331.30078125,25208.0,0.006851552803712085,0
2025-07-14,-4.1999969482421875,1,1,False,,25170.19921875,25173.0,0.004511305770493108,1
2025-07-15,0.0,0,0,False,,25206.5,25283.0,0.005826258680962097,0
2025-07-16,-5.900001525878906,1,1,False,,25222.0,25236.69921875,0.0049552049472766195,1
2025-07-17,-11.549995422363281,1,1,False,,25256.099609375,25170.5,0.003890626056009229,1
2025-07-18,-16.0,1,1,False,,25161.0,25026.099609375,0.007179609907861673,1
2025-07-21,-2.0999984741210938,1,1,False,,24999.400390625,25139.69921875,0.008576870413698274,1
2025-07-22,0.0,0,0,False,,25184.0,25095.0,0.00462353804720137,0
2025-07-23,-1.4999961853027344,1,1,False,,25155.0,25254.0,0.005637381396641391,1
2025-07-24,-20.69999885559082,1,1,False,,25253.0,25082.0,0.007951337812586967,1
2025-07-25,1.0500030517578125,1,1,False,,24974.80078125,24846.80078125,0.0074215224150035106,1
2025-07-28,-18.899993896484375,1,1,False,,24771.400390625,24706.19921875,0.010060382455822019,1
2025-07-29,-2.350006103515625,1,1,False,,24665.0,24843.30078125,0.008930194969188806,1
2025-07-30,-16.999996185302734,1,1,False,,24820.0,24860.0,0.004792827649237075,1
2025-07-31,14.149996757507324,1,1,False,,24690.099609375,24766.80078125,0.012657207352466946,1
2025-08-01,1.300018310546875,1,1,False,,24788.30078125,24618.0,0.00986735684244581,1
2025-08-04,-15.999992370605469,1,1,False,,24686.19921875,24800.0,0.006487534355789813,1
2025-08-05,0.0,0,0,False,,24771.0,24713.900390625,0.004807490535939639,0
2025-08-06,-11.75,1,1,False,,24705.0,24630.0,0.004627740721466916,1
2025-08-07,-46.55000305175781,1,1,False,,24565.0,24710.0,0.012327286257655654,1
2025-08-08,-3.149993896484375,1,1,False,,24643.0,24430.0,0.009577177789098319,1
2025-08-11,0.0,0,0,False,,24424.900390625,24614.0,0.008930284054902551,0
2025-08-12,7.999998092651367,1,1,False,,24610.0,24550.0,0.008709677649383775,1
2025-08-13,6.20001220703125,1,1,False,,24647.900390625,24715.0,0.004862236628849271,1
2025-08-14,8.300001382827759,1,1,False,,24712.900390625,24671.0,0.003197539109141319,1
2025-08-18,7.8000030517578125,1,1,False,,24975.0,24973.099609375,0.005846916305065088,1
2025-08-19,-18.500003814697266,1,1,False,,24946.099609375,25036.0,0.005273317857161556,1
2025-08-20,-5.999996185302734,1,1,False,,24988.0,25075.19921875,0.005600150851908379,1
2025-08-21,-7.950000286102295,1,1,False,,25122.0,25110.400390625,0.0034141546827350325,1
2025-08-22,-17.0,1,1,False,,25060.099609375,24890.0,0.006810781588234289,1
2025-08-25,-17.150001525878906,1,1,False,,24940.19921875,24992.19921875,0.0045327915694049785,1
2025-08-26,-5.950004577636719,1,1,False,,24917.5,24724.099609375,0.008030541903788218,1
2025-08-28,-1.0000050067901611,1,1,False,,24606.5,24500.0,0.008558149437722233,1
2025-08-29,-3.3500022888183594,1,1,False,,24691.0,24574.599609375,0.006578145937385796,1
2025-09-01,-27.649999618530273,1,1,False,,24642.19921875,24759.69921875,0.005045049775728775,1
2025-09-02,9.69999384880066,1,1,False,,24785.0,24682.19921875,0.008401632194100122,1
2025-09-03,-14.250007629394531,1,1,False,,24686.0,24820.0,0.0076115415317712185,1
2025-09-04,5.400001525878906,1,1,False,,24964.30078125,24835.0,0.008908149753220176,1
2025-09-05,15.000015258789062,1,1,False,,24892.900390625,24849.599609375,0.00801227777695385,1
2025-09-08,0.0,0,0,False,,24895.69921875,24900.0,0.004377563542910393,0
2025-09-09,3.999998688697815,1,1,False,,24951.400390625,24961.0,0.0020928996542870573,1
2025-09-10,-10.750007629394531,1,1,False,,25027.30078125,25079.0,0.0036373621451509562,1
2025-09-11,0.0,0,0,False,,25061.0,25110.0,0.0024716951044490513,0
2025-09-12,-14.050003051757812,1,1,False,,25152.80078125,25210.099609375,0.0034791517733031496,1
2025-09-15,-17.799999237060547,1,1,False,,25188.0,25169.0,0.001886811189783414,1
2025-09-16,-40.14999932050705,1,1,False,,25159.80078125,25351.099609375,0.007765383226646936,1
2025-09-17,-10.400009155273438,1,1,False,,25395.099609375,25424.30078125,0.002944054885583671,1
2025-09-18,-17.249996185302734,1,1,False,,25487.69921875,25510.0,0.0034889510354539346,1
2025-09-19,-20.60000228881836,1,1,False,,25453.19921875,25426.69921875,0.0039838134799657175,1
2025-09-22,0.0,0,0,True,vix_event_0.059,25324.0,25276.0,0.005619461610565248,0
2025-09-23,-31.950000762939453,1,1,False,,25290.0,25252.0,0.006717827160639002,1
2025-09-24,-7.5,1,1,False,,25156.599609375,25113.0,0.004423093342154556,1
2025-09-25,-21.699996948242188,1,1,False,,25054.900390625,24962.0,0.006812729798597169,1
2025-09-26,0.0,0,0,True,vix_event_0.060,24878.5,24700.0,0.009149269299956748,0
2025-09-29,-18.39999771118164,1,1,False,,24763.30078125,24695.0,0.007580517097952559,1
2025-09-30,-12.60000228881836,1,1,False,,24726.80078125,24609.69921875,0.006202996087652794,1
2025-10-01,0.0,0,0,True,vix_event_0.070,24758.0,24986.5,0.009590927826760097,0
2025-10-03,-0.7500038146972656,1,1,False,,24932.5,25007.099609375,0.005186242855393313,1
2025-10-06,-5.450000762939453,1,1,False,,25009.0,25181.099609375,0.008753076608804831,1
2025-10-07,51.299999952316284,1,1,False,,25211.0,25229.0,0.00524820026340024,1
2025-10-08,-9.149993896484375,1,1,False,,25199.19921875,25112.5,0.007669861757483714,1
2025-10-09,-17.70000457763672,1,1,False,,25155.0,25280.0,0.006335724268684734,1
2025-10-10,-17.300003051757812,1,1,False,,25284.69921875,25415.0,0.007015137937335766,1
2025-10-13,0.0,0,0,True,vix_event_0.090,25316.599609375,25321.900390625,0.003978675190843277,0
2025-10-14,-23.89998745918274,1,1,False,,25354.19921875,25185.5,0.009429743299455631,1
2025-10-15,0.0,0,0,True,vix_event_0.056,25320.400390625,25433.599609375,0.005948746232789017,0
2025-10-16,-8.550003051757812,1,1,False,,25499.0,25648.400390625,0.00804052426058734,1
2025-10-17,0.0,0,0,True,vix_event_0.070,25599.0,25751.19921875,0.009590850855245579,0
2025-10-20,0.0,0,0,False,,25966.0,25930.19921875,0.00469402314817869,0
2025-10-21,0.0,0,0,True,insufficient_fut_bars,0.0,0.0,0.0,0
2025-10-23,-11.049995422363281,1,1,False,,26096.099609375,25950.0,0.008653523288722598,1
2025-10-24,-13.949996948242188,1,1,False,,25960.0,25817.900390625,0.009529055888975868,1
2025-10-27,0.6000022888183594,1,1,False,,25917.400390625,26036.69921875,0.005591093782099909,1
2025-10-28,-44.44999980926514,1,1,False,,26028.5,25934.900390625,0.009254943229143355,1
2025-10-29,0.0,0,0,False,,26186.0,26261.30078125,0.005724098454493417,0
2025-10-30,6.250007629394531,1,1,False,,26153.0,26037.400390625,0.005329039431057949,1
2025-10-31,15.900012969970703,1,1,False,,25979.400390625,25907.099609375,0.008187327372205906,1
2025-11-03,0.0,0,0,False,,25846.400390625,25904.400390625,0.005218904030153668,0
2025-11-04,8.799999713897705,1,1,False,,25899.0,25695.30078125,0.008127829317855387,1
2025-11-06,-0.9999923706054688,1,1,False,,25779.900390625,25637.19921875,0.007532150011540665,1
2025-11-07,-19.349994659423828,1,1,False,,25491.69921875,25605.0,0.008727655433616498,1
2025-11-10,-10.85000228881836,1,1,False,,25677.400390625,25694.80078125,0.004843648364649846,1
2025-11-11,-37.70000076293945,1,1,False,,25710.900390625,25831.900390625,0.010572838695844793,1
2025-11-12,-6.650001525878906,1,1,False,,25944.0,25979.099609375,0.004610527901156589,1
2025-11-13,-0.9499893188476562,1,1,False,,25927.099609375,25951.0,0.007231881827973534,1
2025-11-14,5.450004577636719,1,1,False,,25907.30078125,25971.599609375,0.006033649436568608,1
2025-11-17,-19.749996185302734,1,1,False,,26000.0,26061.80078125,0.0036454512269063996,1
2025-11-18,-26.449999451637268,1,1,False,,25975.099609375,25933.900390625,0.004723497357985866,1
2025-11-19,-18.45000457763672,1,1,False,,25923.0,26078.0,0.007525435362106957,1
2025-11-20,-20.79999542236328,1,1,False,,26134.0,26235.5,0.006739089663648787,1
2025-11-21,0.0,0,0,True,vix_event_0.123,26142.0,26074.0,0.004963963665971673,0
2025-11-24,-3.5999984741210938,1,1,False,,26130.80078125,25962.099609375,0.007930082554728797,1
2025-11-25,0.0,0,0,True,vix_event_0.076,25948.30078125,25883.099609375,0.005964750490508876,0
2025-11-26,0.0,0,0,False,,26152.30078125,26390.0,0.00904791816177278,0
2025-11-27,5.600002288818359,1,1,False,,26430.0,26393.30078125,0.006539865477268063,1
2025-11-28,4.950008392333984,1,1,False,,26389.0,26396.0,0.003350692670226679,1
2025-12-01,-49.49999713897705,1,1,False,,26465.0,26330.099609375,0.006514104932280894,1
2025-12-02,0.0,0,0,False,,26275.0,26228.900390625,0.004701020952880675,0
2025-12-03,-16.100006103515625,1,1,False,,26161.099609375,26142.69921875,0.0048249612766043375,1
2025-12-04,-11.699996948242188,1,1,False,,26082.400390625,26185.099609375,0.006192755333378379,1
2025-12-05,-18.650001525878906,1,1,False,,26172.0,26336.099609375,0.0078293087526894,1
2025-12-08,0.0,0,0,True,vix_event_0.078,26302.0,26049.0,0.010570176999542559,0
2025-12-09,0.0,0,0,False,,25981.0,25960.0,0.0063104665889740725,0
2025-12-10,5.950000762939453,1,1,False,,25942.19921875,25855.0,0.008191633594698211,1
2025-12-11,-1.0,1,1,False,,25880.0,26010.099609375,0.008602565338991223,1
2025-12-12,0.0,0,0,False,,26091.0,26148.0,0.004137613975940541,0
2025-12-15,0.0,0,0,False,,26051.400390625,26103.30078125,0.00528410238576076,0
2025-12-16,6.399998664855957,1,1,False,,26024.0,25932.0,0.0038030140085125387,1
2025-12-17,-3.8000030517578125,1,1,False,,25936.400390625,25910.0,0.005552984729291994,1
2025-12-18,-25.949996948242188,1,1,False,,25842.0,25882.19921875,0.006674318613959008,1
2025-12-19,3.8000106811523438,1,1,False,,25972.80078125,26037.0,0.0029461727942851506,1
2025-12-22,0.0,0,0,False,,26156.900390625,26201.400390625,0.0017990374124060321,0
2025-12-23,0.0,0,0,False,,26226.80078125,26196.30078125,0.0033762067580911945,0
2025-12-24,-3.1500015258789062,1,1,False,,26172.0,26164.099609375,0.004299388293506756,1
2025-12-26,-5.150001525878906,1,1,False,,26108.80078125,26058.0,0.0037900471368213303,1
2025-12-29,0.0,0,0,True,vix_event_0.062,26072.80078125,25955.80078125,0.006207062214748979,0
2025-12-30,-37.09999942779541,1,1,False,,25905.30078125,25937.400390625,0.003674934101006988,1
2025-12-31,-16.849998474121094,1,1,False,,26159.30078125,26304.80078125,0.007040921718495363,1
2026-01-01,-3.6000099182128906,1,1,False,,26333.0,26291.0,0.0026770448915065265,1
2026-01-02,-15.900001525878906,1,1,False,,26327.599609375,26477.400390625,0.006076416795652563,1
2026-01-05,0.0,0,0,True,vix_event_0.060,26462.5,26329.0,0.007270799409247548,0
2026-01-06,-3.4000030755996704,1,1,False,,26371.400390625,26281.900390625,0.005158902683465605,1
2026-01-07,-4.099994659423828,1,1,False,,26216.0,26237.5,0.00399353657068946,1
2026-01-08,0.0,0,0,True,vix_event_0.065,26184.0,25965.0,0.009120566050910212,0
2026-01-09,-53.69998741149902,1,1,False,,26005.0,25810.80078125,0.011125016070914213,1
2026-01-12,-27.5,1,1,False,,25735.0,25880.0,0.012584985189950089,1
2026-01-13,-36.200003147125244,1,1,False,,25904.099609375,25780.400390625,0.009505098441768648,1
2026-01-14,-22.199989318847656,1,1,False,,25730.0,25728.0,0.006676759442568223,1
2026-01-16,-11.64999771118164,1,1,False,,25784.0,25749.400390625,0.008475068206884541,1
2026-01-19,-0.75,1,1,False,,25595.0,25574.0,0.00526450398766078,1
2026-01-20,0.0,0,0,True,vix_event_0.076,25577.599609375,25267.599609375,0.014752220770305111,0
2026-01-21,0.0,0,0,True,vix_event_0.082,25224.0,25188.0,0.014739736457258469,0
2026-01-22,18.999988555908203,1,1,False,,25344.0,25375.0,0.0105786689823952,1
2026-01-23,0.0,0,0,True,vix_event_0.063,25335.099609375,25080.0,0.01227456151657264,0
