date,entry_time,exit_time,direction,entry_price,exit_price,pnl_points,exit_reason,sub_strategy,combined_score,bars_held
2024-10-29,2024-10-29 10:46:00,2024-10-29 11:45:00,-1,24181.0,24269.76220703125,-91.76220703125,stop_loss,orb,-0.4,59
2024-10-30,2024-10-30 10:54:00,2024-10-30 11:39:00,-1,24470.0,24465.0,2.0,max_hold,vwap_mr,-0.3,45
2024-10-30,2024-10-30 13:05:00,2024-10-30 13:13:00,-1,24495.599609375,24455.65696316658,36.94264620841932,target,vwap_mr,-0.3,8
2024-10-31,2024-10-31 12:26:00,2024-10-31 12:50:00,1,24353.599609375,24330.305252560876,-26.294356814123603,stop_loss,vwap_mr,0.3,24
2024-11-07,2024-11-07 10:00:00,2024-11-07 11:00:00,-1,24356.150390625,24352.44921875,0.701171875,max_hold,orb,-0.4,60
2024-11-08,2024-11-08 09:25:00,2024-11-08 09:45:00,1,24238.849609375,24311.3984375,69.548828125,target,momentum,0.3,20
2024-11-11,2024-11-11 10:28:00,2024-11-11 11:13:00,1,24293.80078125,24380.451171875,83.650390625,target,orb,0.4,45
2024-11-12,2024-11-12 09:59:00,2024-11-12 10:03:00,1,24314.0,24227.19921875,-89.80078125,stop_loss,momentum,0.3,4
2024-11-12,2024-11-12 12:13:00,2024-11-12 12:40:00,1,24174.75,24159.0588951024,-18.69110489759987,stop_loss,vwap_mr,0.3,27
2024-11-12,2024-11-12 12:58:00,2024-11-12 13:15:00,1,24081.900390625,24068.67782126365,-16.222569361350907,stop_loss,vwap_mr,0.3,17
2024-11-13,2024-11-13 09:47:00,2024-11-13 09:52:00,-1,23794.099609375,23857.099609375,-66.0,stop_loss,orb,-0.4,5
2024-11-14,2024-11-14 10:00:00,2024-11-14 10:04:00,-1,23729.80078125,23752.189373547928,-25.38859229792797,stop_loss,vwap_mr,-0.3,4
2024-11-14,2024-11-14 10:04:00,2024-11-14 10:25:00,1,23746.099609375,23687.037109375,-62.0625,stop_loss,orb,0.4,21
2024-11-14,2024-11-14 11:13:00,2024-11-14 11:58:00,1,23566.75,23601.0,31.25,max_hold,vwap_mr,0.3,45
2024-11-22,2024-11-22 09:22:00,2024-11-22 09:51:00,1,23519.0,23436.55078125,-85.44921875,stop_loss,momentum,0.3,29
2024-11-22,2024-11-22 10:03:00,2024-11-22 10:33:00,1,23584.099609375,23577.69921875,-9.400390625,max_hold,momentum,0.3,30
2024-11-26,2024-11-26 10:18:00,2024-11-26 10:55:00,1,24182.19921875,24235.35388544579,50.15466669579109,target,vwap_mr,0.3,37
2024-11-26,2024-11-26 12:20:00,2024-11-26 13:05:00,1,24159.75,24182.0,19.25,max_hold,vwap_mr,0.3,45
2024-11-26,2024-11-26 13:38:00,2024-11-26 13:49:00,1,24146.0,24196.90878934662,47.908789346620324,target,vwap_mr,0.3,11
2024-11-27,2024-11-27 12:20:00,2024-11-27 12:21:00,-1,24263.94921875,24267.8367166223,-6.887497872299718,stop_loss,vwap_mr,-0.3,1
2024-11-28,2024-11-28 10:33:00,2024-11-28 10:36:00,1,24380.099609375,24352.24282268594,-30.856786689058936,stop_loss,vwap_mr,0.3,3
2024-11-28,2024-11-28 10:36:00,2024-11-28 10:40:00,-1,24351.75,24276.75,72.0,target,orb,-0.4,4
2024-11-28,2024-11-28 14:12:00,2024-11-28 14:13:00,-1,24145.5,24064.0,78.5,target,momentum,-0.3,1
2024-11-29,2024-11-29 10:33:00,2024-11-29 11:33:00,1,24268.0,24279.099609375,8.099609375,max_hold,orb,0.4,60
2024-11-29,2024-11-29 13:21:00,2024-11-29 14:06:00,-1,24304.94921875,24316.25,-14.30078125,max_hold,vwap_mr,-0.3,45
2024-12-02,2024-12-02 10:15:00,2024-12-02 10:45:00,1,24330.0,24280.900390625,-52.099609375,max_hold,momentum,0.3,30
