date,entry_time,exit_time,direction,entry_price,exit_price,pnl_points,exit_reason,sub_strategy,combined_score,bars_held
2024-10-29,2024-10-29 10:46:00,2024-10-29 11:45:00,-1,24181.0,24269.76220703125,-91.76220703125,stop_loss,orb,-1.0,59
2024-11-07,2024-11-07 10:00:00,2024-11-07 11:00:00,-1,24356.150390625,24352.44921875,0.701171875,max_hold,orb,-1.0,60
2024-11-11,2024-11-11 10:28:00,2024-11-11 11:13:00,1,24293.80078125,24380.451171875,83.650390625,target,orb,1.0,45
2024-11-13,2024-11-13 09:47:00,2024-11-13 09:52:00,-1,23794.099609375,23857.099609375,-66.0,stop_loss,orb,-1.0,5
2024-11-28,2024-11-28 10:34:00,2024-11-28 10:38:00,-1,24390.150390625,24315.150390625,72.0,target,orb,-1.0,4
2024-11-29,2024-11-29 10:33:00,2024-11-29 11:33:00,1,24268.0,24279.099609375,8.099609375,max_hold,orb,1.0,60
2024-12-05,2024-12-05 09:49:00,2024-12-05 10:49:00,-1,24509.25,24508.05078125,-1.80078125,max_hold,orb,-1.0,60
2024-12-06,2024-12-06 10:08:00,2024-12-06 10:22:00,-1,24726.19921875,24784.62451171875,-61.42529296875,stop_loss,orb,-1.0,14
2024-12-09,2024-12-09 10:04:00,2024-12-09 10:46:00,-1,24670.5,24717.7119140625,-50.2119140625,stop_loss,orb,-1.0,42
2024-12-10,2024-12-10 09:59:00,2024-12-10 10:10:00,1,24759.0,24726.30029296875,-35.69970703125,stop_loss,orb,1.0,11
2024-12-11,2024-12-11 10:00:00,2024-12-11 10:19:00,1,24723.150390625,24694.76318359375,-31.38720703125,stop_loss,orb,1.0,19
2024-12-12,2024-12-12 10:09:00,2024-12-12 11:09:00,-1,24702.30078125,24678.94921875,20.3515625,max_hold,orb,-1.0,60
2024-12-13,2024-12-13 10:16:00,2024-12-13 11:16:00,-1,24354.849609375,24335.0,16.849609375,max_hold,orb,-1.0,60
2024-12-20,2024-12-20 09:50:00,2024-12-20 10:08:00,-1,23911.75,23838.75,70.0,target,orb,-1.0,18
2024-12-24,2024-12-24 09:33:00,2024-12-24 09:45:00,-1,23726.5,23761.67529296875,-38.17529296875,stop_loss,orb,-1.0,12
2024-12-24,2024-12-24 10:00:00,2024-12-24 10:18:00,1,23822.400390625,23869.30078125,43.900390625,target,orb,1.0,18
2025-01-06,2025-01-06 09:36:00,2025-01-06 09:43:00,-1,24002.150390625,24045.462890625,-46.3125,stop_loss,orb,-1.0,7
2025-01-10,2025-01-10 09:34:00,2025-01-10 10:04:00,-1,23539.94921875,23436.19921875,100.75,target,orb,-1.0,30
2025-01-20,2025-01-20 11:18:00,2025-01-20 12:18:00,1,23372.69921875,23399.900390625,24.201171875,max_hold,orb,1.0,60
2025-01-21,2025-01-21 10:22:00,2025-01-21 11:22:00,-1,23217.5,23204.05078125,10.44921875,max_hold,orb,-1.0,60
2025-01-23,2025-01-23 09:36:00,2025-01-23 09:40:00,1,23185.19921875,23227.8984375,39.69921875,target,orb,1.0,4
2025-01-28,2025-01-28 11:02:00,2025-01-28 11:41:00,1,22988.150390625,23049.849609375,58.69921875,target,orb,1.0,39
2025-01-29,2025-01-29 10:10:00,2025-01-29 11:10:00,1,23112.0,23107.5,-7.5,max_hold,orb,1.0,60
2025-01-30,2025-01-30 10:10:00,2025-01-30 11:02:00,1,23433.099609375,23387.83740234375,-48.26220703125,stop_loss,orb,1.0,52
2025-01-31,2025-01-31 10:32:00,2025-01-31 11:32:00,1,23531.0,23523.0,-11.0,max_hold,orb,1.0,60
2025-02-07,2025-02-07 10:19:00,2025-02-07 10:58:00,-1,23629.349609375,23694.599609375,-68.25,stop_loss,orb,-1.0,39
2025-02-07,2025-02-07 11:23:00,2025-02-07 12:04:00,1,23759.05078125,23693.80078125,-68.25,stop_loss,orb,1.0,41
2025-02-12,2025-02-12 09:32:00,2025-02-12 09:49:00,-1,23044.0,22956.0,85.0,target,orb,-1.0,17
2025-02-14,2025-02-14 10:37:00,2025-02-14 11:05:00,-1,23033.5,22939.75,90.75,target,orb,-1.0,28
2025-02-18,2025-02-18 10:20:00,2025-02-18 11:20:00,-1,22894.0,22875.0,16.0,max_hold,orb,-1.0,60
2025-02-19,2025-02-19 10:16:00,2025-02-19 10:48:00,1,23085.69921875,23052.06201171875,-36.63720703125,stop_loss,orb,1.0,32
2025-02-21,2025-02-21 09:50:00,2025-02-21 10:13:00,-1,22870.75,22811.44921875,56.30078125,target,orb,-1.0,23
2025-02-28,2025-02-28 09:36:00,2025-02-28 10:36:00,-1,22425.0,22436.0,-14.0,max_hold,orb,-1.0,60
2025-04-01,2025-04-01 10:27:00,2025-04-01 11:09:00,-1,23479.0,23380.599609375,95.400390625,target,orb,-1.0,42
2025-04-24,2025-04-24 09:35:00,2025-04-24 09:36:00,1,24499.5,24455.55029296875,-46.94970703125,stop_loss,orb,1.0,1
2025-04-25,2025-04-25 09:54:00,2025-04-25 10:00:00,-1,24259.0,24174.099609375,81.900390625,target,orb,-1.0,6
2025-05-06,2025-05-06 09:54:00,2025-05-06 10:54:00,-1,24496.80078125,24484.0,9.80078125,max_hold,orb,-1.0,60
2025-05-15,2025-05-15 09:45:00,2025-05-15 09:52:00,-1,24613.80078125,24679.05078125,-68.25,stop_loss,orb,-1.0,7
2025-05-15,2025-05-15 10:40:00,2025-05-15 11:09:00,1,24814.80078125,24749.55078125,-68.25,stop_loss,orb,1.0,29
2025-05-20,2025-05-20 09:46:00,2025-05-20 10:45:00,-1,24965.30078125,25017.72607421875,-55.42529296875,stop_loss,orb,-1.0,59
2025-05-21,2025-05-21 10:16:00,2025-05-21 11:16:00,1,24971.0,24965.0,-9.0,max_hold,orb,1.0,60
2025-05-23,2025-05-23 10:47:00,2025-05-23 11:47:00,1,24904.900390625,24903.69921875,-4.201171875,max_hold,orb,1.0,60
2025-06-06,2025-06-06 10:07:00,2025-06-06 10:11:00,1,24907.80078125,24858.00048828125,-52.80029296875,stop_loss,orb,1.0,4
2025-06-11,2025-06-11 10:44:00,2025-06-11 11:44:00,1,25245.0,25265.69921875,17.69921875,max_hold,orb,1.0,60
2025-06-12,2025-06-12 09:46:00,2025-06-12 10:46:00,-1,25165.30078125,25125.0,37.30078125,max_hold,orb,-1.0,60
2025-07-10,2025-07-10 10:53:00,2025-07-10 11:53:00,-1,25455.400390625,25448.80078125,3.599609375,max_hold,orb,-1.0,60
2025-07-15,2025-07-15 10:51:00,2025-07-15 11:05:00,1,25244.400390625,25289.30078125,41.900390625,target,orb,1.0,14
2025-07-18,2025-07-18 10:16:00,2025-07-18 10:30:00,-1,25040.400390625,24990.400390625,47.0,target,orb,-1.0,14
2025-07-24,2025-07-24 11:24:00,2025-07-24 12:04:00,-1,25141.400390625,25064.701171875,73.69921875,target,orb,-1.0,40
2025-07-25,2025-07-25 10:16:00,2025-07-25 11:16:00,-1,24882.69921875,24872.5,7.19921875,max_hold,orb,-1.0,60
2025-07-30,2025-07-30 09:34:00,2025-07-30 09:49:00,1,24868.69921875,24831.27392578125,-40.42529296875,stop_loss,orb,1.0,15
2025-08-06,2025-08-06 10:04:00,2025-08-06 10:21:00,-1,24671.30078125,24710.9013671875,-42.6005859375,stop_loss,orb,-1.0,17
2025-08-07,2025-08-07 10:31:00,2025-08-07 11:31:00,-1,24502.0,24494.900390625,4.099609375,max_hold,orb,-1.0,60
2025-08-12,2025-08-12 09:59:00,2025-08-12 10:30:00,1,24744.0,24672.75,-74.25,stop_loss,orb,1.0,31
2025-08-14,2025-08-14 09:46:00,2025-08-14 09:59:00,1,24740.0,24705.2744140625,-37.7255859375,stop_loss,orb,1.0,13
2025-08-22,2025-08-22 09:31:00,2025-08-22 10:31:00,-1,24977.099609375,24948.099609375,26.0,max_hold,orb,-1.0,60
2025-08-25,2025-08-25 09:35:00,2025-08-25 10:03:00,1,24973.400390625,24937.775390625,-38.625,stop_loss,orb,1.0,28
2025-08-25,2025-08-25 10:17:00,2025-08-25 10:36:00,-1,24922.099609375,24957.724609375,-38.625,stop_loss,orb,-1.0,19
2025-09-05,2025-09-05 10:11:00,2025-09-05 10:15:00,-1,24814.400390625,24742.701171875,68.69921875,target,orb,-1.0,4
2025-09-08,2025-09-08 09:38:00,2025-09-08 10:15:00,1,24926.900390625,24890.60009765625,-39.30029296875,stop_loss,orb,1.0,37
2025-09-16,2025-09-16 09:34:00,2025-09-16 09:58:00,1,25201.0,25240.30078125,36.30078125,target,orb,1.0,24
2025-09-29,2025-09-29 09:44:00,2025-09-29 10:44:00,1,24792.599609375,24815.0,19.400390625,max_hold,orb,1.0,60
2025-09-30,2025-09-30 09:31:00,2025-09-30 10:31:00,-1,24805.80078125,24768.30078125,34.5,max_hold,orb,-1.0,60
2025-10-07,2025-10-07 09:48:00,2025-10-07 10:48:00,1,25260.69921875,25268.5,4.80078125,max_hold,orb,1.0,60
2025-10-08,2025-10-08 10:58:00,2025-10-08 11:58:00,-1,25166.599609375,25139.80078125,23.798828125,max_hold,orb,-1.0,60
2025-10-10,2025-10-10 09:45:00,2025-10-10 10:45:00,1,25386.0,25383.0,-6.0,max_hold,orb,1.0,60
