date,daily_pnl,n_trades,max_intraday_dd,notional
2024-10-29,16.238967210145347,3,22.917672740379203,24346.099609375
2024-10-30,19.15920438364992,3,17.508758015570493,24417.69921875
2024-10-31,-35.344170648742875,3,35.344170648742875,24422.0
2024-11-04,-14.911009200332046,3,17.702732998692227,24314.099609375
2024-11-05,-103.4335824447844,3,103.4335824447844,24060.849609375
2024-11-06,-40.986612020536995,3,40.986612020536995,24369.19921875
2024-11-07,35.72090821927486,3,37.13065428072514,24542.75
2024-11-08,15.822265625,3,92.275390625,24215.0
2024-11-11,-62.22359991219491,3,63.746117218979634,24106.150390625
2024-11-12,-42.108731679014454,3,42.108731679014454,24299.0
2024-11-13,84.70464837245527,3,26.156422357253177,23915.0
2024-11-14,-112.40648933401462,3,112.40648933401462,23680.0
2024-11-18,-61.8759765625,3,116.5751953125,23619.900390625
2024-11-19,-16.76872379195993,3,16.76872379195993,23601.69921875
2024-11-21,-22.44921875,1,22.44921875,23400.0
2024-11-22,-177.82421875,2,177.82421875,23433.30078125
2024-11-25,-25.593109882054705,3,25.593109882054705,24297.19921875
2024-11-26,-93.32785561890341,3,93.32785561890341,24282.150390625
2024-11-27,-13.245208483764145,3,25.0,24195.0
2024-11-28,-30.67507677251342,3,30.67507677251342,24464.599609375
2024-11-29,-108.11657090086374,3,108.11657090086374,24129.55078125
2024-12-02,-87.03356546708892,3,103.98278421708892,24215.099609375
2024-12-03,-83.54871504116454,3,83.54871504116454,24466.05078125
2024-12-04,18.4510529691579,3,46.4248046875,24560.0
2024-12-05,96.49361108903395,3,0.0,24580.400390625
2024-12-06,-27.483701205896068,3,48.99260722855615,24780.44921875
2024-12-09,-66.58624076255,3,66.58624076255,24743.400390625
2024-12-10,-55.36494699531977,3,55.36494699531977,24717.0
2024-12-11,-26.858162632786843,3,43.849609375,24690.94921875
2024-12-12,4.735749425166432,3,20.213469324833568,24723.849609375
2024-12-13,241.10119662632133,3,0.0,24569.099609375
2024-12-16,-51.213769590121956,3,55.162988340121956,24795.55078125
2024-12-17,88.1353733210417,3,0.0,24656.849609375
2024-12-18,-56.94921875,3,56.94921875,24370.0
2024-12-19,-3.3725831469346303,3,14.789656150394876,23990.0
2024-12-20,6.44921875,3,39.5,23956.349609375
2024-12-23,-9.765842525954213,3,64.69921875,23787.0
2024-12-24,-71.77348966534919,3,71.77348966534919,23760.05078125
2024-12-26,-20.90091162184035,3,21.569476068056247,23975.55078125
2024-12-27,56.94921875,1,0.0,23974.44921875
2024-12-30,-47.38882837857818,3,47.38882837857818,23942.150390625
2024-12-31,28.30078125,3,35.400390625,23689.650390625
2025-01-01,-77.12923958468309,3,77.12923958468309,23770.0
2025-01-02,-2.752374786476139,3,37.80315603647614,23904.0
2025-01-03,-61.711231499135465,3,61.711231499135465,24232.0
2025-01-06,-86.84690346015122,3,86.84690346015122,24117.400390625
2025-01-07,112.51751951396,3,18.150390625,23833.0
2025-01-08,27.597165210874664,3,26.053225414125336,23764.80078125
2025-01-09,-14.809498693291971,3,14.809498693291971,23721.150390625
2025-01-10,-40.375,3,115.32421875,23622.150390625
2025-01-13,-17.265262107648596,3,17.265262107648596,23300.0
2025-01-14,23.881361421368638,3,21.349790238196874,23265.0
2025-01-15,-75.19604292797885,3,75.19604292797885,23294.599609375
2025-01-16,13.5751953125,3,19.9248046875,23387.94921875
2025-01-17,-27.35743314557112,3,27.35743314557112,23287.94921875
2025-01-20,-2.1732452301039302,3,49.22402648010393,23305.0
2025-01-21,78.81526636027411,3,3.8737704198574647,23423.75
2025-01-22,-1.5472611566001433,3,34.974444169944036,23125.0
2025-01-23,29.466486805435125,3,31.582341319564875,23141.19921875
2025-01-24,-78.5448855039358,3,78.5448855039358,23281.900390625
2025-01-27,-22.908134631696157,3,22.908134631696157,22975.19921875
2025-01-28,40.5598862234765,3,33.849609375,22944.94921875
2025-01-29,43.68194343010691,3,12.698843261146976,23026.5
2025-01-30,132.2493456706252,3,0.0,23277.55078125
2025-01-31,-60.551429605497106,3,60.551429605497106,23425.0
2025-02-01,-52.99758171159192,3,52.99758171159192,23615.0
2025-02-03,-45.08763188961166,3,45.08763188961166,23372.30078125
2025-02-04,1.7111562227801187,3,36.14855297755639,23550.0
2025-02-05,12.393473472187907,3,7.840557956256816,23830.849609375
2025-02-06,9.08998346635417,3,13.91001653364583,23796.19921875
2025-02-07,-36.778664475747064,3,62.71506790456624,23696.849609375
2025-02-10,44.38873630528542,3,19.71282619471458,23565.0
2025-02-11,-22.312019328855968,3,22.312019328855968,23420.099609375
2025-02-12,149.95531059913628,3,0.0,23140.19921875
2025-02-13,-17.930124090231402,3,30.731660738940263,23173.0
2025-02-14,20.779144778454793,3,65.07046459654521,23195.0
2025-02-17,-50.74169824977798,3,98.64208887477798,22852.099609375
2025-02-18,-90.71041500423598,3,90.71041500423598,23003.44921875
2025-02-19,43.41767671038542,3,20.85673735211458,22894.0
2025-02-20,5.32421875,3,26.025390625,22909.55078125
2025-02-21,64.77852314999109,3,21.172648725008912,22914.80078125
2025-02-24,-4.084379976113269,3,17.73477060111327,22720.150390625
2025-02-25,-25.0,1,25.0,22592.80078125
2025-02-27,6.353304914922774,3,14.146695085077226,22709.30078125
2025-02-28,-30.94093510911989,3,30.94093510911989,22513.30078125
2025-03-03,19.679429617310234,3,32.13189206867537,22348.900390625
2025-03-04,-3.9499501253485505,3,15.226738614921487,22118.0
2025-03-05,-11.18026559428472,3,12.268227502187074,22223.0
2025-03-06,0.8189690726103436,3,51.75,22536.55078125
2025-03-07,-71.71353081699999,3,71.71353081699999,22585.0
2025-03-10,24.662237936343445,3,23.46220199434174,22622.0
2025-03-11,8.356884036351403,3,35.2935065886486,22403.5
2025-03-12,7.433546619544359,3,18.940631490873784,22603.0
2025-03-13,-52.5498046875,3,52.5498046875,22544.30078125
2025-03-17,-84.91831867825022,3,90.01792805325022,22567.0
2025-03-18,19.351941772594728,3,2.703474358204403,22680.05078125
2025-03-19,-62.67339026958871,3,62.67339026958871,22910.94921875
