date,nifty_close,btc_overnight_ret,eth_overnight_ret,btc_overnight_vol,btc_24h_momentum,crypto_equity_corr,raw_signal,scaled_signal,z_score,signal,position,daily_return,cumulative_return,entry_price,exit_price,exit_reason
2025-11-13,25879.15,-0.02125,-0.008,0.001575,-0.009201,-0.0152,-0.014865,-0.001487,-0.4264,flat,0.0,0.0,1.005463,,,
2025-11-14,25910.05,-0.03966,-0.082169,0.001898,-0.035165,-0.0293,-0.051514,-0.005151,-1.5385,short,-0.25,-0.002529,1.00292,25907.3,26166.37,stop_loss
2025-11-17,26013.45,-0.014913,0.004481,0.001688,-0.004727,-0.0007,-0.007058,-0.000706,-0.0321,flat,0.0,0.0,1.00292,,,
2025-11-18,25910.05,-0.05276,-0.057963,0.00214,-0.049767,0.0405,-0.053722,-0.005372,-1.4857,short,-0.25,-0.002529,1.000384,25975.1,26234.85,stop_loss
2025-11-19,26052.65,0.0023,0.001737,0.00186,0.011218,0.0013,0.003915,0.000391,0.4813,flat,0.0,0.0,1.000384,,,
2025-11-20,26192.15,0.010159,-0.014451,0.001868,0.008213,-0.0866,0.002387,0.000239,0.3955,flat,0.0,0.0,1.000384,,,
2025-11-21,26068.15,-0.066014,-0.065785,0.002176,-0.073207,-0.1757,-0.067384,-0.01184,-2.7599,short,-0.25,-0.002529,0.997854,26141.5,26402.92,stop_loss
2025-11-24,25959.5,0.063994,0.064913,0.002029,0.014889,-0.1858,0.054449,0.010117,2.4458,long,0.25,0.00269,1.000538,26130.8,26415.0,eod
2025-11-25,25884.8,0.017971,0.037457,0.001617,0.003578,-0.2049,0.020938,0.00429,1.1627,long,0.25,0.002767,1.003306,25948.3,26238.5,eod
2025-11-26,26205.3,0.002757,0.016611,0.001741,-0.004471,-0.2666,0.005467,0.001458,0.5035,flat,0.0,0.0,1.003306,,,
2025-11-27,26215.55,0.045711,0.039249,0.001665,0.042915,0.0457,0.043213,0.004321,1.03,long,0.25,0.002214,1.005528,26430.0,26667.1,eod
2025-11-28,26202.95,-0.004735,-0.007358,0.001058,0.000656,0.0663,-0.004444,-0.000444,0.0039,flat,0.0,0.0,1.005528,,,
2025-12-01,26175.75,-0.059476,-0.078042,0.001122,-0.052572,0.0564,-0.063665,-0.006367,-1.1553,short,-0.25,-0.002528,1.002986,26465.0,26729.65,stop_loss
2025-12-02,26032.2,0.001032,-0.013945,0.002139,0.00653,0.158,-0.002362,-0.000373,0.0244,flat,0.0,0.0,1.002986,,,
2025-12-03,25986.0,0.066555,0.08039,0.001845,0.066354,-0.015,0.070665,0.007067,1.4053,long,0.25,0.002689,1.005683,26157.6,26442.0,eod
2025-12-04,26033.75,0.005584,0.04749,0.002113,0.00907,-0.1579,0.018853,0.002977,0.5597,flat,0.0,0.0,1.005683,,,
2025-12-05,26186.45,-0.013348,-0.009834,0.001562,-0.014055,-0.1982,-0.012435,-0.002465,-0.4932,flat,0.0,0.0,1.005683,,,
2025-12-08,25960.55,-0.001235,-0.006579,0.001317,0.015057,-0.2177,0.00042,9.1e-05,0.076,flat,0.0,0.0,1.005683,,,
2025-12-09,25839.65,-0.016395,-0.011004,0.00149,-0.008081,-0.2554,-0.013115,-0.003349,-0.5912,flat,0.0,0.0,1.005683,,,
2025-12-10,25758.0,0.025477,0.063551,0.001745,0.023705,-0.2736,0.036545,0.009999,1.8164,long,0.25,0.002321,1.008017,25942.2,26186.0,eod
2025-12-11,25898.55,-0.035523,-0.056128,0.001974,-0.029048,-0.2649,-0.040409,-0.010704,-1.7566,short,-0.25,-0.002529,1.005468,25882.0,26140.82,stop_loss
2025-12-12,26046.95,0.023227,0.014701,0.001679,0.027272,-0.2347,0.021478,0.005041,0.8138,flat,0.0,0.0,1.005468,,,
2025-12-15,26027.3,-0.035268,-0.04325,0.000999,-0.010176,-0.2667,-0.032644,-0.008707,-1.3635,short,-0.25,-0.002529,1.002925,26051.4,26311.91,stop_loss
2025-12-16,25860.1,-0.046795,-0.073692,0.001725,-0.040143,-0.2387,-0.053534,-0.012777,-1.8046,short,-0.25,-0.002529,1.000388,26024.0,26284.24,stop_loss
2025-12-17,25818.55,0.010376,0.007364,0.001322,0.016921,-0.2603,0.010781,0.002807,0.4752,flat,0.0,0.0,1.000388,,,
2025-12-18,25815.55,0.001441,-0.030679,0.002374,-0.008756,-0.2333,-0.010234,-0.002388,-0.2674,flat,0.0,0.0,1.000388,,,
2025-12-19,25966.4,-0.000767,0.022373,0.002465,0.008682,-0.1349,0.008065,0.001088,0.1596,flat,0.0,0.0,1.000388,,,
2025-12-22,26172.4,0.004715,0.018947,0.0011,0.00728,-0.0835,0.009497,0.00095,0.2267,flat,0.0,0.0,1.000388,,,
2025-12-23,26177.15,-0.016106,-0.012613,0.001259,-0.005643,-0.0593,-0.012966,-0.001297,-0.1121,flat,0.0,0.0,1.000388,,,
2025-12-24,26142.1,-0.002655,-0.008182,0.001323,-0.009536,-0.0734,-0.005689,-0.000569,0.0325,flat,0.0,0.0,1.000388,,,
2025-12-26,26042.3,0.022678,0.014687,0.001003,0.01186,-0.3055,0.018117,0.005535,1.0777,long,0.25,0.002455,1.002844,26108.8,26368.2,eod
2025-12-29,25942.1,0.012368,0.022905,0.000695,0.024395,-0.3104,0.017934,0.005567,1.0022,long,0.25,0.001743,1.004592,26072.9,26257.7,eod
2025-12-30,25938.85,-0.008112,-0.008877,0.001058,-0.028834,-0.2943,-0.012486,-0.003674,-0.5854,flat,0.0,0.0,1.004592,,,
2025-12-31,26129.6,0.004762,-0.00416,0.001144,0.012243,-0.3374,0.003581,0.001208,0.2376,flat,0.0,0.0,1.004592,,,
2026-01-01,26146.55,-0.008869,0.001802,0.000799,-0.005905,-0.2579,-0.005075,-0.001309,-0.127,flat,0.0,0.0,1.004592,,,
2026-01-02,26328.55,0.013209,0.013941,0.000568,0.012839,-0.2299,0.013355,0.003071,0.6551,flat,0.0,0.0,1.004592,,,
2026-01-05,26250.3,0.037608,0.04483,0.000975,0.017759,-0.1453,0.035805,0.005201,0.946,flat,0.0,0.0,1.004592,,,
2026-01-06,26178.7,0.011337,0.017552,0.001109,0.008872,-0.0932,0.012709,0.001271,0.2483,flat,0.0,0.0,1.004592,,,
2026-01-07,26140.75,-0.007214,0.011964,0.001451,-0.010348,-0.0888,-0.002088,-0.000209,-0.0377,flat,0.0,0.0,1.004592,,,
2026-01-08,25876.85,-0.010563,-0.020828,0.0011,-0.022013,0.0348,-0.015932,-0.001593,-0.1968,flat,0.0,0.0,1.004592,,,
2026-01-09,25683.3,0.015149,0.005163,0.00119,0.005005,0.0312,0.010125,0.001012,0.2176,flat,0.0,0.0,1.004592,,,
2026-01-12,25790.25,0.018032,0.021401,0.00087,0.01347,0.0286,0.01813,0.001813,0.4392,flat,0.0,0.0,1.004592,,,
2026-01-13,25732.3,0.006432,-0.001229,0.00119,-0.00651,0.1491,0.001545,0.00023,-0.0167,flat,0.0,0.0,1.004592,,,
2026-01-14,25665.6,0.035323,0.06221,0.001391,0.045655,0.0818,0.045455,0.004546,1.2708,long,0.25,0.003145,1.007752,25730.0,26056.7,eod
2026-01-16,25694.35,0.003398,-0.009068,0.001389,-0.005575,0.1174,-0.002137,-0.000251,-0.4758,flat,0.0,0.0,1.007752,,,
2026-01-19,25585.5,-0.031055,-0.02955,0.000826,-0.027101,0.0988,-0.029813,-0.002981,-1.471,short,-0.25,-0.002529,1.005203,25595.0,25850.95,stop_loss
2026-01-20,25232.5,-0.005644,-0.005606,0.000701,-0.00215,0.1382,-0.004934,-0.000682,-0.5789,flat,0.0,0.0,1.005203,,,
2026-01-21,25157.5,-0.01675,-0.036463,0.001827,-0.032487,0.3331,-0.025811,-0.008597,-2.6136,short,-0.25,-0.00253,1.00266,25228.5,25480.78,stop_loss
2026-01-22,25289.9,0.006267,0.01701,0.002024,0.004338,0.3585,0.009104,0.003263,0.7532,flat,0.0,0.0,1.00266,,,
2026-01-23,25048.65,-0.001026,-0.016333,0.001179,4.2e-05,0.3624,-0.005404,-0.001958,-0.7194,flat,0.0,0.0,1.00266,,,
2026-01-27,25175.4,-0.002739,0.007096,0.001079,0.016801,0.3486,0.004119,0.001436,0.3208,flat,0.0,0.0,1.00266,,,
2026-01-28,25342.75,0.013397,0.032039,0.001176,0.003981,0.3622,0.017106,0.006196,1.7134,long,0.25,0.003234,1.005903,25447.9,25780.1,eod
2026-01-29,25418.9,-0.016676,-0.022961,0.00135,-0.012111,0.3308,-0.017648,-0.005837,-1.7262,short,-0.25,-0.00253,1.003358,25370.6,25624.31,stop_loss
2026-01-30,25320.65,-0.062752,-0.071707,0.001993,-0.065193,0.1829,-0.065927,-0.012061,-2.6054,short,-0.25,-0.00253,1.000819,25370.8,25624.51,stop_loss
2026-02-02,25088.4,-0.080377,-0.19816,0.002377,-0.038127,0.2281,-0.107262,-0.024465,-3.269,short,-0.25,-0.00253,0.998287,24808.1,25056.18,stop_loss
2026-02-03,25727.55,0.010978,0.01446,0.001751,0.033947,0.1362,0.016616,0.002263,0.5483,flat,0.0,0.0,0.998287,,,
2026-02-04,25776.0,-0.022606,-0.006409,0.002703,-0.023705,-0.2011,-0.017967,-0.003613,-0.235,flat,0.0,0.0,0.998287,,,
2026-02-05,25642.8,-0.063236,-0.06329,0.00321,-0.070826,-0.2085,-0.06477,-0.013504,-1.4874,short,-0.25,-0.002529,0.995762,25785.0,26042.85,stop_loss
2026-02-06,25693.7,-0.106889,-0.11901,0.005622,-0.107104,-0.0286,-0.110568,-0.011057,-1.0446,short,-0.25,-0.002529,0.993244,25664.0,25920.64,stop_loss
