trade_date,btc_overnight_ret,eth_overnight_ret,btc_overnight_vol,btc_24h_momentum,btc_72h_momentum,raw_signal,crypto_equity_corr,scaled_signal,z_score
2025-08-06,,,,,,,,,
2025-08-07,0.004446356799890096,0.01031548220951114,0.0008251722320081307,0.008721199503417123,-0.00022099278897016035,0.007062062963481814,,0.002118618889044544,
2025-08-08,0.01092218236113085,0.04088859180417083,0.0010190719317997319,0.01836805539849532,0.021388935783066707,0.021401279801515734,,0.00642038394045472,
2025-08-11,0.04309983674732278,0.09680955441434176,0.0007986917459234009,0.030340634950862762,0.042508045101032385,0.05666091168813647,,0.016998273506440943,
2025-08-12,-0.019501265300990493,0.007203715321917887,0.0011082547097431704,-0.024181577303533798,0.0213036270658749,-0.01242583351462664,,-0.003727750054387992,
2025-08-13,0.009934117595482267,0.08072431802589074,0.0009836458333298966,0.005117675501111925,0.011276733148440935,0.030207889305730738,,0.00906236679171922,
2025-08-14,0.027550268480110805,0.017134622347208677,0.0013855572075103793,0.03272622247417177,0.013662320671750014,0.02546076543905236,,0.007638229631715707,
2025-08-18,-0.054390603975765936,-0.09737292103260668,0.0010761616230155705,-0.022507607637435048,-0.032716868170609155,-0.06090869982515198,,-0.018272609947545593,
2025-08-19,-0.0013966690414674184,-0.016658165526658945,0.0009763330405898001,-0.0016730756135704444,-0.02271375666784605,-0.006030399301445481,,-0.0018091197904336442,
2025-08-20,-0.016209713455444287,-0.03131906935773886,0.0010447850065392617,-0.012640695182854135,-0.03682137843385959,-0.02002871657161463,,-0.006008614971484388,
2025-08-21,0.0027584387131834196,0.018185345239559822,0.0011599851457365197,0.0057653473416874315,-0.00854842345473715,0.007987892396797142,,0.0023963677190391424,
2025-08-22,-0.0016437513203698619,0.0007918101943436935,0.0010573232391233515,-0.008986698383264035,-0.01586204622443082,-0.00238167227853463,,-0.0007145016835603889,
2025-08-25,0.003169696959503676,0.09506818636642676,0.0012104743776509452,-0.015166607652563556,0.0014993268208506605,0.027071982859167155,,0.008121594857750146,
2025-08-26,-0.016463943240554654,-0.043481099066926474,0.0016922495163823308,-0.03059173539563551,-0.05044291848795233,-0.027394648419482373,,-0.008218394525844712,
2025-08-28,0.016047787062732168,0.02499985220570176,0.0011637599131249015,0.002799567577254365,-0.012011301600223645,0.016083762708527485,,0.004825128812558245,
2025-08-29,-0.00953262400358318,-0.01914672644699825,0.0009396923683226546,-0.0013071835341572655,0.017273250261254737,-0.010771766642722518,,-0.0032315299928167554,
2025-09-01,-0.021935372493011147,0.011305273675911305,0.0007832782059837046,-0.017229307575847744,-0.039105129332354514,-0.011021965658901732,,-0.0033065896976705194,
2025-09-02,0.009442283162239206,-0.014437620012932419,0.001098880101476962,0.026718045180507088,0.018431328805474233,0.005733464613341295,,0.0017200393840023885,
2025-09-03,0.005742363813971831,-0.015617834912026831,0.0012003676010642911,0.005461150747379777,0.01494988835203924,-0.0007219384171461782,,-0.00021658152514385343,
2025-09-04,8.424271490936035e-05,0.010560687731500843,0.0010705480951748172,0.002087298547763714,0.034266494475650576,0.0036277873864576757,,0.0010883362159373026,
2025-09-05,0.004062586482992864,-0.014900070584563283,0.0009932154830664826,0.00015839664512703162,0.007706845940270631,-0.0024070486048471456,-0.24399599436171707,-0.0005873102178166631,-0.17591492507884315
2025-09-08,-0.011888693632109192,-0.019328785031704696,0.0007257865822748151,0.004064490221197598,-0.0017098879406218877,-0.010930084281326484,-0.24400087299970147,-0.002666950106603977,-0.4228577520824405
2025-09-09,-0.003082363837892788,-0.003501964445098949,0.0007730025171604085,0.005611262791434299,0.0056816786239681115,-0.0014695186941892189,-0.2509605168721356,-0.00036879117104699215,-0.06916421932421046
2025-09-10,-0.012956643554268631,-0.009342943184007026,0.0009295093848581648,-0.0017504031641161226,0.00792534984851593,-0.009631285365159649,-0.2971739519133081,-0.0028621671339693015,-0.3263471276023781
2025-09-11,0.017866445164334117,0.01624161909026439,0.0009980629004928032,0.024908801749339817,0.028769661376658158,0.018787468659114338,-0.25578587185038026,0.004805569050833255,0.8403856608040936
2025-09-12,0.01132101669254472,0.017237807722091263,0.0009787968771236427,0.008508754526572775,0.03166715311179648,0.012533601568214293,-0.23197751402233519,0.0029075137335407937,0.6201130213172423
2025-09-15,0.004564263337534189,0.02659120510897396,0.0005691598964039689,-0.0022081229287635746,0.0018569331731112051,0.009817868615706566,-0.2888932732012543,0.0028363162002513374,0.6798537985699376
2025-09-16,0.004283868615024971,0.0015987956052102522,0.000842080715651708,-0.001073907193092668,-0.005264921841240044,0.0024067915504570273,-0.33200362059450705,0.0007990635087680003,0.2130313643196307
2025-09-17,0.00834478868461862,-0.0009712140050575378,0.0007359488851790843,0.009418695877711335,0.006136665755855232,0.005764769316334316,-0.25500064651583615,0.0014700199026799054,0.34507775197811075
2025-09-18,0.010032057063981392,0.026514473484808364,0.0011914981442240817,0.010687010193867174,0.019031798878486026,0.01510777261620664,-0.22133116078142137,0.0033438208499667866,0.7535855416729477
2025-09-19,-0.00299446556717607,-0.010351117685250226,0.0006950874398512872,-0.006584795407752854,0.013520910663825868,-0.005919527170713673,-0.22930290208103954,-0.0013573647591922104,-0.4892773908272879
2025-09-22,-0.01591189079297622,-0.04850952283854707,0.00045998063530740854,-0.009016851844719563,-0.02010856409315325,-0.024312172616996145,-0.17892669164298544,-0.004350096613012304,-1.2139717624547417
2025-09-23,0.000506991429642929,0.00808555158618627,0.000878176996954878,-0.01931570421234298,-0.027111638618501563,-0.0011839796517912507,0.11192959891224126,-0.00013252236754524976,0.012940800460898204
2025-09-24,-0.010504084358640378,-0.012186476543757756,0.0007853562653174223,-0.006228830149791235,-0.03456138620685377,-0.010153751172405762,0.21352685396225088,-0.002168098543759319,-0.8356600262672346
2025-09-25,-0.0032215165867497445,-0.032352571245812395,0.0007893662353153335,0.006181594176964975,-0.019362940185169247,-0.010080210831725596,0.32225472238416253,-0.00324839554315156,-1.1387229872033269
2025-09-26,-0.020486234849910027,-0.017063592879111314,0.0013009951879340465,-0.02755374718248205,-0.02760098315530832,-0.02087294472518482,0.5913228845177348,-0.012342649883275526,-3.1258424169987125
2025-09-29,0.021696567427610995,0.052700500072466364,0.0006256037811098667,0.02078758686532083,0.021513479853624576,0.03081595110860957,0.454615163058758,0.014009398638051253,2.826648418260557
2025-09-30,0.019790596103351297,0.01627615819659315,0.00092758061019014,0.02344517124563324,0.04270143730366712,0.01946717975978024,0.4087825730292364,0.007957843831825639,1.4434612484395497
2025-10-01,0.011395173289702423,-0.0033276051308905675,0.00086042389362444,-0.0021179850563881474,0.04211477305456593,0.004275708094306412,0.4564346935953807,0.0019515815139280364,0.2680871890377945
2025-10-03,0.03189459198756643,0.04952487992956068,0.0009327679479045821,0.012915458309184778,0.05057845855830486,0.033387851634488375,0.5851545215895966,0.019537052350083475,2.685662653485966
2025-10-06,0.028614647484830627,0.013187551158726774,0.00112817008809723,-0.0015811688927436101,0.02839603899762834,0.017947355311484624,0.60225512691336,0.010808886750877338,1.2487187155373438
2025-10-07,0.002058729396325539,0.024752236837106235,0.0009818377384198291,0.003811119545053768,0.017517979494048597,0.009217259658305393,0.5955216067744844,0.005489077281771663,0.4356823893757815
2025-10-08,-0.02192477217400961,-0.05085399382884055,0.0013404587929362896,-0.023501529633088537,-0.02127157898077824,-0.030918890162274677,0.5395940552914241,-0.016683649327771912,-2.243844629439899
2025-10-09,-0.005877925472623188,-0.009446415073598809,0.001053416048468834,0.00523576851131343,-0.014454641576721263,-0.0047257335561285505,0.52510087364219,-0.0024814868189233156,-0.5075552697097623
2025-10-10,-0.0030536705981515384,0.010113970569426037,0.0011451900643001914,-0.004172987332405363,-0.02243874845418044,0.0006727584052709691,0.43473324481874515,0.0002924704445025328,-0.1402313783992746
2025-10-13,-0.056143239572705214,-0.042983658786466296,0.0038670376874154764,0.035116327996129175,-0.05729179409704264,-0.033943451823066656,0.19191742233071538,-0.006514339778889774,-0.8998999514117128
2025-10-14,-0.012126595997099225,0.0008648940083058236,0.0013558924775852873,-0.009423326833501902,0.013293143073172338,-0.007688495162758246,0.1747014562629279,-0.0013431913014043425,-0.25212574644533364
2025-10-15,0.0076933888414958945,0.025141986988831383,0.001622214711350837,-0.014430040269510563,0.011262960893116663,0.008503282463495248,0.19719908052974972,0.001676839483286008,0.1059987183663357
