date,daily_pnl,n_trades,n_roundtrips,skipped,skip_reason,fut_open,fut_close,intraday_range_pct
2025-01-02,-16.650001525878906,2,2,False,,23904.0,24270.05078125,0.017937266252729754
2025-01-03,-47.45000457763672,2,2,False,,24232.0,24080.0,0.007693079065081529
2025-01-06,0.0,0,0,True,trending_day_0.020,24117.400390625,23729.94921875,0.020300268264750638
2025-01-07,-29.699996948242188,2,2,False,,23833.0,23785.44921875,0.005757899106301383
2025-01-08,-11.949995040893555,2,2,False,,23764.80078125,23776.349609375,0.009731630697973928
2025-01-09,-8.299989700317383,2,2,False,,23721.150390625,23671.099609375,0.0052936868666143755
2025-01-10,-28.050003051757812,2,2,False,,23622.150390625,23515.0,0.010300706387334236
2025-01-13,-46.899986267089844,2,2,False,,23300.0,23169.900390625,0.01252726172104443
2025-01-14,-23.300003051757812,2,2,False,,23265.0,23280.0,0.005874634346189457
2025-01-15,-30.000011444091797,2,2,False,,23294.599609375,23275.5,0.005832231706349013
2025-01-16,-3.650003433227539,2,2,False,,23387.94921875,23406.650390625,0.0027728409569061363
2025-01-17,-37.650001525878906,2,2,False,,23287.94921875,23259.900390625,0.007462837705255138
2025-01-20,-19.75000762939453,2,2,False,,23305.0,23387.400390625,0.009283030757858931
2025-01-21,-58.349998474121094,2,2,False,,23423.75,23109.0,0.016341977379262893
2025-01-22,-2.5999908447265625,2,2,False,,23125.0,23198.0,0.008392092399532812
2025-01-23,-13.649999618530273,2,2,False,,23141.19921875,23267.0,0.00784526512607837
2025-01-24,-33.399986267089844,2,2,False,,23281.900390625,23114.0,0.012692335834873142
2025-01-27,-16.300010681152344,2,2,False,,22975.19921875,22831.650390625,0.008908357778227871
2025-01-28,-24.599990844726562,2,2,False,,22944.94921875,22990.0,0.011861056198813894
2025-01-29,-19.24999237060547,2,2,False,,23026.5,23176.900390625,0.008374670062792678
2025-01-30,4.950008392333984,2,2,False,,23135.150390625,23249.0,0.0075266096338449774
2025-01-31,-97.69998168945312,2,2,False,,23425.0,23639.0,0.00953070080816219
2025-02-01,-32.69999694824219,2,2,False,,23615.0,23560.400390625,0.011634327138470959
2025-02-03,-30.0,2,2,False,,23372.30078125,23440.0,0.00608779034025606
2025-02-04,-59.850013732910156,2,2,False,,23550.0,23792.0,0.012328888296426536
2025-02-05,0.7500190734863281,2,2,False,,23830.849609375,23757.0,0.003978231722521168
2025-02-06,-5.94999361038208,2,2,False,,23796.19921875,23702.5,0.006188975901076446
2025-02-07,-45.5,2,2,False,,23696.849609375,23614.0,0.010812794927384184
2025-02-10,-0.4000091552734375,2,2,False,,23565.0,23457.75,0.007332124109475008
2025-02-11,-19.650001525878906,2,2,False,,23420.099609375,23140.05078125,0.015347347714780513
2025-02-12,-68.20000457763672,2,2,False,,23140.19921875,23131.0,0.013944795080857058
2025-02-13,-14.100001335144043,2,2,False,,23173.0,23091.19921875,0.00941982906351379
2025-02-14,-49.20002746582031,2,2,False,,23195.0,22976.900390625,0.015571748005012397
2025-02-17,-7.8000030517578125,2,2,False,,22852.099609375,23044.599609375,0.009084427296294164
2025-02-18,-36.34999084472656,2,2,False,,23003.44921875,22948.099609375,0.0071500254992895515
2025-02-19,2.9000091552734375,2,2,False,,22894.0,22950.05078125,0.009302807588978267
2025-02-20,-44.350003242492676,2,2,False,,22909.55078125,22934.900390625,0.004052802632927839
2025-02-21,-27.399993896484375,2,2,False,,22914.80078125,22799.599609375,0.0075767417309827645
2025-02-24,-25.849990844726562,2,2,False,,22720.150390625,22604.0,0.006338237566712843
2025-02-25,-31.149993896484375,2,2,False,,22592.80078125,22565.75,0.0036875015472600955
2025-02-27,-25.299999237060547,2,2,False,,22583.94921875,22543.900390625,0.003212463527677857
2025-02-28,-12.049995422363281,2,2,False,,22513.30078125,22272.05078125,0.012258622527176282
2025-03-03,-33.19999694824219,2,2,False,,22348.900390625,22267.0,0.010108952038638661
2025-03-04,-19.650001525878906,2,2,False,,22118.0,22184.80078125,0.0057171400556596565
2025-03-05,-34.95000457763672,2,2,False,,22223.0,22447.0,0.012521339718268765
2025-03-06,36.099995613098145,2,2,False,,22536.55078125,22620.19921875,0.011801352378979979
2025-03-07,-14.750015258789062,2,2,False,,22585.0,22642.0,0.006525437495633308
2025-03-10,-26.150001525878906,2,2,False,,22622.0,22498.55078125,0.009860635487939057
2025-03-11,-20.500022888183594,2,2,False,,22403.5,22580.44921875,0.009830658679158727
2025-03-12,-28.250003814697266,2,2,False,,22603.0,22527.0,0.01015602985625544
2025-03-13,-11.650003433227539,2,2,False,,22544.30078125,22440.0,0.007757634586668709
2025-03-17,-28.54999542236328,2,2,False,,22567.0,22589.5,0.006866627619933272
2025-03-18,-36.849998474121094,2,2,False,,22680.05078125,22903.05078125,0.010085476529940776
2025-03-19,-15.049999237060547,2,2,False,,22910.94921875,22969.0,0.0047920184860912535
2025-03-20,-44.499999046325684,2,2,False,,23036.0,23191.0,0.00912412704590171
2025-03-21,-33.24999237060547,2,2,False,,23193.849609375,23382.099609375,0.010533881123757013
2025-03-24,-77.10001373291016,2,2,False,,23485.69921875,23722.599609375,0.011785154097248717
2025-03-25,-14.85000991821289,2,2,False,,23771.55078125,23665.0,0.00920737972178888
2025-03-26,-11.100006103515625,2,2,False,,23692.849609375,23512.55078125,0.0101221393012715
2025-03-27,-36.45000076293945,2,2,False,,23460.400390625,23595.0,0.007431786813886824
2025-03-28,-17.25,2,2,False,,23765.05078125,23643.0,0.00972059466905354
2025-04-01,-53.49999237060547,2,2,False,,23541.94921875,23309.44921875,0.01590548313510194
2025-04-02,-18.300010681152344,2,2,False,,23335.150390625,23435.0,0.0059858584574288875
2025-04-03,-15.100002527236938,2,2,False,,23285.0,23325.900390625,0.005091134622907278
2025-04-04,-34.20001220703125,2,2,False,,23186.650390625,22967.5,0.012003629364623654
2025-04-07,0.0,0,0,True,trending_day_0.021,22152.94921875,22320.0,0.02069892266455153
2025-04-08,-36.65001678466797,2,2,False,,22612.75,22650.0,0.01687030465999501
2025-04-09,-9.200001239776611,1,1,False,,22479.94921875,22504.5,0.005282681801998265
2025-04-11,-59.350006103515625,2,2,False,,22816.599609375,22948.0,0.008540513527792766
2025-04-15,-25.49999237060547,2,2,False,,23339.900390625,23364.400390625,0.0032405005465141502
2025-04-16,-42.350006103515625,2,2,False,,23299.69921875,23440.599609375,0.0071040356057688195
2025-04-17,0.0,0,0,True,trending_day_0.022,23404.0,23848.900390625,0.022389088293526864
2025-04-21,-21.79998779296875,2,2,False,,23959.0,24133.400390625,0.012979449205424744
2025-04-22,-22.600006103515625,2,2,False,,24135.0,24161.099609375,0.006075336205865971
2025-04-23,20.85000228881836,2,2,False,,24284.400390625,24306.900390625,0.009114763243297434
2025-04-24,-51.85000038146973,2,2,False,,24262.30078125,24248.0,0.0050219194434725336
2025-04-25,0.0,0,0,True,trending_day_0.021,24479.69921875,24111.0,0.02079406925729559
2025-04-28,-5.0999908447265625,2,2,False,,24227.5,24453.099609375,0.010867093818253981
2025-04-29,-26.999982833862305,2,2,False,,24537.400390625,24430.0,0.006816810182273669
2025-04-30,-51.05001211166382,2,2,False,,24364.0,24380.5,0.004835579926317524
2025-05-02,-9.550003051757812,2,2,False,,24516.900390625,24395.099609375,0.016327698281936226
2025-05-05,-6.599983215332031,2,2,False,,24524.0,24567.0,0.005938230470957757
2025-05-06,-5.899990081787109,2,2,False,,24554.19921875,24410.0,0.00637046716759229
2025-05-07,-14.749992370605469,2,2,False,,24423.0,24472.0,0.006304112461214138
2025-05-08,-35.35000228881836,2,2,False,,24509.5,24204.30078125,0.012712109239373352
2025-05-09,-13.900009155273438,2,2,False,,24152.80078125,24092.0,0.007557239084871722
2025-05-12,-16.900001525878906,2,2,False,,24580.900390625,25051.0,0.019661655130617905
2025-05-13,-35.350006103515625,2,2,False,,25032.0,24649.0,0.01685953409674593
2025-05-14,14.049991607666016,2,2,False,,24671.0,24728.0,0.008982035928143712
2025-05-15,0.0,0,0,True,trending_day_0.021,24715.0,25075.0,0.02110241383067164
2025-05-16,-10.75,2,2,False,,25080.30078125,25081.900390625,0.004841742131370609
2025-05-19,-14.149993896484375,2,2,False,,25028.0,24964.5,0.006255801737453959
2025-05-20,-42.94999694824219,2,2,False,,25040.0,24782.0,0.011766115838161673
2025-05-21,-33.30000305175781,2,2,False,,24788.69921875,24817.30078125,0.011135902229190536
2025-05-22,-49.29999923706055,2,2,False,,24743.0,24665.099609375,0.009053447820879768
2025-05-23,-34.24998474121094,2,2,False,,24680.0,24885.19921875,0.012799331730735719
2025-05-26,-26.949996948242188,2,2,False,,25021.5,25035.0,0.006990939633002197
2025-05-27,-36.24998474121094,2,2,False,,24950.0,24860.0,0.013194781997593164
2025-05-28,-49.04998779296875,2,2,False,,24821.19921875,24746.69921875,0.00553690022604018
2025-05-29,2.199991226196289,2,2,False,,24897.80078125,24831.80078125,0.009248247605987187
2025-05-30,-37.999969482421875,2,2,False,,24931.69921875,24852.0,0.005812397801076255
2025-06-02,-40.600006103515625,2,2,False,,24692.099609375,24800.0,0.010165415357254732
2025-06-03,6.54998779296875,2,2,False,,24908.80078125,24647.0,0.01064704531604026
2025-06-04,-18.70000457763672,2,2,False,,24698.0,24721.0,0.004599584184557179
2025-06-05,1.6000032424926758,2,2,False,,24755.099609375,24873.5,0.010904811498733777
2025-06-06,-66.84999084472656,2,2,False,,24827.400390625,25090.599609375,0.014894786910696844
2025-06-09,-35.40001678466797,2,2,False,,25187.599609375,25180.0,0.0025017274219992086
2025-06-10,-20.64999771118164,2,2,False,,25218.099609375,25155.80078125,0.0036632261342739777
2025-06-11,-25.899993896484375,2,2,False,,25163.30078125,25204.0,0.005615375059452928
2025-06-12,19.299999237060547,2,2,False,,25196.099609375,24911.0,0.01414138724138605
2025-06-13,-28.1500244140625,2,2,False,,24610.0,24736.19921875,0.006964690638160026
2025-06-16,-41.850006103515625,2,2,False,,24803.400390625,24998.0,0.009814094612855928
2025-06-17,-21.900001525878906,2,2,False,,24962.5,24865.0,0.0053382568383872845
2025-06-18,-6.0999908447265625,2,2,False,,24838.099609375,24813.0,0.007355453284832895
2025-06-19,-20.599998474121094,2,2,False,,24798.599609375,24775.0,0.004636897106890467
2025-06-20,-57.45001220703125,2,2,False,,24887.0,25099.900390625,0.01189185669122446
2025-06-23,-18.699996948242188,2,2,False,,24992.400390625,24993.0,0.009900199825715918
2025-06-24,-22.95001220703125,2,2,False,,25243.900390625,25090.0,0.01195491190254608
2025-06-25,-14.099998474121094,2,2,False,,25146.5,25255.0,0.00573518933929511
2025-06-26,-49.350006103515625,2,2,False,,25290.0,25554.69921875,0.010502259917258134
2025-06-27,-32.49998474121094,2,2,False,,25722.80078125,25757.0,0.0049481536433389145
2025-06-30,-16.300003051757812,2,2,False,,25753.5,25615.0,0.00767259419397977
2025-07-01,-13.500007629394531,2,2,False,,25606.30078125,25638.0,0.003232670928379755
2025-07-02,-22.350004196166992,2,2,False,,25671.099609375,25539.900390625,0.007967817332773224
2025-07-03,-5.600008964538574,2,2,False,,25564.5,25501.0,0.006646076859924157
2025-07-04,-34.399993896484375,2,2,False,,25512.900390625,25552.0,0.0053753948168638295
2025-07-07,-22.300003051757812,2,2,False,,25489.900390625,25541.099609375,0.0030201445361989474
2025-07-08,-33.05000686645508,2,2,False,,25526.099609375,25625.0,0.004516261473943518
2025-07-09,-23.75,2,2,False,,25592.0,25550.0,0.0043466313072962216
2025-07-10,-17.449997901916504,2,2,False,,25550.900390625,25414.0,0.005630597490754638
2025-07-11,-28.25,2,2,False,,25331.30078125,25208.0,0.006851552803712085
2025-07-14,-33.15000534057617,2,2,False,,25170.19921875,25173.0,0.004511305770493108
2025-07-15,-29.300006866455078,2,2,False,,25206.5,25283.0,0.005826258680962097
2025-07-16,-18.550003051757812,2,2,False,,25222.0,25236.69921875,0.0049552049472766195
2025-07-17,-32.300002098083496,2,2,False,,25256.099609375,25170.5,0.003890626056009229
2025-07-18,-42.75000762939453,2,2,False,,25161.0,25026.099609375,0.007179609907861673
2025-07-21,-25.399993896484375,2,2,False,,24999.400390625,25139.69921875,0.008576870413698274
2025-07-22,-20.650001525878906,2,2,False,,25184.0,25095.0,0.00462353804720137
2025-07-23,-27.74999237060547,2,2,False,,25155.0,25254.0,0.005637381396641391
2025-07-24,-23.5,2,2,False,,25253.0,25082.0,0.007951337812586967
2025-07-25,-14.699996948242188,2,2,False,,24974.80078125,24846.80078125,0.0074215224150035106
2025-07-28,-11.150001525878906,2,2,False,,24771.400390625,24706.19921875,0.010060382455822019
2025-07-29,-31.049991607666016,2,2,False,,24665.0,24843.30078125,0.008930194969188806
2025-07-30,-13.899993896484375,2,2,False,,24820.0,24860.0,0.004792827649237075
2025-07-31,-38.149996757507324,2,2,False,,24690.099609375,24766.80078125,0.012657207352466946
2025-08-01,-13.699996948242188,2,2,False,,24788.30078125,24618.0,0.00986735684244581
2025-08-04,-30.900001525878906,2,2,False,,24686.19921875,24800.0,0.006487534355789813
2025-08-05,-34.100006103515625,2,2,False,,24771.0,24713.900390625,0.004807490535939639
2025-08-06,-25.499996185302734,2,2,False,,24705.0,24630.0,0.004627740721466916
2025-08-07,-48.05000305175781,2,2,False,,24565.0,24710.0,0.012327286257655654
2025-08-08,-18.25000762939453,2,2,False,,24643.0,24430.0,0.009577177789098319
2025-08-11,-18.599990844726562,2,2,False,,24424.900390625,24614.0,0.008930284054902551
2025-08-12,-39.10000991821289,2,2,False,,24610.0,24550.0,0.008709677649383775
2025-08-13,-18.200000762939453,2,2,False,,24647.900390625,24715.0,0.004862236628849271
2025-08-14,-34.350003242492676,2,2,False,,24712.900390625,24671.0,0.003197539109141319
2025-08-18,-30.599990844726562,2,2,False,,24975.0,24973.099609375,0.005846916305065088
2025-08-19,-41.549991607666016,2,2,False,,24946.099609375,25036.0,0.005273317857161556
2025-08-20,-26.800003051757812,2,2,False,,24988.0,25075.19921875,0.005600150851908379
2025-08-21,-22.199997901916504,2,2,False,,25122.0,25110.400390625,0.0034141546827350325
2025-08-22,-27.100006103515625,2,2,False,,25060.099609375,24890.0,0.006810781588234289
2025-08-25,-30.150009155273438,2,2,False,,24940.19921875,24992.19921875,0.0045327915694049785
2025-08-26,-30.85000228881836,2,2,False,,24917.5,24724.099609375,0.008030541903788218
2025-08-28,-42.95000076293945,2,2,False,,24606.5,24500.0,0.008558149437722233
2025-08-29,-36.44999694824219,2,2,False,,24691.0,24574.599609375,0.006578145937385796
2025-09-01,5.950018882751465,2,2,False,,24642.19921875,24759.69921875,0.005045049775728775
2025-09-02,-6.149996995925903,2,2,False,,24785.0,24682.19921875,0.008401632194100122
2025-09-03,-18.95000457763672,2,2,False,,24686.0,24820.0,0.0076115415317712185
2025-09-04,11.150005340576172,2,2,False,,24964.30078125,24835.0,0.008908149753220176
2025-09-05,-19.149993896484375,2,2,False,,24892.900390625,24849.599609375,0.00801227777695385
2025-09-08,-30.099994659423828,2,2,False,,24895.69921875,24900.0,0.004377563542910393
2025-09-09,-12.550002098083496,2,2,False,,24951.400390625,24961.0,0.0020928996542870573
2025-09-10,-24.449996948242188,2,2,False,,25027.30078125,25079.0,0.0036373621451509562
2025-09-11,-25.25,2,2,False,,25061.0,25110.0,0.0024716951044490513
2025-09-12,-20.150005340576172,2,2,False,,25152.80078125,25210.099609375,0.0034791517733031496
2025-09-15,-33.44999694824219,2,2,False,,25188.0,25169.0,0.001886811189783414
2025-09-16,-30.600006103515625,2,2,False,,25159.80078125,25351.099609375,0.007765383226646936
2025-09-17,-25.350006103515625,2,2,False,,25395.099609375,25424.30078125,0.002944054885583671
2025-09-18,-30.650001525878906,2,2,False,,25487.69921875,25510.0,0.0034889510354539346
2025-09-19,-24.549999237060547,2,2,False,,25453.19921875,25426.69921875,0.0039838134799657175
2025-09-22,0.0,0,0,True,vix_event_0.059,25324.0,25276.0,0.005619461610565248
2025-09-23,-41.60000038146973,2,2,False,,25290.0,25252.0,0.006717827160639002
2025-09-24,-28.949996948242188,2,2,False,,25156.599609375,25113.0,0.004423093342154556
2025-09-25,-27.550010681152344,2,2,False,,25054.900390625,24962.0,0.006812729798597169
2025-09-26,0.0,0,0,True,vix_event_0.060,24878.5,24700.0,0.009149269299956748
2025-09-29,-24.750003814697266,2,2,False,,24763.30078125,24695.0,0.007580517097952559
2025-09-30,-21.25,2,2,False,,24726.80078125,24609.69921875,0.006202996087652794
2025-10-01,0.0,0,0,True,vix_event_0.070,24758.0,24986.5,0.009590927826760097
2025-10-03,-0.2500038146972656,2,2,False,,24932.5,25007.099609375,0.005186242855393313
2025-10-06,-19.299999237060547,2,2,False,,25009.0,25181.099609375,0.008753076608804831
2025-10-07,-59.84999370574951,2,2,False,,25211.0,25229.0,0.00524820026340024
2025-10-08,-12.799995422363281,2,2,False,,25199.19921875,25112.5,0.007669861757483714
2025-10-09,-19.599998474121094,2,2,False,,25155.0,25280.0,0.006335724268684734
2025-10-10,-18.04998779296875,2,2,False,,25284.69921875,25415.0,0.007015137937335766
2025-10-13,0.0,0,0,True,vix_event_0.090,25316.599609375,25321.900390625,0.003978675190843277
2025-10-14,-9.9500093460083,2,2,False,,25354.19921875,25185.5,0.009429743299455631
2025-10-15,0.0,0,0,True,vix_event_0.056,25320.400390625,25433.599609375,0.005948746232789017
2025-10-16,-28.75,2,2,False,,25499.0,25648.400390625,0.00804052426058734
2025-10-17,0.0,0,0,True,vix_event_0.070,25599.0,25751.19921875,0.009590850855245579
2025-10-20,-52.299994468688965,2,2,False,,25966.0,25930.19921875,0.00469402314817869
2025-10-21,0.0,0,0,True,insufficient_fut_bars,0.0,0.0,0.0
2025-10-23,-39.59999084472656,2,2,False,,26096.099609375,25950.0,0.008653523288722598
2025-10-24,-16.949993133544922,2,2,False,,25960.0,25817.900390625,0.009529055888975868
2025-10-27,-18.550010681152344,2,2,False,,25917.400390625,26036.69921875,0.005591093782099909
2025-10-28,-4.450004577636719,2,2,False,,26028.5,25934.900390625,0.009254943229143355
2025-10-29,-34.850006103515625,2,2,False,,26186.0,26261.30078125,0.005724098454493417
2025-10-30,-21.349998474121094,2,2,False,,26153.0,26037.400390625,0.005329039431057949
2025-10-31,-53.499996185302734,2,2,False,,25979.400390625,25907.099609375,0.008187327372205906
2025-11-03,-31.550006866455078,2,2,False,,25846.400390625,25904.400390625,0.005218904030153668
2025-11-04,-2.449993133544922,2,2,False,,25899.0,25695.30078125,0.008127829317855387
2025-11-06,-9.299995422363281,2,2,False,,25779.900390625,25637.19921875,0.007532150011540665
2025-11-07,-14.500007629394531,2,2,False,,25491.69921875,25605.0,0.008727655433616498
2025-11-10,-24.500003814697266,2,2,False,,25677.400390625,25694.80078125,0.004843648364649846
2025-11-11,-40.05000019073486,2,2,False,,25710.900390625,25831.900390625,0.010572838695844793
2025-11-12,-24.199996948242188,2,2,False,,25944.0,25979.099609375,0.004610527901156589
2025-11-13,-36.300010681152344,2,2,False,,25927.099609375,25951.0,0.007231881827973534
2025-11-14,-18.599998474121094,2,2,False,,25907.30078125,25971.599609375,0.006033649436568608
2025-11-17,-6.099987030029297,2,2,False,,26000.0,26061.80078125,0.0036454512269063996
2025-11-18,-53.349998474121094,2,2,False,,25975.099609375,25933.900390625,0.004723497357985866
2025-11-19,-21.149986267089844,2,2,False,,25923.0,26078.0,0.007525435362106957
2025-11-20,-25.79999542236328,2,2,False,,26134.0,26235.5,0.006739089663648787
2025-11-21,0.0,0,0,True,vix_event_0.123,26142.0,26074.0,0.004963963665971673
2025-11-24,-25.799999237060547,2,2,False,,26130.80078125,25962.099609375,0.007930082554728797
2025-11-25,0.0,0,0,True,vix_event_0.076,25948.30078125,25883.099609375,0.005964750490508876
2025-11-26,-27.349998474121094,2,2,False,,26152.30078125,26390.0,0.00904791816177278
2025-11-27,-26.099998474121094,2,2,False,,26430.0,26393.30078125,0.006539865477268063
2025-11-28,-7.75,2,2,False,,26389.0,26396.0,0.003350692670226679
2025-12-01,-39.65000247955322,2,2,False,,26465.0,26330.099609375,0.006514104932280894
2025-12-02,-16.84999394416809,2,2,False,,26275.0,26228.900390625,0.004701020952880675
2025-12-03,-24.15001678466797,2,2,False,,26161.099609375,26142.69921875,0.0048249612766043375
2025-12-04,-26.599998474121094,2,2,False,,26082.400390625,26185.099609375,0.006192755333378379
2025-12-05,-9.349998474121094,2,2,False,,26172.0,26336.099609375,0.0078293087526894
2025-12-08,0.0,0,0,True,vix_event_0.078,26302.0,26049.0,0.010570176999542559
2025-12-09,16.050004959106445,2,2,False,,25981.0,25960.0,0.0063104665889740725
2025-12-10,-34.25,2,2,False,,25942.19921875,25855.0,0.008191633594698211
2025-12-11,-31.0,2,2,False,,25880.0,26010.099609375,0.008602565338991223
2025-12-12,-33.350013732910156,2,2,False,,26091.0,26148.0,0.004137613975940541
2025-12-15,-7.5,2,2,False,,26051.400390625,26103.30078125,0.00528410238576076
2025-12-16,-31.099998474121094,2,2,False,,26024.0,25932.0,0.0038030140085125387
2025-12-17,-24.849998474121094,2,2,False,,25936.400390625,25910.0,0.005552984729291994
2025-12-18,-24.79999542236328,2,2,False,,25842.0,25882.19921875,0.006674318613959008
2025-12-19,-25.800018310546875,2,2,False,,25972.80078125,26037.0,0.0029461727942851506
2025-12-22,-23.69999885559082,2,2,False,,26156.900390625,26201.400390625,0.0017990374124060321
2025-12-23,-33.94999980926514,2,2,False,,26226.80078125,26196.30078125,0.0033762067580911945
2025-12-24,-31.900009155273438,2,2,False,,26172.0,26164.099609375,0.004299388293506756
2025-12-26,-26.75000762939453,2,2,False,,26108.80078125,26058.0,0.0037900471368213303
2025-12-29,0.0,0,0,True,vix_event_0.062,26072.80078125,25955.80078125,0.006207062214748979
2025-12-30,-24.85000514984131,2,2,False,,25905.30078125,25937.400390625,0.003674934101006988
2025-12-31,-30.900001525878906,2,2,False,,26159.30078125,26304.80078125,0.007040921718495363
2026-01-01,-18.850000381469727,2,2,False,,26333.0,26291.0,0.0026770448915065265
2026-01-02,-30.85000228881836,2,2,False,,26327.599609375,26477.400390625,0.006076416795652563
2026-01-05,0.0,0,0,True,vix_event_0.060,26462.5,26329.0,0.007270799409247548
2026-01-06,-50.149993896484375,2,2,False,,26371.400390625,26281.900390625,0.005158902683465605
2026-01-07,-23.200000762939453,2,2,False,,26216.0,26237.5,0.00399353657068946
2026-01-08,0.0,0,0,True,vix_event_0.065,26184.0,25965.0,0.009120566050910212
2026-01-09,-39.450008392333984,2,2,False,,26005.0,25810.80078125,0.011125016070914213
2026-01-12,-7.5999908447265625,2,2,False,,25735.0,25880.0,0.012584985189950089
2026-01-13,-55.39999485015869,2,2,False,,25904.099609375,25780.400390625,0.009505098441768648
2026-01-14,-24.350006103515625,2,2,False,,25730.0,25728.0,0.006676759442568223
2026-01-16,-19.650001525878906,2,2,False,,25784.0,25749.400390625,0.008475068206884541
2026-01-19,-27.600006103515625,2,2,False,,25595.0,25574.0,0.00526450398766078
2026-01-20,0.0,0,0,True,vix_event_0.076,25577.599609375,25267.599609375,0.014752220770305111
2026-01-21,0.0,0,0,True,vix_event_0.082,25224.0,25188.0,0.014739736457258469
2026-01-22,-34.05000305175781,2,2,False,,25344.0,25375.0,0.0105786689823952
2026-01-23,0.0,0,0,True,vix_event_0.063,25335.099609375,25080.0,0.01227456151657264
2026-01-27,-25.399999618530273,2,2,False,,25135.5,25173.900390625,0.009349054629177423
2026-01-28,0.0,0,0,True,vix_event_0.064,25447.900390625,25456.0,0.00717884939821817
2026-01-29,-43.34999084472656,2,2,False,,25370.599609375,25539.0,0.01171391583721083
2026-01-30,-30.79998779296875,2,2,False,,25370.80078125,25413.80078125,0.005896637250411598
2026-02-02,0.0,0,0,True,load_error,0.0,0.0,0.0
2026-02-03,0.0,0,0,True,vix_event_0.070,25840.0,25823.099609375,0.008221345832801553
2026-02-04,0.0,0,0,True,vix_event_0.050,25746.599609375,25830.0,0.006133416654002313
