date,daily_pnl,n_trades,max_intraday_dd,notional
2024-10-29,-91.76220703125,1,91.76220703125,24346.099609375
2024-10-30,38.94264620841932,2,0.0,24417.69921875
2024-10-31,-26.294356814123603,1,26.294356814123603,24422.0
2024-11-04,0.0,0,0.0,24314.099609375
2024-11-05,0.0,0,0.0,24060.849609375
2024-11-06,0.0,0,0.0,24369.19921875
2024-11-07,0.701171875,1,0.0,24542.75
2024-11-08,69.548828125,1,0.0,24215.0
2024-11-11,83.650390625,1,0.0,24106.150390625
2024-11-12,-124.71445550895078,3,124.71445550895078,24299.0
2024-11-13,-66.0,1,66.0,23915.0
2024-11-14,-56.20109229792797,3,87.45109229792797,23680.0
2024-11-18,0.0,0,0.0,23619.900390625
2024-11-19,0.0,0,0.0,23601.69921875
2024-11-21,0.0,0,0.0,23400.0
2024-11-22,-94.849609375,2,94.849609375,23433.30078125
2024-11-25,0.0,0,0.0,24297.19921875
2024-11-26,117.31345604241142,3,0.0,24282.150390625
2024-11-27,-6.887497872299718,1,6.887497872299718,24195.0
2024-11-28,119.64321331094106,3,30.856786689058936,24464.599609375
2024-11-29,-6.201171875,2,14.30078125,24129.55078125
2024-12-02,-52.099609375,1,52.099609375,24215.099609375
2024-12-03,0.0,0,0.0,24466.05078125
2024-12-04,80.1484375,1,0.0,24560.0
2024-12-05,-29.493115744193346,3,39.54194386919335,24580.400390625
2024-12-06,-70.92529296875,2,70.92529296875,24780.44921875
2024-12-09,-50.2119140625,1,50.2119140625,24743.400390625
2024-12-10,-40.954347653125296,2,40.954347653125296,24717.0
2024-12-11,-6.2680625965076615,3,42.41088659939851,24690.94921875
2024-12-12,20.3515625,1,0.0,24723.849609375
2024-12-13,114.69921875,3,0.0,24569.099609375
2024-12-16,0.0,0,0.0,24795.55078125
2024-12-17,-45.05148618417297,3,65.35031430917297,24656.849609375
2024-12-18,0.0,0,0.0,24370.0
2024-12-19,0.0,0,0.0,23990.0
2024-12-20,155.44921875,2,0.0,23956.349609375
2024-12-23,0.0,0,0.0,23787.0
2024-12-24,5.72509765625,2,38.17529296875,23760.05078125
2024-12-26,0.0,0,0.0,23975.55078125
2024-12-27,0.0,0,0.0,23974.44921875
2024-12-30,0.0,0,0.0,23942.150390625
2024-12-31,31.05078125,1,0.0,23689.650390625
2025-01-01,0.0,0,0.0,23770.0
2025-01-02,-62.0744870039307,3,62.0744870039307,23904.0
2025-01-03,-26.30596623555175,1,26.30596623555175,24232.0
2025-01-06,-77.90254557678054,3,88.55293620178054,24117.400390625
2025-01-07,-18.150390625,1,18.150390625,23833.0
2025-01-08,55.900390625,1,0.0,23764.80078125
2025-01-09,23.2687225380796,1,0.0,23721.150390625
2025-01-10,100.75,1,0.0,23622.150390625
2025-01-13,0.0,0,0.0,23300.0
2025-01-14,0.0,0,0.0,23265.0
2025-01-15,9.1015625,1,0.0,23294.599609375
2025-01-16,0.0,0,0.0,23387.94921875
2025-01-17,-7.75,1,7.75,23287.94921875
2025-01-20,24.201171875,1,0.0,23305.0
2025-01-21,112.50520327333288,3,29.14518735166712,23423.75
2025-01-22,0.0,0,0.0,23125.0
2025-01-23,54.5,2,0.0,23141.19921875
2025-01-24,68.17132549465168,1,0.0,23281.900390625
2025-01-27,-31.020993360532884,1,31.020993360532884,22975.19921875
2025-01-28,132.40321820844474,3,18.051403699497314,22944.94921875
2025-01-29,-53.75380155712628,3,53.75380155712628,23026.5
2025-01-30,-70.94757568827481,2,70.94757568827481,23277.55078125
2025-01-31,-12.012114479683078,3,39.89966045293113,23425.0
2025-02-01,-8.973078885097493,3,77.30078125,23615.0
2025-02-03,0.0,0,0.0,23372.30078125
2025-02-04,88.81898812981308,2,0.0,23550.0
2025-02-05,23.590207231882232,1,0.0,23830.849609375
2025-02-06,3.8144516079628374,3,22.339313783999387,23796.19921875
2025-02-07,-184.69921875,3,184.69921875,23696.849609375
2025-02-10,0.0,0,0.0,23565.0
2025-02-11,0.0,0,0.0,23420.099609375
2025-02-12,121.849609375,2,0.0,23140.19921875
2025-02-13,0.0,0,0.0,23173.0
2025-02-14,73.25,1,0.0,23195.0
2025-02-17,-54.849609375,1,54.849609375,22852.099609375
2025-02-18,16.0,1,0.0,23003.44921875
2025-02-19,-36.63720703125,1,36.63720703125,22894.0
2025-02-20,23.413281924822513,1,0.0,22909.55078125
2025-02-21,82.2475710804465,3,17.87243465464053,22914.80078125
2025-02-24,0.0,0,0.0,22720.150390625
2025-02-25,0.0,0,0.0,22592.80078125
2025-02-27,14.920639187490451,1,0.0,22709.30078125
2025-02-28,-14.0,1,14.0,22513.30078125
2025-03-03,64.08493715597069,2,0.0,22348.900390625
2025-03-04,0.0,0,0.0,22118.0
2025-03-05,0.0,0,0.0,22223.0
2025-03-06,0.0,0,0.0,22536.55078125
2025-03-07,0.0,0,0.0,22585.0
2025-03-10,-48.52780334530689,1,48.52780334530689,22622.0
2025-03-11,0.0,0,0.0,22403.5
2025-03-12,0.0,0,0.0,22603.0
2025-03-13,0.0,0,0.0,22544.30078125
2025-03-17,0.0,0,0.0,22567.0
2025-03-18,-45.831849469766894,3,45.831849469766894,22680.05078125
2025-03-19,34.78913708843902,1,0.0,22910.94921875
2025-03-20,-28.677005813540745,2,31.376224563540745,23036.0
2025-03-21,-69.86111606430495,3,69.86111606430495,23193.849609375
2025-03-24,0.0,0,0.0,23485.69921875
2025-03-25,0.0,0,0.0,23771.55078125
2025-03-26,1.1299601658902247,2,24.870039834109775,23692.849609375
2025-03-27,0.0,0,0.0,23622.75
2025-03-28,0.0,0,0.0,23765.05078125
2025-04-01,138.599609375,2,0.0,23541.94921875
2025-04-02,-34.650390625,1,34.650390625,23335.150390625
2025-04-03,0.0,0,0.0,23285.0
2025-04-04,-73.55078125,1,73.55078125,23186.650390625
2025-04-07,-18.80078125,2,87.900390625,22152.94921875
2025-04-08,90.451171875,3,70.599609375,22612.75
2025-04-09,0.0,0,0.0,22479.94921875
2025-04-11,-74.05078125,1,74.05078125,22816.599609375
2025-04-15,0.0,0,0.0,23339.900390625
2025-04-16,-14.649344351015316,1,14.649344351015316,23299.69921875
2025-04-17,-65.0,1,65.0,23404.0
2025-04-21,0.0,0,0.0,23959.0
2025-04-22,0.0,0,0.0,24135.0
2025-04-23,0.0,0,0.0,24284.400390625
2025-04-24,-46.94970703125,1,46.94970703125,24406.0
2025-04-25,81.900390625,1,0.0,24479.69921875
2025-04-28,0.0,0,0.0,24227.5
2025-04-29,0.0,0,0.0,24537.400390625
2025-04-30,0.0,0,0.0,24364.0
2025-05-02,0.0,0,0.0,24516.900390625
2025-05-05,0.0,0,0.0,24524.0
2025-05-06,21.30078125,3,4.599609375,24554.19921875
2025-05-07,0.0,0,0.0,24423.0
2025-05-08,-46.5925138554594,2,46.5925138554594,24509.5
2025-05-09,0.0,0,0.0,24152.80078125
2025-05-12,22.5,1,0.0,24580.900390625
2025-05-13,-92.5,1,92.5,25032.0
2025-05-14,0.0,0,0.0,24671.0
2025-05-15,-106.75,2,106.75,24715.0
2025-05-16,0.0,0,0.0,25080.30078125
2025-05-19,-21.852220286466036,1,21.852220286466036,25028.0
2025-05-20,-130.9932089375434,3,130.9932089375434,25040.0
2025-05-21,-9.0,1,9.0,24788.69921875
2025-05-22,0.0,0,0.0,24743.0
2025-05-23,-4.201171875,1,4.201171875,24680.0
2025-05-26,0.0,0,0.0,25021.5
2025-05-27,17.298828125,3,86.5,24950.0
2025-05-28,0.0,0,0.0,24821.19921875
2025-05-29,0.0,0,0.0,24982.0
2025-05-30,0.0,0,0.0,24931.69921875
2025-06-02,0.0,0,0.0,24692.099609375
2025-06-03,0.0,0,0.0,24908.80078125
2025-06-04,15.599609375,1,0.0,24698.0
2025-06-05,0.0,0,0.0,24755.099609375
2025-06-06,-124.81563382027161,2,124.81563382027161,24827.400390625
2025-06-09,0.0,0,0.0,25187.599609375
2025-06-10,0.0,0,0.0,25218.099609375
2025-06-11,-1.8170050119042571,3,14.23170069347907,25163.30078125
2025-06-12,69.61343419481636,3,16.687347055183636,25196.099609375
