trade_date,entry_time,exit_time,direction,entry_straddle,exit_straddle,entry_ce,exit_ce,entry_pe,exit_pe,entry_z,exit_z,atm_strike,expiry,pnl_points,pnl_ce,pnl_pe,cost_points,exit_reason,bars_held
2024-11-12,2024-11-12 12:13:00,2024-11-12 12:19:00,-1,279.04999923706055,261.1500015258789,41.04999923706055,44.400001525878906,238.0,216.75,3.6503689945280153,0.4322245116932579,24300.0,2024-11-14 00:00:00,5.899997711181641,-3.3500022888183594,21.25,12.0,target_revert,6
2024-11-13,2024-11-13 10:15:00,2024-11-13 10:25:00,-1,252.4000015258789,228.6500015258789,47.400001525878906,62.349998474121094,205.0,166.3000030517578,2.153154255279926,-0.7758944809545241,23850.0,2024-11-14 00:00:00,11.75,-14.949996948242188,38.69999694824219,12.0,mean_revert,10
2024-11-13,2024-11-13 11:44:00,2024-11-13 11:46:00,-1,245.30000686645508,231.1500015258789,40.70000076293945,45.099998474121094,204.60000610351562,186.0500030517578,2.736235962018114,0.005423350261004283,23850.0,2024-11-14 00:00:00,2.150005340576172,-4.399997711181641,18.550003051757812,12.0,target_revert,2
2024-11-14,2024-11-14 10:53:00,2024-11-14 11:34:00,-1,219.25000619888306,248.24999690055847,5.150000095367432,3.299999952316284,214.10000610351562,244.9499969482422,2.2822238099350303,0.4256847594259894,23750.0,2024-11-14 00:00:00,-40.999990701675415,1.8500001430511475,-30.849990844726562,12.0,target_revert,41
2024-11-14,2024-11-14 12:05:00,2024-11-14 12:14:00,1,238.59999704360962,209.15000295639038,2.6500000953674316,4.599999904632568,235.9499969482422,204.5500030517578,-2.2985392082377567,-3.5094726672061287,23750.0,2024-11-14 00:00:00,-41.44999408721924,1.9499998092651367,-31.399993896484375,12.0,stop_z_trend,9
2024-11-18,2024-11-18 10:48:00,2024-11-18 10:52:00,-1,283.9000015258789,273.2000045776367,88.9000015258789,99.3499984741211,195.0,173.85000610351562,2.6030342374370345,0.0740482661424597,23450.0,2024-11-21 00:00:00,-1.3000030517578125,-10.449996948242188,21.149993896484375,12.0,target_revert,4
2024-11-18,2024-11-18 11:28:00,2024-11-18 12:06:00,1,258.6499938964844,261.1499938964844,120.5,140.9499969482422,138.14999389648438,120.19999694824219,-2.4714756330666416,-0.39953016388817403,23450.0,2024-11-21 00:00:00,-9.5,20.449996948242188,-17.949996948242188,12.0,target_revert,38
2024-11-19,2024-11-19 11:50:00,2024-11-19 11:59:00,1,186.6500015258789,183.6500015258789,102.30000305175781,95.25,84.3499984741211,88.4000015258789,-2.1150864331376527,-3.182533059153982,23750.0,2024-11-21 00:00:00,-15.0,-7.0500030517578125,4.0500030517578125,12.0,stop_z_trend,9
2024-11-19,2024-11-19 11:59:00,2024-11-19 12:45:00,1,183.6500015258789,182.4000015258789,95.25,78.30000305175781,88.4000015258789,104.0999984741211,-3.182533059153982,-0.4283755091525399,23750.0,2024-11-21 00:00:00,-13.25,-16.949996948242188,15.699996948242188,12.0,target_revert,46
2024-11-21,2024-11-21 11:38:00,2024-11-21 11:54:00,1,42.44999885559082,46.05000019073486,31.299999237060547,39.0,11.149999618530273,7.050000190734863,-2.1958595160070726,-0.22609762245211043,23300.0,2024-11-21 00:00:00,-8.399998664855957,7.700000762939453,-4.09999942779541,12.0,target_revert,16
2024-11-21,2024-11-21 12:00:00,2024-11-21 12:01:00,-1,59.04999828338623,60.499999046325684,53.099998474121094,54.54999923706055,5.949999809265137,5.949999809265137,4.357536443091158,4.0612444759753386,23300.0,2024-11-21 00:00:00,-13.450000762939453,-1.4500007629394531,-0.0,12.0,stop_z_trend,1
2024-11-25,2024-11-25 11:24:00,2024-11-25 12:24:00,1,299.4499969482422,289.25,170.5500030517578,141.6999969482422,128.89999389648438,147.5500030517578,-2.2727114025849655,-1.5771447963651553,24300.0,2024-11-28 00:00:00,-22.199996948242188,-28.850006103515625,18.650009155273438,12.0,max_hold,60
2024-11-25,2024-11-25 12:53:00,2024-11-25 12:54:00,-1,305.5499954223633,308.8999938964844,114.8499984741211,107.44999694824219,190.6999969482422,201.4499969482422,4.353177938764958,4.416428483064016,24300.0,2024-11-28 00:00:00,-15.349998474121094,7.400001525878906,-10.75,12.0,stop_z_trend,1
2024-11-26,2024-11-26 11:49:00,2024-11-26 12:13:00,1,237.0500030517578,239.25,130.35000610351562,111.6500015258789,106.69999694824219,127.5999984741211,-2.4990286780020337,-0.18115839646457663,24200.0,2024-11-28 00:00:00,-9.800003051757812,-18.70000457763672,20.900001525878906,12.0,target_revert,24
2024-11-26,2024-11-26 12:20:00,2024-11-26 12:24:00,-1,246.59999084472656,252.5,102.94999694824219,100.80000305175781,143.64999389648438,151.6999969482422,3.5274228987617122,4.938867565579457,24200.0,2024-11-28 00:00:00,-17.900009155273438,2.149993896484375,-8.050003051757812,12.0,stop_z_trend,4
2024-11-27,2024-11-27 11:24:00,2024-11-27 11:41:00,1,157.5,160.9000015258789,79.6500015258789,87.0,77.8499984741211,73.9000015258789,-2.0651222519507915,-0.4768995994082329,24200.0,2024-11-28 00:00:00,-8.599998474121094,7.349998474121094,-3.9499969482421875,12.0,target_revert,17
2024-11-27,2024-11-27 12:00:00,2024-11-27 12:05:00,-1,171.1500015258789,163.25,102.5,82.05000305175781,68.6500015258789,81.19999694824219,2.8021139694731954,0.3571824187741363,24200.0,2024-11-28 00:00:00,-4.099998474121094,20.449996948242188,-12.549995422363281,12.0,target_revert,5
2024-11-29,2024-11-29 10:17:00,2024-11-29 10:21:00,-1,408.00001525878906,395.45001220703125,115.05000305175781,123.0,292.95001220703125,272.45001220703125,2.268412856836409,0.07722466549612271,24200.0,2024-12-05 00:00:00,0.5500030517578125,-7.9499969482421875,20.5,12.0,target_revert,4
2024-11-29,2024-11-29 11:06:00,2024-11-29 12:06:00,1,372.8000030517578,343.3999938964844,159.1999969482422,139.39999389648438,213.60000610351562,204.0,-2.042873194943835,-1.4012530345536758,24200.0,2024-12-05 00:00:00,-41.40000915527344,-19.800003051757812,-9.600006103515625,12.0,max_hold,60
2024-12-02,2024-12-02 10:42:00,2024-12-02 11:04:00,-1,334.9000015258789,326.2999954223633,80.5999984741211,94.3499984741211,254.3000030517578,231.9499969482422,2.8139147462484875,0.4867188897626569,24300.0,2024-12-05 00:00:00,-3.399993896484375,-13.75,22.350006103515625,12.0,target_revert,22
2024-12-02,2024-12-02 13:59:00,2024-12-02 14:06:00,1,321.0,326.8500061035156,149.89999389648438,169.85000610351562,171.10000610351562,157.0,-3.202510595646817,-0.282682133943611,24300.0,2024-12-05 00:00:00,-6.149993896484375,19.95001220703125,-14.100006103515625,12.0,target_revert,7
2024-12-03,2024-12-03 10:18:00,2024-12-03 11:18:00,1,280.8500061035156,263.8999938964844,101.5,129.5,179.35000610351562,134.39999389648438,-2.0084762496076034,-2.065423845566676,24450.0,2024-12-05 00:00:00,-28.95001220703125,28.0,-44.95001220703125,12.0,max_hold,60
2024-12-03,2024-12-03 11:18:00,2024-12-03 11:47:00,1,263.8999938964844,265.6500015258789,129.5,124.5999984741211,134.39999389648438,141.0500030517578,-2.065423845566676,-0.40343529753551344,24450.0,2024-12-05 00:00:00,-10.249992370605469,-4.900001525878906,6.6500091552734375,12.0,target_revert,29
2024-12-04,2024-12-04 11:37:00,2024-12-04 11:49:00,1,237.95000457763672,245.1500015258789,63.650001525878906,58.849998474121094,174.3000030517578,186.3000030517578,-2.4965069762780217,-0.10827983938994926,24650.0,2024-12-05 00:00:00,-4.8000030517578125,-4.8000030517578125,12.0,12.0,target_revert,12
2024-12-04,2024-12-04 11:55:00,2024-12-04 11:56:00,-1,297.49999618530273,316.9999885559082,42.04999923706055,32.70000076293945,255.4499969482422,284.29998779296875,6.901821350079086,5.946929925940288,24650.0,2024-12-05 00:00:00,-31.49999237060547,9.349998474121094,-28.849990844726562,12.0,stop_z_trend,1
2024-12-06,2024-12-06 10:22:00,2024-12-06 11:11:00,1,423.15000915527344,407.5,172.0500030517578,164.64999389648438,251.10000610351562,242.85000610351562,-2.165046197190256,-0.42584531468623166,24800.0,2024-12-12 00:00:00,-27.650009155273438,-7.4000091552734375,-8.25,12.0,target_revert,49
2024-12-06,2024-12-06 11:36:00,2024-12-06 11:50:00,1,398.8000030517578,402.1999969482422,147.5,140.0500030517578,251.3000030517578,262.1499938964844,-2.014791748868752,-0.42276794619578545,24800.0,2024-12-12 00:00:00,-8.600006103515625,-7.4499969482421875,10.849990844726562,12.0,target_revert,14
2024-12-09,2024-12-09 10:26:00,2024-12-09 10:47:00,1,337.8999938964844,327.75,122.94999694824219,139.3000030517578,214.9499969482422,188.4499969482422,-2.548288603464315,-3.4580792274001446,24700.0,2024-12-12 00:00:00,-22.149993896484375,16.350006103515625,-26.5,12.0,stop_z_trend,21
2024-12-09,2024-12-09 10:47:00,2024-12-09 11:47:00,1,327.75,315.75,139.3000030517578,147.64999389648438,188.4499969482422,168.10000610351562,-3.4580792274001446,-1.5421133670319762,24700.0,2024-12-12 00:00:00,-24.0,8.349990844726562,-20.349990844726562,12.0,max_hold,60
2024-12-10,2024-12-10 10:58:00,2024-12-10 11:37:00,1,266.15000915527344,264.9500045776367,73.30000305175781,77.6500015258789,192.85000610351562,187.3000030517578,-2.257585362153103,-0.46335121572092536,24750.0,2024-12-12 00:00:00,-13.200004577636719,4.349998474121094,-5.5500030517578125,12.0,target_revert,39
2024-12-10,2024-12-10 11:52:00,2024-12-10 12:05:00,-1,270.8500061035156,264.65000915527344,73.5,75.05000305175781,197.35000610351562,189.60000610351562,2.1883978631635483,-0.2030944136624206,24750.0,2024-12-12 00:00:00,-5.8000030517578125,-1.5500030517578125,7.75,12.0,target_revert,13
2024-12-11,2024-12-11 10:27:00,2024-12-11 11:27:00,1,180.5,165.5,67.6500015258789,66.75,112.8499984741211,98.75,-2.1381058420705346,-1.6494218292781708,24700.0,2024-12-12 00:00:00,-27.0,-0.9000015258789062,-14.099998474121094,12.0,max_hold,60
2024-12-11,2024-12-11 11:43:00,2024-12-11 12:15:00,1,161.54999542236328,162.1999969482422,72.69999694824219,56.5,88.8499984741211,105.69999694824219,-2.0322427661788773,-0.015509966141744082,24700.0,2024-12-12 00:00:00,-11.349998474121094,-16.199996948242188,16.849998474121094,12.0,target_revert,32
2024-12-12,2024-12-12 10:15:00,2024-12-12 10:36:00,-1,135.09999656677246,127.9000015258789,20.899999618530273,15.75,114.19999694824219,112.1500015258789,2.203293162659284,0.48692870445924064,24700.0,2024-12-12 00:00:00,-4.800004959106445,5.149999618530273,2.0499954223632812,12.0,target_revert,21
2024-12-12,2024-12-12 10:59:00,2024-12-12 11:00:00,-1,141.69999885559082,149.14999389648438,16.100000381469727,15.5,125.5999984741211,133.64999389648438,2.0249329193667354,3.055156074225464,24700.0,2024-12-12 00:00:00,-19.449995040893555,0.6000003814697266,-8.049995422363281,12.0,stop_z_trend,1
2024-12-16,2024-12-16 10:18:00,2024-12-16 11:18:00,-1,340.7000045776367,369.7000045776367,105.9000015258789,104.8499984741211,234.8000030517578,264.8500061035156,2.085267596916042,2.1268534279800506,24800.0,2024-12-19 00:00:00,-41.0,1.0500030517578125,-30.050003051757812,12.0,max_hold,60
2024-12-16,2024-12-16 11:18:00,2024-12-16 11:37:00,-1,369.7000045776367,361.0500030517578,104.8499984741211,116.30000305175781,264.8500061035156,244.75,2.1268534279800506,0.43685679543135925,24800.0,2024-12-19 00:00:00,-3.3499984741210938,-11.450004577636719,20.100006103515625,12.0,target_revert,19
2024-12-17,2024-12-17 10:21:00,2024-12-17 10:24:00,-1,340.1499938964844,344.4000015258789,119.69999694824219,114.0999984741211,220.4499969482422,230.3000030517578,2.9763898154885737,3.1375450607101856,24550.0,2024-12-19 00:00:00,-16.25000762939453,5.599998474121094,-9.850006103515625,12.0,stop_z_trend,3
2024-12-17,2024-12-17 10:24:00,2024-12-17 10:26:00,-1,344.4000015258789,346.5500030517578,114.0999984741211,116.69999694824219,230.3000030517578,229.85000610351562,3.1375450607101856,3.0355426172918687,24550.0,2024-12-19 00:00:00,-14.150001525878906,-2.5999984741210938,0.4499969482421875,12.0,stop_z_trend,2
2024-12-18,2024-12-18 11:26:00,2024-12-18 11:54:00,1,175.64999389648438,178.0,66.69999694824219,56.25,108.94999694824219,121.75,-2.025957650543479,-0.32560247463079,24300.0,2024-12-19 00:00:00,-9.649993896484375,-10.449996948242188,12.800003051757812,12.0,target_revert,28
2024-12-18,2024-12-18 12:27:00,2024-12-18 12:28:00,-1,181.59999465942383,174.75,47.20000076293945,50.599998474121094,134.39999389648438,124.1500015258789,3.063488970244187,-0.14715909491551923,24300.0,2024-12-19 00:00:00,-5.150005340576172,-3.3999977111816406,10.249992370605469,12.0,target_revert,1
2024-12-19,2024-12-19 11:37:00,2024-12-19 12:37:00,1,87.45000076293945,61.44999980926514,19.450000762939453,15.199999809265137,68.0,46.25,-2.043268916497396,-1.2230907923776553,24000.0,2024-12-19 00:00:00,-38.000000953674316,-4.250000953674316,-21.75,12.0,max_hold,60
2024-12-19,2024-12-19 13:31:00,2024-12-19 13:40:00,1,52.55000066757202,56.89999866485596,6.099999904632568,6.800000190734863,46.45000076293945,50.099998474121094,-2.3301133613589875,-0.3331564087883324,24000.0,2024-12-19 00:00:00,-7.6500020027160645,0.7000002861022949,3.6499977111816406,12.0,target_revert,9
2024-12-23,2024-12-23 10:58:00,2024-12-23 10:59:00,-1,247.8000030517578,252.8499984741211,183.10000610351562,190.0,64.69999694824219,62.849998474121094,2.737217054472304,3.1617229647362515,23750.0,2024-12-26 00:00:00,-17.04999542236328,-6.899993896484375,1.8499984741210938,12.0,stop_z_trend,1
2024-12-23,2024-12-23 10:59:00,2024-12-23 11:00:00,-1,252.8499984741211,259.10000228881836,190.0,198.8000030517578,62.849998474121094,60.29999923706055,3.1617229647362515,3.4820627734492438,23750.0,2024-12-26 00:00:00,-18.250003814697266,-8.800003051757812,2.549999237060547,12.0,stop_z_trend,1
2024-12-24,2024-12-24 11:30:00,2024-12-24 12:30:00,1,166.3499984741211,153.4000015258789,109.44999694824219,74.9000015258789,56.900001525878906,78.5,-2.0167531204762694,-1.53189529598624,23800.0,2024-12-26 00:00:00,-24.949996948242188,-34.54999542236328,21.599998474121094,12.0,max_hold,60
2024-12-24,2024-12-24 12:31:00,2024-12-24 13:31:00,1,149.8499984741211,140.5,78.69999694824219,70.80000305175781,71.1500015258789,69.69999694824219,-2.1406799706095336,-0.7994969060734664,23800.0,2024-12-26 00:00:00,-21.349998474121094,-7.899993896484375,-1.4500045776367188,12.0,max_hold,60
2024-12-26,2024-12-26 11:05:00,2024-12-26 11:13:00,1,93.60000038146973,77.99999809265137,15.600000381469727,19.899999618530273,78.0,58.099998474121094,-2.146033070279437,-3.1240462819411374,23800.0,2024-12-26 00:00:00,-27.60000228881836,4.299999237060547,-19.900001525878906,12.0,stop_z_trend,8
2024-12-26,2024-12-26 11:13:00,2024-12-26 12:08:00,1,77.99999809265137,75.30000114440918,19.899999618530273,11.600000381469727,58.099998474121094,63.70000076293945,-3.1240462819411374,-0.22463431247234333,23800.0,2024-12-26 00:00:00,-14.699996948242188,-8.299999237060547,5.600002288818359,12.0,target_revert,55
2024-12-27,2024-12-27 11:22:00,2024-12-27 11:41:00,-1,327.50000762939453,323.1999969482422,69.6500015258789,67.05000305175781,257.8500061035156,256.1499938964844,2.1308571809947146,0.42252521742002425,24100.0,2025-01-02 00:00:00,-7.699989318847656,2.5999984741210938,1.70001220703125,12.0,target_revert,19
2024-12-27,2024-12-27 12:14:00,2024-12-27 12:16:00,-1,337.05001068115234,345.29999923706055,59.849998474121094,58.79999923706055,277.20001220703125,286.5,2.0485813551502305,3.4496380434141165,24100.0,2025-01-02 00:00:00,-20.249988555908203,1.0499992370605469,-9.29998779296875,12.0,stop_z_trend,2
2024-12-30,2024-12-30 10:16:00,2024-12-30 11:00:00,1,251.14999389648438,254.3499984741211,82.25,90.4000015258789,168.89999389648438,163.9499969482422,-2.2533608635543674,0.3646925134044166,23900.0,2025-01-02 00:00:00,-8.799995422363281,8.150001525878906,-4.9499969482421875,12.0,target_revert,44
2024-12-30,2024-12-30 11:50:00,2024-12-30 11:51:00,-1,274.8000030517578,274.59999084472656,157.5500030517578,155.64999389648438,117.25,118.94999694824219,3.7816785171982854,3.3384908446406762,23900.0,2025-01-02 00:00:00,-11.79998779296875,1.9000091552734375,-1.6999969482421875,12.0,stop_z_trend,1
2024-12-31,2024-12-31 12:06:00,2024-12-31 12:12:00,-1,285.9500045776367,280.3999938964844,115.3499984741211,126.75,170.60000610351562,153.64999389648438,2.7271910814795017,0.28915527658103096,23650.0,2025-01-02 00:00:00,-6.449989318847656,-11.400001525878906,16.95001220703125,12.0,target_revert,6
2024-12-31,2024-12-31 12:39:00,2024-12-31 13:39:00,1,276.3999938964844,279.9499969482422,129.39999389648438,162.39999389648438,147.0,117.55000305175781,-2.212132229040261,1.6730607729505573,23650.0,2025-01-02 00:00:00,-8.449996948242188,33.0,-29.449996948242188,12.0,mean_revert,60
2025-01-01,2025-01-01 10:50:00,2025-01-01 11:39:00,-1,277.75,275.75000762939453,157.6999969482422,124.4000015258789,120.05000305175781,151.35000610351562,3.1090307074507186,0.44845294575840233,23750.0,2025-01-02 00:00:00,-10.000007629394531,33.29999542236328,-31.300003051757812,12.0,target_revert,49
2025-01-01,2025-01-01 12:01:00,2025-01-01 12:15:00,1,265.3000030517578,270.0500030517578,123.0,145.0,142.3000030517578,125.05000305175781,-2.6225005633429235,-0.42068694708997817,23750.0,2025-01-02 00:00:00,-7.25,22.0,-17.25,12.0,target_revert,14
2025-01-02,2025-01-02 10:56:00,2025-01-02 11:38:00,1,184.1999969482422,178.54999542236328,87.5,96.5999984741211,96.69999694824219,81.94999694824219,-2.185200999874166,-0.48863742521672227,23950.0,2025-01-02 00:00:00,-17.650001525878906,9.099998474121094,-14.75,12.0,target_revert,42
2025-01-02,2025-01-02 12:00:00,2025-01-02 12:13:00,1,161.8499984741211,174.8499984741211,92.0,90.3499984741211,69.8499984741211,84.5,-3.2476262237090654,0.06532303373415205,23950.0,2025-01-02 00:00:00,1.0,-1.6500015258789062,14.650001525878906,12.0,target_revert,13
2025-01-03,2025-01-03 11:06:00,2025-01-03 11:07:00,1,345.75000762939453,342.9000015258789,113.6500015258789,118.4000015258789,232.10000610351562,224.5,-2.8824093503217383,-3.224992292559313,24150.0,2025-01-09 00:00:00,-14.850006103515625,4.75,-7.600006103515625,12.0,stop_z_trend,1
2025-01-03,2025-01-03 11:07:00,2025-01-03 12:07:00,1,342.9000015258789,322.3000030517578,118.4000015258789,132.6999969482422,224.5,189.60000610351562,-3.224992292559313,-0.5235736008470135,24150.0,2025-01-09 00:00:00,-32.599998474121094,14.299995422363281,-34.899993896484375,12.0,max_hold,60
2025-01-07,2025-01-07 10:25:00,2025-01-07 10:54:00,1,280.8999938964844,283.1500015258789,129.75,121.9000015258789,151.14999389648438,161.25,-2.1654449887980807,-0.43755347393156113,23750.0,2025-01-09 00:00:00,-9.749992370605469,-7.849998474121094,10.100006103515625,12.0,target_revert,29
2025-01-07,2025-01-07 12:31:00,2025-01-07 13:19:00,1,254.6500015258789,246.6999969482422,115.9000015258789,108.75,138.75,137.9499969482422,-2.078379944987575,-0.49017120734428027,23750.0,2025-01-09 00:00:00,-19.95000457763672,-7.150001525878906,-0.8000030517578125,12.0,target_revert,48
2025-01-08,2025-01-08 10:26:00,2025-01-08 11:13:00,-1,226.59999465942383,234.85000038146973,32.20000076293945,25.100000381469727,194.39999389648438,209.75,2.2864539298522337,0.3885747257208425,23750.0,2025-01-09 00:00:00,-20.2500057220459,7.100000381469727,-15.350006103515625,12.0,target_revert,47
2025-01-08,2025-01-08 11:36:00,2025-01-08 11:47:00,1,216.09999465942383,236.40000534057617,28.700000762939453,20.799999237060547,187.39999389648438,215.60000610351562,-2.1907096414398546,-0.11932548189672144,23750.0,2025-01-09 00:00:00,8.300010681152344,-7.900001525878906,28.20001220703125,12.0,target_revert,11
2025-01-09,2025-01-09 10:15:00,2025-01-09 10:43:00,1,115.25000381469727,116.85000133514404,17.450000762939453,12.449999809265137,97.80000305175781,104.4000015258789,-2.280170564739974,-0.477385132087939,23700.0,2025-01-09 00:00:00,-10.400002479553223,-5.000000953674316,6.599998474121094,12.0,target_revert,28
2025-01-09,2025-01-09 10:47:00,2025-01-09 10:48:00,-1,186.95000648498535,172.8499937057495,10.850000381469727,9.949999809265137,176.10000610351562,162.89999389648438,4.701503817981245,3.3393928364449175,23700.0,2025-01-09 00:00:00,2.10001277923584,0.9000005722045898,13.20001220703125,12.0,stop_z_trend,1
2025-01-10,2025-01-10 11:15:00,2025-01-10 11:16:00,-1,394.25000762939453,393.49999237060547,283.6000061035156,278.8999938964844,110.6500015258789,114.5999984741211,3.3774630884301926,3.064125675671162,23450.0,2025-01-16 00:00:00,-11.249984741210938,4.70001220703125,-3.9499969482421875,12.0,stop_z_trend,1
2025-01-10,2025-01-10 11:16:00,2025-01-10 11:18:00,-1,393.49999237060547,398.30001068115234,278.8999938964844,286.70001220703125,114.5999984741211,111.5999984741211,3.064125675671162,3.324582314099319,23450.0,2025-01-16 00:00:00,-16.800018310546875,-7.800018310546875,3.0,12.0,stop_z_trend,2
2025-01-13,2025-01-13 10:59:00,2025-01-13 11:05:00,1,309.79998779296875,303.79998779296875,160.14999389648438,152.14999389648438,149.64999389648438,151.64999389648438,-2.440804878844741,-3.0513360496921362,23300.0,2025-01-16 00:00:00,-18.0,-8.0,2.0,12.0,stop_z_trend,6
2025-01-13,2025-01-13 11:05:00,2025-01-13 12:05:00,1,303.79998779296875,286.9000015258789,152.14999389648438,114.3499984741211,151.64999389648438,172.5500030517578,-3.0513360496921362,-1.661618995345217,23300.0,2025-01-16 00:00:00,-28.899986267089844,-37.79999542236328,20.900009155273438,12.0,max_hold,60
