ts,close,hydra_score
2026-01-21 14:00:00+00:00,88700.96,0.0031578616830659338
2026-01-21 14:01:00+00:00,88687.28,0.0018347123623919993
2026-01-21 14:02:00+00:00,88629.7,0.002017659957435719
2026-01-21 14:03:00+00:00,88698.08,0.002447265271262428
2026-01-21 14:04:00+00:00,88816.09,0.008979906854545588
2026-01-21 14:05:00+00:00,89279.09,0.015180979945763857
2026-01-21 14:06:00+00:00,89251.78,0.005525408478221143
2026-01-21 14:07:00+00:00,89179.61,0.0035419430683206977
2026-01-21 14:08:00+00:00,89224.84,0.003322625359574581
2026-01-21 14:09:00+00:00,89133.39,0.0031110801376243364
2026-01-21 14:10:00+00:00,89384.01,0.009915481152416361
2026-01-21 14:11:00+00:00,89459.99,0.004500607648732866
2026-01-21 14:12:00+00:00,89417.87,0.004347510469351219
2026-01-21 14:13:00+00:00,89636.08,0.009920704583407916
2026-01-21 14:14:00+00:00,89578.8,0.0036907461258733525
2026-01-21 14:15:00+00:00,89455.07,0.005531782005317676
2026-01-21 14:16:00+00:00,89567.09,0.006279405669683544
2026-01-21 14:17:00+00:00,89542.3,0.002534298898867601
2026-01-21 14:18:00+00:00,89634.48,0.003242390576527014
2026-01-21 14:19:00+00:00,89516.31,0.004916981213035956
2026-01-21 14:20:00+00:00,89439.6,0.004369731949528508
2026-01-21 14:21:00+00:00,89462.08,0.0041269138113651125
2026-01-21 14:22:00+00:00,89582.96,0.005229622320039861
2026-01-21 14:23:00+00:00,89682.01,0.004761210180355168
2026-01-21 14:24:00+00:00,89672.48,0.004354055101995274
2026-01-21 14:25:00+00:00,89475.26,0.006841001033844077
2026-01-21 14:26:00+00:00,89415.27,0.0022658168812788476
2026-01-21 14:27:00+00:00,89380.71,0.002188079464845062
2026-01-21 14:28:00+00:00,89399.98,0.0022037621786645204
2026-01-21 14:29:00+00:00,89594.54,0.00925071966207208
2026-01-21 14:30:00+00:00,89872.62,0.013954949479055938
2026-01-21 14:31:00+00:00,89737.44,0.007003662899569454
2026-01-21 14:32:00+00:00,89746.82,0.006285077542760741
2026-01-21 14:33:00+00:00,89909.99,0.006317799023360441
2026-01-21 14:34:00+00:00,89934.72,0.003455097797703896
2026-01-21 14:35:00+00:00,89624.86,0.00994973851723313
2026-01-21 14:36:00+00:00,89525.15,0.00563283153568096
2026-01-21 14:37:00+00:00,89550.6,0.003627419392865862
2026-01-21 14:38:00+00:00,89809.87,0.010229442274488163
2026-01-21 14:39:00+00:00,89790.49,0.00431618332239146
2026-01-21 14:40:00+00:00,89608.25,0.00635762510334135
2026-01-21 14:41:00+00:00,89732.19,0.004537383599845308
2026-01-21 14:42:00+00:00,89717.37,0.004176441186106347
2026-01-21 14:43:00+00:00,89692.01,0.0027721949005480345
2026-01-21 14:44:00+00:00,89670.01,0.0035399179443870357
2026-01-21 14:45:00+00:00,89555.01,0.005077553472159477
2026-01-21 14:46:00+00:00,89487.63,0.0027766631823893544
2026-01-21 14:47:00+00:00,89732.78,0.008043881914034755
2026-01-21 14:48:00+00:00,89585.6,0.006338486424279897
2026-01-21 14:49:00+00:00,89564.44,0.0035025486243827086
2026-01-21 14:50:00+00:00,89531.62,0.004005572248757797
2026-01-21 14:51:00+00:00,89492.86,0.004766925952904091
2026-01-21 14:52:00+00:00,89491.06,0.004072842324475787
2026-01-21 14:53:00+00:00,89595.55,0.005703660376720951
2026-01-21 14:54:00+00:00,89660.86,0.0030150459845834075
2026-01-21 14:55:00+00:00,89670.0,0.003660056053615883
2026-01-21 14:56:00+00:00,89792.58,0.006695784638559752
2026-01-21 14:57:00+00:00,89885.95,0.0040459997721425
2026-01-21 14:58:00+00:00,89895.99,0.0028925588689999973
2026-01-21 14:59:00+00:00,89805.43,-0.07281411071744541
2026-01-21 15:00:00+00:00,89842.5,-0.08069892210141902
2026-01-21 15:01:00+00:00,89843.99,-0.08179667268503465
2026-01-21 15:02:00+00:00,89851.68,-0.08567304438918595
2026-01-21 15:03:00+00:00,90005.99,-0.11925809554874793
2026-01-21 15:04:00+00:00,89762.48,-0.05653852789549832
2026-01-21 15:05:00+00:00,89935.65,-0.1073756662270992
2026-01-21 15:06:00+00:00,89940.12,-0.10792689636237124
2026-01-21 15:07:00+00:00,90161.1,-0.137044377931389
2026-01-21 15:08:00+00:00,90187.99,-0.14245103631716433
2026-01-21 15:09:00+00:00,90142.64,-0.13499406092814653
2026-01-21 15:10:00+00:00,90142.4,-0.1315611276563829
2026-01-21 15:11:00+00:00,90200.0,-0.1361233644197849
