ts,close,mom_equity,mr_equity,vm_equity
2026-01-20 00:00:00+00:00,3187.42,100.0,100.0,100.0
2026-01-20 00:01:00+00:00,3188.76,100.0,100.0,100.0
2026-01-20 00:02:00+00:00,3189.85,100.0,100.0,100.0
2026-01-20 00:03:00+00:00,3195.0,100.0,100.0,100.0
2026-01-20 00:04:00+00:00,3195.57,100.0,100.0,100.0
2026-01-20 00:05:00+00:00,3199.2,100.0,100.0,100.0
2026-01-20 00:06:00+00:00,3196.52,100.0,100.0,100.0
2026-01-20 00:07:00+00:00,3194.42,100.0,100.0,100.0
2026-01-20 00:08:00+00:00,3194.71,100.0,100.0,100.0
2026-01-20 00:09:00+00:00,3194.5,100.0,100.0,100.0
2026-01-20 00:10:00+00:00,3196.3,100.0,100.0,100.0
2026-01-20 00:11:00+00:00,3194.01,100.0,100.0,100.0
2026-01-20 00:12:00+00:00,3192.3,100.0,100.0,100.0
2026-01-20 00:13:00+00:00,3191.19,100.0,100.0,100.0
2026-01-20 00:14:00+00:00,3192.45,100.0,100.0,100.0
2026-01-20 00:15:00+00:00,3189.26,100.0,100.0,100.0
2026-01-20 00:16:00+00:00,3190.0,100.0,100.0,100.0
2026-01-20 00:17:00+00:00,3188.33,100.0,100.0,100.0
2026-01-20 00:18:00+00:00,3187.03,100.0,100.0,100.0
2026-01-20 00:19:00+00:00,3186.69,100.0,100.0,100.0
2026-01-20 00:20:00+00:00,3184.21,100.0,100.0,100.0
2026-01-20 00:21:00+00:00,3183.72,100.0,100.0,100.0
2026-01-20 00:22:00+00:00,3183.71,100.0,100.0,100.0
2026-01-20 00:23:00+00:00,3183.02,100.0,100.0,100.0
2026-01-20 00:24:00+00:00,3181.0,100.0,100.0,100.0
2026-01-20 00:25:00+00:00,3179.59,100.0,100.0,100.0
2026-01-20 00:26:00+00:00,3176.85,100.0,100.0,100.0
2026-01-20 00:27:00+00:00,3178.99,100.0,100.0,100.0
2026-01-20 00:28:00+00:00,3180.51,100.0,100.0,100.0
2026-01-20 00:29:00+00:00,3182.29,100.0,100.0,100.0
2026-01-20 00:30:00+00:00,3184.19,100.0,100.0,100.0
