timestamp,equity,cash,gross_notional,unrealized_pnl
2026-01-23T04:35:54.831175348+00:00,1000000,1000000,-0,-0
2026-01-23T04:35:56.080482946+00:00,1000000,1000000,-0,-0
2026-01-23T04:35:57.080681123+00:00,1000000,1000000,-0,-0
2026-01-23T04:35:58.080685853+00:00,1000000,1000000,-0,-0
2026-01-23T04:35:59.082974678+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:00.330521086+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:01.346167475+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:02.580602670+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:03.580632109+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:04.580638567+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:05.580643823+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:06.580648713+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:07.580865563+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:08.588406697+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:09.830420880+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:10.830525868+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:11.830908404+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:12.831152270+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:14.080321901+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:15.080480570+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:16.080502040+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:17.080510604+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:18.080518100+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:19.080535279+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:20.080889865+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:21.080895633+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:22.080981481+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:23.330369185+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:24.330501460+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:25.330571846+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:26.330573749+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:27.330779887+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:28.580465900+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:29.580480230+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:30.826583654+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:31.826731963+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:32.826804897+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:33.826842287+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:34.826843751+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:36.076353897+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:37.076619647+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:38.077028371+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:39.326470906+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:40.326507099+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:41.326660047+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:42.326749737+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:43.576573388+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:44.576807014+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:45.576828922+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:46.576833312+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:47.576841815+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:48.576847773+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:49.576862517+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:50.576868205+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:51.577012612+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:52.577017809+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:53.577022975+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:54.826567705+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:55.827024315+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:56.827034619+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:57.827045530+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:58.827308792+00:00,1000000,1000000,-0,-0
2026-01-23T04:36:59.827318369+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:00.827355171+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:02.076705219+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:03.076712271+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:04.077036395+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:05.077089835+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:06.326589637+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:07.326618937+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:08.576577492+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:09.576634118+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:10.576642492+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:11.576752364+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:12.576989134+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:13.826639575+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:14.826727175+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:15.826742107+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:16.826743669+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:17.826749656+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:18.826906576+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:20.077069381+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:21.077072022+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:22.326779755+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:23.326798304+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:24.326866636+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:25.326881727+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:26.326886380+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:27.327036852+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:28.327050797+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:29.328216548+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:30.576637689+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:31.576653668+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:32.576770577+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:33.576792298+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:34.576799136+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:35.584163792+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:36.826677050+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:37.826704284+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:38.826737632+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:39.826969994+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:41.076807824+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:42.076817834+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:43.077297483+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:44.077303318+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:45.326713981+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:46.326726643+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:47.609075832+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:48.827060088+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:49.831947398+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:51.076359334+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:52.076898257+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:53.077089057+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:54.077096360+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:55.326603712+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:56.326623997+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:57.326631267+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:58.326749778+00:00,1000000,1000000,-0,-0
2026-01-23T04:37:59.326755733+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:00.326985734+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:01.327154800+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:02.327331548+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:03.576557885+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:04.576563834+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:05.576568847+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:06.584269359+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:07.826620830+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:08.826625948+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:09.826632729+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:10.827223749+00:00,1000000,1000000,-0,-0
